Database_From	Unique_ID_1(gene)	Unique_ID_2(transcript)	chr	chromStart	chromEnd
UCSC	IspD	Pfam_20003	7	16415853	16460808
UCSC	IspD	Pfam_20004	7	16445687	16460808
UCSC	Sclerostin	Pfam_20005	7	16502174	16505277
UCSC	Sclerostin	Pfam_20006	7	16502174	16502585
UCSC	Sclerostin	Pfam_20007	7	16505088	16505277
UCSC	zf-MYND	Pfam_20008	7	16642073	16644398
UCSC	Ank	Pfam_20009	7	16664643	16666700
UCSC	Ank	Pfam_20010	7	16666703	16666802
UCSC	W2	Pfam_20011	7	16737709	16745702
UCSC	W2	Pfam_20012	7	16737709	16737811
UCSC	Tetraspannin	Pfam_20013	7	16793614	16818670
UCSC	HLH	Pfam_20014	7	17349603	17349738
UCSC	PAS	Pfam_20015	7	17362208	17370487
UCSC	PAS_3	Pfam_20016	7	17373719	17378617
UCSC	Nexin_C	Pfam_20017	7	17833832	17838701
UCSC	Nexin_C	Pfam_20018	7	17836449	17838701
UCSC	PX	Pfam_20019	7	17854491	17865662
UCSC	PX	Pfam_20020	7	17854491	17861289
UCSC	PX	Pfam_20021	7	17854491	17861193
UCSC	RGS	Pfam_20022	7	17873782	17879470
UCSC	PXA	Pfam_20023	7	17890571	17931197
UCSC	PXA	Pfam_20024	7	17890571	17915156
UCSC	PXA	Pfam_20025	7	17908028	17931197
UCSC	PXA	Pfam_20026	7	17922558	17931197
UCSC	Pribosyltran	Pfam_20027	7	18066591	18066990
UCSC	Hist_deacetyl	Pfam_20028	7	18767374	18868841
UCSC	Hist_deacetyl	Pfam_20029	7	18767374	18788761
UCSC	HLH	Pfam_20030	7	19156463	19156619
UCSC	HLH	Pfam_20031	7	19184522	19184681
UCSC	RNA_pol_Rpb7_N	Pfam_20032	7	19744427	19748479
UCSC	Integrin_beta	Pfam_20033	7	20403292	20441470
UCSC	Integrin_beta	Pfam_20034	7	20403292	20438621
UCSC	Integrin_beta	Pfam_20035	7	20418691	20441470
UCSC	EGF_2	Pfam_20036	7	20441593	20441701
UCSC	EGF_2	Pfam_20037	7	20441719	20444313
UCSC	EGF_2	Pfam_20038	7	20444340	20444436
UCSC	ABC_membrane	Pfam_20039	7	20668344	20687194
UCSC	ABC_tran	Pfam_20040	7	20691058	20706388
UCSC	ABC_tran	Pfam_20041	7	20691058	20698689
UCSC	ABC_membrane	Pfam_20042	7	20738093	20778643
UCSC	ABC_membrane	Pfam_20043	7	20762696	20768077
UCSC	ABC_tran	Pfam_20044	7	20782602	20795161
UCSC	zf-C2H2	Pfam_20045	7	20824066	20824135
UCSC	zf-C2H2	Pfam_20046	7	20824150	20824225
UCSC	zf-C2H2	Pfam_20047	7	20824240	20824315
UCSC	zf-C2H2	Pfam_20048	7	21521663	21521738
UCSC	zf-C2H2	Pfam_20049	7	21550651	21550720
UCSC	DHC_N2	Pfam_20050	7	21654819	21698500
UCSC	AAA_5	Pfam_20051	7	21745114	21751462
UCSC	Dynein_heavy	Pfam_20052	7	21904213	21940867
UCSC	RasGEF	Pfam_20053	7	22165269	22186588
UCSC	RasGEF	Pfam_20054	7	22170647	22186588
UCSC	RasGEF_N	Pfam_20055	7	22200226	22233068
UCSC	RasGEF_N	Pfam_20056	7	22206688	22233068
UCSC	IL6	Pfam_20057	7	22767212	22771184
UCSC	IL6	Pfam_20058	7	22767212	22769283
UCSC	IL6	Pfam_20059	7	22768330	22769283
UCSC	Tom7	Pfam_20060	7	22852796	22862373
UCSC	BTB	Pfam_20061	7	23145745	23164773
UCSC	BTB	Pfam_20062	7	23157563	23164773
UCSC	BTB	Pfam_20063	7	23163420	23164773
UCSC	BTB	Pfam_20064	7	23164312	23164773
UCSC	BACK	Pfam_20065	7	23164785	23183596
UCSC	BACK	Pfam_20066	7	23183527	23183596
UCSC	Kelch_2	Pfam_20067	7	23205491	23212592
UCSC	Kelch_1	Pfam_20068	7	23205491	23212592
UCSC	Kelch_2	Pfam_20069	7	23205491	23207529
UCSC	Kelch_1	Pfam_20070	7	23205491	23207529
UCSC	Kelch_2	Pfam_20071	7	23207532	23212592
UCSC	Kelch_1	Pfam_20072	7	23207532	23212592
UCSC	Kelch_1	Pfam_20073	7	23212595	23213702
UCSC	PKD	Pfam_20074	7	23300203	23300323
UCSC	DUF143	Pfam_20075	7	23340472	23349043
UCSC	KH_1	Pfam_20076	7	23352060	23353202
UCSC	KH_1	Pfam_20077	7	23353256	23358857
UCSC	KH_1	Pfam_20078	7	23383383	23385667
UCSC	KH_1	Pfam_20079	7	23387255	23391017
UCSC	RRM_1	Pfam_20080	7	23391152	23458432
UCSC	RRM_1	Pfam_20081	7	23508125	23509719
UCSC	Ribosomal_S5	Pfam_20082	7	23530399	23530513
UCSC	RRM_1	Pfam_20083	7	23547102	23552676
UCSC	Pkinase	Pfam_20084	7	23624742	23625495
UCSC	TUDOR	Pfam_20085	7	23751749	23768827
UCSC	Hormone_3	Pfam_20086	7	24324944	24329122
UCSC	L27	Pfam_20087	7	24663287	24681383
UCSC	L27	Pfam_20088	7	24681383	24689291
UCSC	PDZ	Pfam_20089	7	24689357	24690299
UCSC	SH3_2	Pfam_20090	7	24703212	24705270
UCSC	SH3_1	Pfam_20091	7	24703278	24705270
UCSC	Guanylate_kin	Pfam_20092	7	24718758	24720086
UCSC	Gasdermin	Pfam_20093	7	24738724	24758748
UCSC	Oxysterol_BP	Pfam_20094	7	24839839	24846491
UCSC	Oxysterol_BP	Pfam_20095	7	24849461	24874286
UCSC	Oxysterol_BP	Pfam_20096	7	24874100	24874286
UCSC	PH	Pfam_20097	7	24905798	24911630
UCSC	Cytochrom_C	Pfam_20098	7	25163327	25163728
UCSC	bZIP_1	Pfam_20099	7	26225044	26225239
UCSC	RRM_1	Pfam_20100	7	26236236	26236597
UCSC	RRM_1	Pfam_20101	7	26236954	26237327
UCSC	Chromo	Pfam_20102	7	26246051	26248096
UCSC	Chromo	Pfam_20103	7	26246051	26248083
UCSC	Chromo_shadow	Pfam_20104	7	26251306	26251805
UCSC	PX	Pfam_20105	7	26386081	26411502
UCSC	PX	Pfam_20106	7	26396742	26411502
UCSC	PX	Pfam_20107	7	26400583	26411502
UCSC	PX	Pfam_20108	7	26404707	26411502
UCSC	SH3_2	Pfam_20109	7	26709729	26724440
UCSC	SH3_1	Pfam_20110	7	26709729	26724404
UCSC	PH	Pfam_20111	7	26765541	26779541
UCSC	PH	Pfam_20112	7	26765541	26766550
UCSC	Homeobox	Pfam_20113	7	27134207	27134369
UCSC	Homeobox	Pfam_20114	7	27140874	27141045
UCSC	Homeobox	Pfam_20115	7	27148120	27148291
UCSC	Homeobox	Pfam_20116	7	27168989	27169160
UCSC	Homeobox	Pfam_20117	7	27181509	27181680
UCSC	Homeobox	Pfam_20118	7	27185341	27185512
UCSC	Homeobox	Pfam_20119	7	27194658	27194829
UCSC	Homeobox	Pfam_20120	7	27203250	27203421
UCSC	Hox9_act	Pfam_20121	7	27204496	27205075
UCSC	Homeobox	Pfam_20122	7	27211570	27211741
UCSC	Homeobox	Pfam_20123	7	27222461	27222632
UCSC	Homeobox	Pfam_20124	7	27237845	27238016
UCSC	Homeobox	Pfam_20125	7	27284789	27285541
UCSC	CALCOCO1	Pfam_20126	7	27788174	27827076
UCSC	CALCOCO1	Pfam_20127	7	27831640	27831826
UCSC	bZIP_1	Pfam_20128	7	28848891	28857745
UCSC	bZIP_2	Pfam_20129	7	28848894	28857715
UCSC	SH2	Pfam_20130	7	29433325	29440250
UCSC	C1_1	Pfam_20131	7	29519835	29539545
UCSC	C1_1	Pfam_20132	7	29519961	29535652
UCSC	C1_1	Pfam_20133	7	29519961	29539545
UCSC	C1_1	Pfam_20134	7	29535568	29539545
UCSC	RhoGAP	Pfam_20135	7	29539614	29552277
UCSC	RhoGAP	Pfam_20136	7	29539614	29552182
UCSC	RhoGAP	Pfam_20137	7	29539614	29544437
UCSC	RhoGAP	Pfam_20138	7	29544359	29544437
UCSC	RhoGAP	Pfam_20139	7	29544359	29552277
UCSC	RhoGAP	Pfam_20140	7	29544425	29552277
UCSC	RhoGAP	Pfam_20141	7	29548916	29552277
UCSC	WH2	Pfam_20142	7	29915488	29915542
UCSC	Peptidase_C69	Pfam_20143	7	29980351	30008526
UCSC	Peptidase_C69	Pfam_20144	7	29980351	29994930
UCSC	Peptidase_C69	Pfam_20145	7	29983595	29994930
UCSC	FKBP_C	Pfam_20146	7	30058691	30066006
UCSC	PH	Pfam_20147	7	30068379	30085948
UCSC	zf-C3HC4	Pfam_20148	7	30395373	30402033
UCSC	Tropomodulin	Pfam_20149	7	30468990	30475662
UCSC	NACHT	Pfam_20150	7	30491927	30492446
UCSC	CARD	Pfam_20151	7	30494812	30496479
UCSC	WHEP-TRS	Pfam_20152	7	30634736	30639605
UCSC	tRNA-synt_2b	Pfam_20153	7	30640716	30661009
UCSC	HGTP_anticodon	Pfam_20154	7	30671097	30673384
UCSC	7tm_2	Pfam_20155	7	30693212	30705233
UCSC	7tm_2	Pfam_20156	7	30693212	30704735
UCSC	7tm_2	Pfam_20157	7	30694420	30705233
UCSC	HRM	Pfam_20158	7	30706848	30721650
UCSC	NNMT_PNMT_TEMT	Pfam_20159	7	30791767	30795453
UCSC	NNMT_PNMT_TEMT	Pfam_20160	7	30791767	30795453
UCSC	MIP	Pfam_20161	7	30951534	30963116
UCSC	MIP	Pfam_20162	7	30951609	30963116
UCSC	MIP	Pfam_20163	7	30961430	30963116
UCSC	MIP	Pfam_20164	7	30961681	30963116
UCSC	HRM	Pfam_20165	7	31008545	31009565
UCSC	HRM	Pfam_20166	7	31009481	31009565
UCSC	7tm_2	Pfam_20167	7	31010743	31018737
UCSC	HRM	Pfam_20168	7	31104546	31123845
UCSC	HRM	Pfam_20169	7	31104546	31123845
UCSC	7tm_2	Pfam_20170	7	31124361	31146113
UCSC	7tm_2	Pfam_20171	7	31124361	31146113
UCSC	7tm_2	Pfam_20172	7	31124361	31146113
UCSC	7tm_2	Pfam_20173	7	31124361	31146113
UCSC	7tm_2	Pfam_20174	7	31127251	31142980
UCSC	HLH	Pfam_20175	7	31378440	31378599
UCSC	PDEase_I	Pfam_20176	7	31864508	31904626
UCSC	PDEase_I_N	Pfam_20177	7	31917647	31918789
UCSC	LSM	Pfam_20178	7	32526895	32528956
UCSC	LSM	Pfam_20179	7	32526895	32528914
UCSC	Kelch_1	Pfam_20180	7	32909279	32909456
UCSC	Kelch_2	Pfam_20181	7	32909579	32909723
UCSC	Kelch_1	Pfam_20182	7	32909579	32909723
UCSC	BACK	Pfam_20183	7	32910125	32910431
UCSC	BTB	Pfam_20184	7	32910443	32919155
UCSC	FKBP_C	Pfam_20185	7	32997318	33003160
UCSC	FKBP_C	Pfam_20186	7	32997318	33014844
UCSC	FKBP_C	Pfam_20187	7	33003313	33014844
UCSC	FKBP_C	Pfam_20188	7	33014287	33014844
UCSC	FKBP_C	Pfam_20189	7	33014895	33020026
UCSC	FKBP_C	Pfam_20190	7	33014895	33016108
UCSC	FKBP_C	Pfam_20191	7	33035873	33042338
UCSC	UMPH-1	Pfam_20192	7	33054343	33063701
UCSC	VWC	Pfam_20193	7	34091508	34094856
UCSC	VWC	Pfam_20194	7	34094889	34101653
UCSC	VWD	Pfam_20195	7	34118480	34125502
UCSC	TIL	Pfam_20196	7	34192712	34192874
UCSC	7tm_1	Pfam_20197	7	34867015	34888241
UCSC	7tm_1	Pfam_20198	7	34867180	34888241
UCSC	T-box	Pfam_20199	7	35271137	35289641
UCSC	ubiquitin	Pfam_20200	7	35709895	35733897
UCSC	HHH	Pfam_20201	7	36194045	36194135
UCSC	PH	Pfam_20202	7	36478879	36492156
UCSC	Thioredoxin	Pfam_20203	7	37889899	37890308
UCSC	NDK	Pfam_20204	7	37934091	37936629
UCSC	NTR	Pfam_20205	7	37947241	37953844
UCSC	Fz	Pfam_20206	7	37955727	37956087
UCSC	V-set	Pfam_20207	7	38313187	38356922
UCSC	ig	Pfam_20208	7	38356625	38356877
UCSC	V-set	Pfam_20209	7	38369948	38370242
UCSC	V-set	Pfam_20210	7	38388912	38389254
UCSC	V-set	Pfam_20211	7	38398069	38398411
UCSC	ig	Pfam_20212	7	38398120	38398366
UCSC	V-set	Pfam_20213	7	38402463	38402763
UCSC	SH3_1	Pfam_20214	7	38429427	38431353
UCSC	Clathrin	Pfam_20215	7	38781706	38794520
UCSC	Pou	Pfam_20216	7	39500172	39503968
UCSC	Pou	Pfam_20217	7	39500172	39503782
UCSC	Pou	Pfam_20218	7	39503887	39503968
UCSC	Homeobox	Pfam_20219	7	39504031	39504202
UCSC	Ras	Pfam_20220	7	39726312	39745755
UCSC	Miro	Pfam_20221	7	39726312	39736351
UCSC	Pkinase_Tyr	Pfam_20222	7	40039030	40102647
UCSC	Pkinase	Pfam_20223	7	40118320	40118416
UCSC	TGF_beta	Pfam_20224	7	41729249	41729576
UCSC	TGFb_propeptide	Pfam_20225	7	41729705	41739848
UCSC	zf-C2H2	Pfam_20226	7	42012141	42012219
UCSC	zf-C2H2	Pfam_20227	7	42017164	42017242
UCSC	zf-C2H2	Pfam_20228	7	42017257	42018208
UCSC	DUF1308	Pfam_20229	7	42949280	42950495
UCSC	Proteasome	Pfam_20230	7	42957237	42967014
UCSC	Proteasome	Pfam_20231	7	42961454	42966150
UCSC	C2	Pfam_20232	7	43436476	43477707
UCSC	WW	Pfam_20233	7	43485160	43495976
UCSC	WW	Pfam_20234	7	43490519	43495976
UCSC	HECT	Pfam_20235	7	43548602	43601523
UCSC	GFO_IDH_MocA	Pfam_20236	7	43827515	43840087
UCSC	UQ_con	Pfam_20237	7	43966144	43992277
UCSC	UQ_con	Pfam_20238	7	43982556	43992277
UCSC	C2	Pfam_20239	7	44005553	44005987
UCSC	BTK	Pfam_20240	7	44070470	44073855
UCSC	PH	Pfam_20241	7	44073858	44078536
UCSC	RasGAP	Pfam_20242	7	44079240	44079904
UCSC	Cofilin_ADF	Pfam_20243	7	44084364	44096428
UCSC	Cofilin_ADF	Pfam_20244	7	44084364	44097384
UCSC	Cofilin_ADF	Pfam_20245	7	44084364	44096356
UCSC	Cofilin_ADF	Pfam_20246	7	44091449	44096428
UCSC	Cofilin_ADF	Pfam_20247	7	44092490	44096428
UCSC	SH3_1	Pfam_20248	7	44099719	44100510
UCSC	SH3_2	Pfam_20249	7	44099722	44100510
UCSC	PGAM	Pfam_20250	7	44104445	44105115
UCSC	F5_F8_type_C	Pfam_20251	7	44149658	44150638
UCSC	F5_F8_type_C	Pfam_20252	7	44150506	44150638
UCSC	Peptidase_M14	Pfam_20253	7	44150830	44152709
UCSC	Peptidase_M14	Pfam_20254	7	44152193	44152709
UCSC	DNA_pol_E_B	Pfam_20255	7	44154905	44156609
UCSC	efhand	Pfam_20256	7	44180310	44180570
UCSC	Hexokinase_2	Pfam_20257	7	44184757	44189382
UCSC	Hexokinase_1	Pfam_20258	7	44189385	44198688
UCSC	Hexokinase_1	Pfam_20259	7	44189385	44228524
UCSC	Hexokinase_1	Pfam_20260	7	44189385	44197673
UCSC	Synaptobrevin	Pfam_20261	7	44247002	44251849
UCSC	CaMKII_AD	Pfam_20262	7	44259677	44260497
UCSC	CaMKII_AD	Pfam_20263	7	44259677	44260229
UCSC	CaMKII_AD	Pfam_20264	7	44260229	44260497
UCSC	Patched	Pfam_20265	7	44553242	44555467
UCSC	Patched	Pfam_20266	7	44571806	44575874
UCSC	Patched	Pfam_20267	7	44574056	44575874
UCSC	Helicase_C	Pfam_20268	7	44609485	44609701
UCSC	DEAD	Pfam_20269	7	44611968	44613312
UCSC	EMP24_GP25L	Pfam_20270	7	44620819	44621407
UCSC	EMP24_GP25L	Pfam_20271	7	44620819	44621392
UCSC	E1_dh	Pfam_20272	7	44706428	44735702
UCSC	E1_dh	Pfam_20273	7	44713518	44735702
UCSC	E1_dh	Pfam_20274	7	44713518	44715752
UCSC	Transket_pyr	Pfam_20275	7	44736557	44741181
UCSC	Transket_pyr	Pfam_20276	7	44736557	44737096
UCSC	zf-MIZ	Pfam_20277	7	44802938	44804556
UCSC	Pro_isomerase	Pfam_20278	7	44836336	44841016
UCSC	Histone	Pfam_20279	7	44874157	44882898
UCSC	Histone	Pfam_20280	7	44875169	44882877
UCSC	Histone	Pfam_20281	7	44875169	44882898
UCSC	Histone	Pfam_20282	7	44875169	44880610
UCSC	PurA	Pfam_20283	7	44924109	44924856
UCSC	Myosin_TH1	Pfam_20284	7	45002342	45004629
UCSC	Myosin_head	Pfam_20285	7	45005745	45018529
UCSC	Myosin_head	Pfam_20286	7	45005745	45016214
UCSC	Myosin_head	Pfam_20287	7	45005745	45011375
UCSC	Myosin_head	Pfam_20288	7	45006250	45016500
UCSC	Myosin_head	Pfam_20289	7	45009009	45011375
UCSC	NAC	Pfam_20290	7	45120611	45121222
UCSC	RAP	Pfam_20291	7	45139958	45140963
UCSC	FAST_2	Pfam_20292	7	45141171	45141645
UCSC	FAST_1	Pfam_20293	7	45141948	45143002
UCSC	Guanylate_cyc	Pfam_20294	7	45650068	45699768
UCSC	IGFBP	Pfam_20295	7	45928339	45928519
UCSC	Thyroglobulin_1	Pfam_20296	7	45931537	45932664
UCSC	Thyroglobulin_1	Pfam_20297	7	45954438	45956259
UCSC	IGFBP	Pfam_20298	7	45960441	45960621
UCSC	PTB	Pfam_20299	7	47317678	47332455
UCSC	PTB	Pfam_20300	7	47317729	47332455
UCSC	SH2	Pfam_20301	7	47332473	47341813
UCSC	PKD_channel	Pfam_20302	7	47842893	47852740
UCSC	PKD_channel	Pfam_20303	7	47849063	47852740
UCSC	PLAT	Pfam_20304	7	47879069	47882618
UCSC	REJ	Pfam_20305	7	47930305	47937679
UCSC	PKD	Pfam_20306	7	47942031	47944116
UCSC	Hus1	Pfam_20307	7	48004954	48019115
UCSC	Sad1_UNC	Pfam_20308	7	48026940	48035665
UCSC	Sad1_UNC	Pfam_20309	7	48026940	48028476
UCSC	Sad1_UNC	Pfam_20310	7	48030635	48035665
UCSC	ABC_tran	Pfam_20311	7	48428765	48450197
UCSC	ABC_tran	Pfam_20312	7	48428765	48443482
UCSC	DSPc	Pfam_20313	7	48965064	48965235
UCSC	VWC	Pfam_20314	7	49815683	49842430
UCSC	zf-C2H2	Pfam_20315	7	50450249	50450318
UCSC	AAA	Pfam_20316	7	50513121	50513679
UCSC	Pyridoxal_deC	Pfam_20317	7	50531128	50571753
UCSC	Pyridoxal_deC	Pfam_20318	7	50597039	50611680
UCSC	Pyridoxal_deC	Pfam_20319	7	50605676	50611680
UCSC	SH2	Pfam_20320	7	50660710	50671761
UCSC	PH	Pfam_20321	7	50674107	50684019
UCSC	WH2	Pfam_20322	7	51085261	51092864
UCSC	WH2	Pfam_20323	7	51092924	51094301
UCSC	WH2	Pfam_20324	7	51093065	51094301
UCSC	WH2	Pfam_20325	7	51094358	51095467
UCSC	SecE	Pfam_20326	7	54820111	54825253
UCSC	Recep_L_domain	Pfam_20327	7	55210059	55214379
UCSC	Recep_L_domain	Pfam_20328	7	55210059	55211178
UCSC	Furin-like	Pfam_20329	7	55211172	55224234
UCSC	Furin-like	Pfam_20330	7	55214424	55224234
UCSC	Recep_L_domain	Pfam_20331	7	55224300	55227977
UCSC	Recep_L_domain	Pfam_20332	7	55224300	55224528
UCSC	Pkinase_Tyr	Pfam_20333	7	55241686	55268065
UCSC	Pkinase	Pfam_20334	7	55241686	55266436
UCSC	Pkinase_Tyr	Pfam_20335	7	55248998	55259567
UCSC	Pkinase	Pfam_20336	7	55249016	55259529
UCSC	LANC_like	Pfam_20337	7	55459567	55498993
UCSC	FKBP_C	Pfam_20338	7	55752977	55759094
UCSC	FKBP_C	Pfam_20339	7	55752977	55755558
UCSC	FKBP_C	Pfam_20340	7	55759145	55766782
UCSC	Septin	Pfam_20341	7	55874801	55914239
UCSC	KRAB	Pfam_20342	7	55990861	55991302
UCSC	zf-C2H2	Pfam_20343	7	56007223	56007292
UCSC	zf-C2H2	Pfam_20344	7	56007307	56007376
UCSC	zf-C2H2	Pfam_20345	7	56007391	56007460
UCSC	zf-C2H2	Pfam_20346	7	56007475	56007544
UCSC	zf-C2H2	Pfam_20347	7	56007559	56007628
UCSC	Ribosomal_S17	Pfam_20348	7	56020931	56022671
UCSC	NIPSNAP	Pfam_20349	7	56051535	56066757
UCSC	Hydrolase	Pfam_20350	7	56079531	56088865
UCSC	Cpn60_TCP1	Pfam_20351	7	56119566	56130761
UCSC	Cpn60_TCP1	Pfam_20352	7	56119629	56130761
UCSC	Cpn60_TCP1	Pfam_20353	7	56119629	56123317
UCSC	Cpn60_TCP1	Pfam_20354	7	56123317	56130761
UCSC	DUF323	Pfam_20355	7	56136183	56147276
UCSC	DUF323	Pfam_20356	7	56136183	56147276
UCSC	DUF323	Pfam_20357	7	56136183	56147223
UCSC	DUF323	Pfam_20358	7	56136183	56141909
UCSC	DUF323	Pfam_20359	7	56136183	56140790
UCSC	DUF323	Pfam_20360	7	56140730	56147276
UCSC	DUF323	Pfam_20361	7	56141909	56147276
UCSC	DUF323	Pfam_20362	7	56145798	56147276
UCSC	Pkinase	Pfam_20363	7	56149375	56156576
UCSC	Pkinase	Pfam_20364	7	56149375	56156576
UCSC	Pkinase	Pfam_20365	7	56149375	56151397
UCSC	Pkinase	Pfam_20366	7	56151935	56156576
UCSC	CHCH	Pfam_20367	7	56170562	56170685
UCSC	zf-C2H2	Pfam_20368	7	57187575	57187644
UCSC	zf-C2H2	Pfam_20369	7	57187659	57187728
UCSC	zf-C2H2	Pfam_20370	7	57187743	57187812
UCSC	zf-C2H2	Pfam_20371	7	57187827	57187896
UCSC	zf-C2H2	Pfam_20372	7	57187911	57187980
UCSC	zf-C2H2	Pfam_20373	7	57187995	57188064
UCSC	zf-C2H2	Pfam_20374	7	57188079	57188148
UCSC	zf-C2H2	Pfam_20375	7	57188163	57188232
UCSC	zf-C2H2	Pfam_20376	7	57188247	57188316
UCSC	zf-C2H2	Pfam_20377	7	57188331	57188400
UCSC	KRAB	Pfam_20378	7	57193817	57194418
UCSC	Glyco_hydro_2_N	Pfam_20379	7	57245915	57247679
UCSC	KRAB	Pfam_20380	7	57522172	57522781
UCSC	zf-C2H2	Pfam_20381	7	57528804	57528873
UCSC	zf-C2H2	Pfam_20382	7	57528888	57528957
UCSC	zf-C2H2	Pfam_20383	7	57529053	57529122
UCSC	zf-C2H2	Pfam_20384	7	57529137	57529206
UCSC	zf-C2H2	Pfam_20385	7	57529221	57529290
UCSC	zf-C2H2	Pfam_20386	7	57529305	57529374
UCSC	zf-C2H2	Pfam_20387	7	57529389	57529458
UCSC	zf-C2H2	Pfam_20388	7	57529473	57529542
UCSC	zf-C2H2	Pfam_20389	7	57529557	57529626
UCSC	KRAB	Pfam_20390	7	62753198	62758763
UCSC	KRAB	Pfam_20391	7	63529275	63529894
UCSC	zf-C2H2	Pfam_20392	7	63538025	63538094
UCSC	zf-C2H2	Pfam_20393	7	63538109	63538178
UCSC	zf-C2H2	Pfam_20394	7	63538361	63538430
UCSC	zf-C2H2	Pfam_20395	7	63538445	63538514
UCSC	zf-C2H2	Pfam_20396	7	63538529	63538598
UCSC	zf-C2H2	Pfam_20397	7	63538613	63538682
UCSC	zf-C2H2	Pfam_20398	7	63538697	63538766
UCSC	zf-C2H2	Pfam_20399	7	63538781	63538850
UCSC	KRAB	Pfam_20400	7	63673476	63674393
UCSC	zf-C2H2	Pfam_20401	7	63680150	63680219
UCSC	zf-C2H2	Pfam_20402	7	63680234	63680303
UCSC	zf-C2H2	Pfam_20403	7	63680318	63680387
UCSC	zf-C2H2	Pfam_20404	7	63680402	63680471
UCSC	zf-C2H2	Pfam_20405	7	63680570	63680639
UCSC	KRAB	Pfam_20406	7	63720605	63721214
UCSC	zf-C2H2	Pfam_20407	7	63726645	63726714
UCSC	zf-C2H2	Pfam_20408	7	63726729	63726798
UCSC	zf-C2H2	Pfam_20409	7	63726813	63726882
UCSC	zf-C2H2	Pfam_20410	7	63726897	63726966
UCSC	zf-C2H2	Pfam_20411	7	63726981	63727050
UCSC	zf-C2H2	Pfam_20412	7	63727065	63727134
UCSC	zf-C2H2	Pfam_20413	7	63727149	63727218
UCSC	KRAB	Pfam_20414	7	63796643	63797267
UCSC	zf-C2H2	Pfam_20415	7	63808842	63808911
UCSC	zf-C2H2	Pfam_20416	7	63808926	63808995
UCSC	zf-C2H2	Pfam_20417	7	63809010	63809079
UCSC	zf-C2H2	Pfam_20418	7	63809094	63809163
UCSC	zf-C2H2	Pfam_20419	7	63809178	63809247
UCSC	zf-C2H2	Pfam_20420	7	63809262	63809331
UCSC	zf-C2H2	Pfam_20421	7	63809430	63809499
UCSC	zf-C2H2	Pfam_20422	7	63981594	63981663
UCSC	zf-C2H2	Pfam_20423	7	63981678	63981747
UCSC	zf-C2H2	Pfam_20424	7	63981762	63981831
UCSC	zf-C2H2	Pfam_20425	7	63981846	63981915
UCSC	zf-C2H2	Pfam_20426	7	63981930	63981999
UCSC	zf-C2H2	Pfam_20427	7	63982014	63982083
UCSC	zf-C2H2	Pfam_20428	7	63982098	63982167
UCSC	zf-C2H2	Pfam_20429	7	63982182	63982251
UCSC	zf-C2H2	Pfam_20430	7	63982350	63982419
UCSC	zf-C2H2	Pfam_20431	7	63982518	63982587
UCSC	KRAB	Pfam_20432	7	64004177	64004803
UCSC	zf-C2H2	Pfam_20433	7	64166992	64167061
UCSC	zf-C2H2	Pfam_20434	7	64167076	64167145
UCSC	zf-C2H2	Pfam_20435	7	64167160	64167229
UCSC	zf-C2H2	Pfam_20436	7	64167244	64167313
UCSC	zf-C2H2	Pfam_20437	7	64167412	64167481
UCSC	zf-C2H2	Pfam_20438	7	64167664	64167733
UCSC	zf-C2H2	Pfam_20439	7	64167748	64167817
UCSC	zf-C2H2	Pfam_20440	7	64167832	64167898
UCSC	zf-C2H2	Pfam_20441	7	64167916	64167985
UCSC	zf-C2H2	Pfam_20442	7	64168000	64168069
UCSC	zf-C2H2	Pfam_20443	7	64168084	64168153
UCSC	zf-C2H2	Pfam_20444	7	64168168	64168237
UCSC	zf-C2H2	Pfam_20445	7	64168504	64168573
UCSC	zf-C2H2	Pfam_20446	7	64168588	64168657
UCSC	zf-C2H2	Pfam_20447	7	64168672	64168741
UCSC	zf-C2H2	Pfam_20448	7	64168756	64168825
UCSC	zf-C2H2	Pfam_20449	7	64168840	64168909
UCSC	KRAB	Pfam_20450	7	64275302	64275956
UCSC	KRAB	Pfam_20451	7	64275302	64291831
UCSC	KRAB	Pfam_20452	7	64275314	64291831
UCSC	zf-C2H2	Pfam_20453	7	64292371	64292440
UCSC	zf-C2H2	Pfam_20454	7	64292455	64292515
UCSC	KRAB	Pfam_20455	7	64377965	64378577
UCSC	zf-C2H2	Pfam_20456	7	64388406	64388475
UCSC	zf-C2H2	Pfam_20457	7	64388490	64388559
UCSC	zf-C2H2	Pfam_20458	7	64388574	64388643
UCSC	zf-C2H2	Pfam_20459	7	64388658	64388727
UCSC	zf-C2H2	Pfam_20460	7	64388742	64388811
UCSC	zf-C2H2	Pfam_20461	7	64388826	64388895
UCSC	zf-C2H2	Pfam_20462	7	64388910	64388976
UCSC	zf-C2H2	Pfam_20463	7	64388994	64389063
UCSC	zf-C2H2	Pfam_20464	7	64389078	64389147
UCSC	zf-C2H2	Pfam_20465	7	64389162	64389231
UCSC	zf-C2H2	Pfam_20466	7	64389246	64389315
UCSC	zf-C2H2	Pfam_20467	7	64438546	64438615
UCSC	zf-C2H2	Pfam_20468	7	64438630	64438699
UCSC	zf-C2H2	Pfam_20469	7	64438798	64438867
UCSC	zf-C2H2	Pfam_20470	7	64438882	64438951
UCSC	zf-C2H2	Pfam_20471	7	64438966	64439035
UCSC	zf-C2H2	Pfam_20472	7	64439050	64439119
