database_from	hg19.refGene.name2	#hg19.ccdsGene.name	9.ccdsGene.chrom	hg19.ccdsGene.txStart	hg19.ccdsGene.txEnd
CCDS_v15	ZFYVE27	CCDS53564.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS53563.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS53562.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS31264.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS31263.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS31262.1	10	99498234	99519057
CCDS_v15	ZFYVE27	CCDS53565.1	10	99504511	99519057
CCDS_v15	SFRP5	CCDS7472.1	10	99527270	99531590
CCDS_v15	R3HCC1L	CCDS58093.1	10	99923151	100003915
CCDS_v15	R3HCC1L	CCDS31267.1	10	99967871	100003915
CCDS_v15	LOXL4	CCDS7473.1	10	100008677	100022776
CCDS_v15	PYROXD2	CCDS7474.1	10	100143554	100174892
CCDS_v15	HPS1	CCDS7475.1	10	100177320	100202997
CCDS_v15	HPS1	CCDS7476.1	10	100189291	100202997
CCDS_v15	CNNM1	CCDS7478.2	10	101089144	101151273
CCDS_v15	NKX2-3	CCDS41558.1	10	101292888	101295478
CCDS_v15	SLC25A28	CCDS41559.1	10	101370605	101380092
CCDS_v15	COX15	CCDS7481.1	10	101473170	101491806
CCDS_v15	COX15	CCDS7482.1	10	101474343	101491806
CCDS_v15	CUTC	CCDS7483.1	10	101492105	101515496
CCDS_v15	CPN1	CCDS7486.1	10	101802183	101841382
CCDS_v15	ERLIN1	CCDS7487.2	10	101911887	101945383
CCDS_v15	CWF19L1	CCDS7489.1	10	101992983	102027350
CCDS_v15	BLOC1S2	CCDS7490.1	10	102035218	102046416
CCDS_v15	PKD2L1	CCDS7492.1	10	102048152	102089860
CCDS_v15	SCD	CCDS7493.1	10	102107261	102120690
CCDS_v15	SEC31B	CCDS7495.1	10	102247372	102276709
CCDS_v15	NDUFB8	CCDS65916.1	10	102283593	102289255
CCDS_v15	NDUFB8	CCDS7497.1	10	102283593	102289608
CCDS_v15	NDUFB8	CCDS65917.1	10	102283845	102289608
CCDS_v15	HIF1AN	CCDS7498.1	10	102295715	102307894
CCDS_v15	PAX2	CCDS53569.1	10	102506017	102587376
CCDS_v15	PAX2	CCDS41561.1	10	102506017	102587376
CCDS_v15	PAX2	CCDS7499.1	10	102506017	102586852
CCDS_v15	FAM178A	CCDS65918.1	10	102672867	102673059
CCDS_v15	FAM178A	CCDS44470.1	10	102672867	102719328
CCDS_v15	FAM178A	CCDS7500.1	10	102672867	102721669
CCDS_v15	SEMA4G	CCDS55724.1	10	102732669	102744650
CCDS_v15	SEMA4G	CCDS7501.1	10	102732669	102743888
CCDS_v15	MRPL43	CCDS7502.1	10	102739009	102747200
CCDS_v15	MRPL43	CCDS7503.1	10	102741219	102747200
CCDS_v15	MRPL43	CCDS7504.1	10	102741247	102747200
CCDS_v15	MRPL43	CCDS7505.1	10	102746490	102747200
CCDS_v15	C10orf2	CCDS53570.1	10	102747967	102750782
CCDS_v15	C10orf2	CCDS7506.1	10	102747967	102753267
CCDS_v15	LZTS2	CCDS7507.1	10	102762295	102766925
CCDS_v15	PDZD7	CCDS31269.1	10	102777340	102789976
CCDS_v15	SFXN3	CCDS7508.2	10	102792230	102799342
CCDS_v15	KAZALD1	CCDS7509.1	10	102822349	102824677
CCDS_v15	TLX1NB	CCDS60615.1	10	102849293	102849662
CCDS_v15	LBX1	CCDS31270.1	10	102987026	102988572
CCDS_v15	POLL	CCDS7513.1	10	103339209	103347117
CCDS_v15	DPCD	CCDS7514.1	10	103348093	103369228
CCDS_v15	FGF8	CCDS7518.1	10	103530085	103535657
CCDS_v15	FGF8	CCDS7517.1	10	103530085	103535657
CCDS_v15	FGF8	CCDS7516.1	10	103530085	103535657
CCDS_v15	FGF8	CCDS7515.1	10	103530085	103535657
CCDS_v15	NPM3	CCDS7519.1	10	103541492	103543147
CCDS_v15	KCNIP2	CCDS41562.1	10	103587109	103603325
CCDS_v15	KCNIP2	CCDS7525.1	10	103587109	103599597
CCDS_v15	KCNIP2	CCDS7524.1	10	103587109	103603325
CCDS_v15	KCNIP2	CCDS7523.1	10	103587109	103603325
CCDS_v15	KCNIP2	CCDS7522.1	10	103587109	103603325
CCDS_v15	KCNIP2	CCDS7521.1	10	103587109	103603325
CCDS_v15	KCNIP2	CCDS7526.1	10	103587397	103603325
CCDS_v15	HPS6	CCDS7527.1	10	103825231	103827559
CCDS_v15	LDB1	CCDS44472.1	10	103867849	103879867
CCDS_v15	LDB1	CCDS7528.1	10	103867849	103871210
CCDS_v15	PPRC1	CCDS7529.1	10	103892825	103909786
CCDS_v15	NOLC1	CCDS65926.1	10	103912167	103922026
CCDS_v15	NOLC1	CCDS65925.1	10	103912167	103922026
CCDS_v15	NOLC1	CCDS7530.1	10	103912167	103922026
CCDS_v15	ELOVL3	CCDS7531.1	10	103986305	103989009
CCDS_v15	PITX3	CCDS7532.1	10	103990270	103991837
CCDS_v15	NFKB2	CCDS41565.1	10	104155716	104162133
CCDS_v15	NFKB2	CCDS41564.1	10	104155716	104162133
CCDS_v15	PSD	CCDS31272.1	10	104162956	104176795
CCDS_v15	FBXL15	CCDS31273.1	10	104180886	104182750
CCDS_v15	CUEDC2	CCDS41566.1	10	104183182	104184945
CCDS_v15	C10orf95	CCDS7534.1	10	104210213	104211225
CCDS_v15	TMEM180	CCDS7535.1	10	104228786	104235741
CCDS_v15	ACTR1A	CCDS7536.1	10	104240619	104262404
CCDS_v15	TRIM8	CCDS31274.1	10	104404374	104417111
CCDS_v15	SFXN2	CCDS7539.1	10	104486393	104497519
CCDS_v15	WBP1L	CCDS44473.1	10	104503810	104573088
CCDS_v15	WBP1L	CCDS7540.1	10	104536147	104573088
CCDS_v15	C10orf32	CCDS7542.2	10	104614043	104622681
CCDS_v15	AS3MT	CCDS41567.1	10	104629349	104660457
CCDS_v15	CNNM2	CCDS7543.1	10	104678237	104687139
CCDS_v15	RPEL1	CCDS65929.1	10	105005753	105006440
CCDS_v15	INA	CCDS7545.1	10	105036968	105048426
CCDS_v15	PCGF6	CCDS31275.1	10	105063661	105110823
CCDS_v15	PCGF6	CCDS7546.1	10	105063661	105110823
CCDS_v15	TAF5	CCDS7547.1	10	105127746	105147980
CCDS_v15	USMG5	CCDS7548.1	10	105151950	105152214
CCDS_v15	PDCD11	CCDS31276.1	10	105158183	105205306
CCDS_v15	CALHM2	CCDS7549.1	10	105206908	105209698
CCDS_v15	CALHM1	CCDS7550.1	10	105215018	105218508
CCDS_v15	CALHM3	CCDS44476.1	10	105232969	105238789
CCDS_v15	NEURL1	CCDS7551.1	10	105254144	105350129
CCDS_v15	COL17A1	CCDS7554.1	10	105791992	105840431
CCDS_v15	SFR1	CCDS31279.1	10	105881941	105885462
CCDS_v15	SFR1	CCDS31280.1	10	105882748	105885462
CCDS_v15	GSTO1	CCDS53572.1	10	106014686	106027163
CCDS_v15	GSTO1	CCDS7555.1	10	106014686	106027163
CCDS_v15	GSTO1	CCDS53573.1	10	106014970	106027163
CCDS_v15	ITPRIP	CCDS7557.1	10	106074165	106075809
CCDS_v15	ADD3	CCDS7562.1	10	111860411	111893376
CCDS_v15	ADD3	CCDS7561.1	10	111860411	111893376
CCDS_v15	MXI1	CCDS7563.1	10	111967566	112044745
CCDS_v15	MXI1	CCDS7564.2	10	111985968	112044745
CCDS_v15	MXI1	CCDS31284.1	10	111987981	112044745
CCDS_v15	SMNDC1	CCDS7565.1	10	112053907	112063345
CCDS_v15	DUSP5	CCDS7566.1	10	112257879	112270184
CCDS_v15	PDCD4	CCDS7567.1	10	112635785	112657846
CCDS_v15	PDCD4	CCDS44478.1	10	112636501	112657846
CCDS_v15	BBIP1	CCDS58094.1	10	112660117	112661341
CCDS_v15	BBIP1	CCDS55727.1	10	112660117	112677915
CCDS_v15	BBIP1	CCDS55726.1	10	112660117	112677915
CCDS_v15	BBIP1	CCDS55728.1	10	112660241	112677915
CCDS_v15	SHOC2	CCDS58095.1	10	112724116	112771576
CCDS_v15	SHOC2	CCDS7568.1	10	112724116	112771576
CCDS_v15	ADRA2A	CCDS7569.2	10	112837754	112839152
CCDS_v15	GPAM	CCDS7570.1	10	113913307	113941542
CCDS_v15	TECTB	CCDS7571.1	10	114043492	114063070
CCDS_v15	ZDHHC6	CCDS7574.1	10	114190561	114205194
CCDS_v15	NRAP	CCDS7579.1	10	115348733	115423641
CCDS_v15	NRAP	CCDS7578.1	10	115348733	115423641
CCDS_v15	PLEKHS1	CCDS7583.1	10	115515036	115540361
CCDS_v15	PLEKHS1	CCDS53580.1	10	115525139	115537399
CCDS_v15	PLEKHS1	CCDS53581.1	10	115527143	115540540
CCDS_v15	NHLRC2	CCDS7585.1	10	115614631	115668295
CCDS_v15	ADRB1	CCDS7586.1	10	115803891	115805325
CCDS_v15	CCDC186	CCDS7587.1	10	115884901	115923027
CCDS_v15	TDRD1	CCDS7588.1	10	115947590	115991276
CCDS_v15	VWA2	CCDS7589.2	10	116008472	116050996
CCDS_v15	ABLIM1	CCDS31289.1	10	116196018	116251583
CCDS_v15	FAM160B1	CCDS31290.1	10	116581837	116621299
CCDS_v15	TRUB1	CCDS7591.1	10	116698012	116735138
CCDS_v15	PNLIP	CCDS7594.1	10	118305604	118327310
CCDS_v15	C10orf82	CCDS7596.1	10	118423680	118427823
CCDS_v15	KIAA1598	CCDS58097.1	10	118660047	118719733
CCDS_v15	VAX1	CCDS7597.1	10	118891719	118897567
CCDS_v15	VAX1	CCDS44483.1	10	118893518	118897567
CCDS_v15	KCNK18	CCDS7598.1	10	118956999	118969810
CCDS_v15	PDZD8	CCDS7600.1	10	119042778	119134738
CCDS_v15	EMX2	CCDS53583.1	10	119302778	119307679
CCDS_v15	EMX2	CCDS7601.1	10	119302778	119307743
CCDS_v15	FAM204A	CCDS7605.1	10	120070368	120095927
CCDS_v15	PRLHR	CCDS7606.1	10	120353643	120354756
CCDS_v15	NANOS1	CCDS7607.1	10	120789313	120790192
CCDS_v15	EIF3A	CCDS7608.1	10	120795550	120840188
CCDS_v15	FAM45A	CCDS7609.1	10	120863654	120896159
CCDS_v15	SFXN4	CCDS7610.1	10	120900753	120925159
CCDS_v15	PRDX3	CCDS44484.1	10	120927991	120938302
CCDS_v15	PRDX3	CCDS7611.1	10	120927991	120938302
CCDS_v15	RGS10	CCDS41572.1	10	121259624	121295982
CCDS_v15	RGS10	CCDS31294.1	10	121259624	121302150
CCDS_v15	TIAL1	CCDS31295.1	10	121335176	121355977
CCDS_v15	TIAL1	CCDS7613.1	10	121335176	121355977
CCDS_v15	BAG3	CCDS7615.1	10	121411187	121436794
CCDS_v15	INPP5F	CCDS58098.1	10	121578995	121587292
CCDS_v15	MCMBP	CCDS58099.1	10	121590985	121632096
CCDS_v15	MCMBP	CCDS7617.1	10	121590985	121632096
CCDS_v15	SEC23IP	CCDS7618.1	10	121652294	121693279
CCDS_v15	WDR11	CCDS7619.1	10	122610932	122668225
CCDS_v15	BTBD16	CCDS31301.1	10	124034596	124097600
CCDS_v15	PLEKHA1	CCDS55730.1	10	124152716	124187896
CCDS_v15	PLEKHA1	CCDS7629.1	10	124152716	124189454
CCDS_v15	ARMS2	CCDS53585.1	10	124214243	124216449
CCDS_v15	C10orf120	CCDS31302.1	10	124457248	124459306
CCDS_v15	CUZD1	CCDS7631.1	10	124591793	124605359
CCDS_v15	FAM24B	CCDS31303.1	10	124608762	124610031
CCDS_v15	FAM24A	CCDS31304.1	10	124671150	124672470
CCDS_v15	C10orf88	CCDS7632.1	10	124691942	124713694
CCDS_v15	PSTK	CCDS7633.1	10	124739995	124747019
CCDS_v15	IKZF5	CCDS41574.1	10	124753295	124758141
CCDS_v15	HMX3	CCDS41575.1	10	124895566	124897247
CCDS_v15	HMX2	CCDS31305.1	10	124907894	124909639
CCDS_v15	BUB3	CCDS31306.1	10	124914433	124924572
CCDS_v15	BUB3	CCDS7635.1	10	124914433	124923351
CCDS_v15	CHST15	CCDS7638.1	10	125769664	125805728
CCDS_v15	CHST15	CCDS55731.1	10	125780597	125805728
CCDS_v15	NKX1-2	CCDS59221.1	10	126135997	126138512
CCDS_v15	METTL10	CCDS31307.1	10	126449071	126480402
CCDS_v15	FAM175B	CCDS31308.2	10	126490398	126523540
CCDS_v15	ZRANB1	CCDS7642.1	10	126631062	126673561
CCDS_v15	CTBP2	CCDS7644.1	10	126678086	126716328
CCDS_v15	CTBP2	CCDS7643.1	10	126678086	126727623
CCDS_v15	TEX36	CCDS44493.1	10	127344468	127371558
CCDS_v15	EDRF1	CCDS55733.1	10	127408376	127452041
CCDS_v15	EDRF1	CCDS7646.1	10	127408376	127452041
CCDS_v15	MMP21	CCDS7647.1	10	127455230	127464390
CCDS_v15	UROS	CCDS7648.1	10	127477436	127505068
CCDS_v15	BCCIP	CCDS7651.1	10	127512126	127524843
CCDS_v15	BCCIP	CCDS7650.1	10	127512126	127529928
CCDS_v15	FAM196A	CCDS31312.1	10	128936100	128974659
CCDS_v15	NPS	CCDS41577.1	10	129347632	129350903
CCDS_v15	FOXI2	CCDS7655.2	10	129535537	129537229
CCDS_v15	CLRN3	CCDS7656.1	10	129676412	129691048
CCDS_v15	PTPRE	CCDS7657.1	10	129839145	129881170
CCDS_v15	PTPRE	CCDS7658.1	10	129845912	129881170
CCDS_v15	MKI67	CCDS53588.1	10	129897453	129923931
CCDS_v15	MKI67	CCDS7659.1	10	129897453	129923931
CCDS_v15	GLRX3	CCDS7661.1	10	131934684	131977656
CCDS_v15	BNIP3	CCDS7663.1	10	133782027	133795310
CCDS_v15	DPYSL4	CCDS7665.1	10	134000567	134018434
CCDS_v15	LRRC27	CCDS44496.1	10	134147028	134165241
CCDS_v15	LRRC27	CCDS44495.1	10	134147028	134166464
CCDS_v15	LRRC27	CCDS31316.1	10	134147028	134188746
CCDS_v15	C10orf91	CCDS7668.1	10	134258753	134261565
CCDS_v15	NKX6-2	CCDS7670.1	10	134598419	134599452
CCDS_v15	GPR123	CCDS41580.1	10	134902413	134943015
CCDS_v15	UTF1	CCDS31318.1	10	135043792	135044946
CCDS_v15	VENTX	CCDS7675.1	10	135051418	135053810
CCDS_v15	ADAM8	CCDS58102.1	10	135076659	135090321
CCDS_v15	ADAM8	CCDS31319.2	10	135076659	135090321
CCDS_v15	ADAM8	CCDS58103.1	10	135077192	135090321
CCDS_v15	TUBGCP2	CCDS58105.1	10	135093269	135116445
CCDS_v15	TUBGCP2	CCDS58104.1	10	135093269	135112996
CCDS_v15	TUBGCP2	CCDS7676.1	10	135093269	135116445
CCDS_v15	ZNF511	CCDS7677.1	10	135122447	135126370
CCDS_v15	CALY	CCDS7678.1	10	135139330	135142493
CCDS_v15	PRAP1	CCDS44498.1	10	135160921	135165944
CCDS_v15	PRAP1	CCDS7679.1	10	135160921	135165944
CCDS_v15	FUOM	CCDS44499.1	10	135168873	135171511
CCDS_v15	FUOM	CCDS7680.1	10	135169002	135171511
CCDS_v15	ECHS1	CCDS7681.1	10	135176371	135186837
CCDS_v15	PAOX	CCDS7684.1	10	135192820	135202569
CCDS_v15	PAOX	CCDS7683.1	10	135192820	135204959
CCDS_v15	PAOX	CCDS7682.1	10	135192820	135205042
CCDS_v15	MTG1	CCDS31320.1	10	135207724	135233669
CCDS_v15	SPRN	CCDS53589.1	10	135236729	135237185
CCDS_v15	CYP2E1	CCDS7686.1	10	135340899	135352468
CCDS_v15	SYCE1	CCDS44500.1	10	135367793	135379033
CCDS_v15	SYCE1	CCDS7687.1	10	135367793	135373622
CCDS_v15	SYCE1	CCDS44501.1	10	135368495	135379033
CCDS_v15	FRG2B	CCDS44502.1	10	135438602	135440246
CCDS_v15	GLB1L2	CCDS31724.1	11	134201955	134244952
CCDS_v15	GLYATL1	CCDS31556.1	11	58710771	58723500
CCDS_v15	GLYATL1	CCDS55768.1	11	58714560	58723500
CCDS_v15	DGAT2	CCDS58162.1	11	75480036	75511553
CCDS_v15	DGAT2	CCDS31642.1	11	75480036	75511553
CCDS_v15	DLG2	CCDS55782.1	11	83170860	84028188
CCDS_v15	DLG2	CCDS44691.1	11	83170860	83984298
CCDS_v15	DLG2	CCDS44690.1	11	83170860	85309740
CCDS_v15	DLG2	CCDS41696.1	11	83170860	84634162
CCDS_v15	DSCAML1	CCDS8384.1	11	117299043	117667974
CCDS_v15	OSBPL5	CCDS31344.1	11	3109434	3150378
CCDS_v15	OSBPL5	CCDS31343.1	11	3109434	3150378
CCDS_v15	CCKBR	CCDS7761.1	11	6281158	6292773
CCDS_v15	SYT9	CCDS7778.1	11	7273417	7488031
CCDS_v15	IPO7	CCDS31425.1	11	9406310	9466741
CCDS_v15	AMPD3	CCDS7802.1	11	10472568	10527431
CCDS_v15	AMPD3	CCDS44537.1	11	10477933	10527431
CCDS_v15	AMPD3	CCDS41617.1	11	10483066	10527431
CCDS_v15	GALNT18	CCDS7807.1	11	11292690	11643140
CCDS_v15	PDE3B	CCDS7817.1	11	14665621	14891206
CCDS_v15	SERGEF	CCDS7828.1	11	17809631	18034557
CCDS_v15	NAV2	CCDS53612.1	11	19372499	20139804
CCDS_v15	NAV2	CCDS58126.1	11	19735241	20139804
CCDS_v15	NAV2	CCDS7851.2	11	19735241	20139804
CCDS_v15	NAV2	CCDS7850.1	11	19735241	20139804
CCDS_v15	NELL1	CCDS44555.1	11	20691269	21596568
CCDS_v15	NELL1	CCDS7855.1	11	20691269	21596568
CCDS_v15	METTL15	CCDS44559.1	11	28134881	28352388
CCDS_v15	METTL15	CCDS31450.1	11	28134881	28349685
CCDS_v15	IMMP1L	CCDS7874.1	11	31454046	31484823
CCDS_v15	STIP1	CCDS60827.1	11	63953296	63971598
CCDS_v15	STIP1	CCDS60828.1	11	63953733	63971598
CCDS_v15	STIP1	CCDS8058.1	11	63953733	63971598
CCDS_v15	TMEM151A	CCDS8133.1	11	66059484	66063124
CCDS_v15	LRP5	CCDS8181.1	11	68080182	68216538
CCDS_v15	CTTN	CCDS53676.1	11	70253403	70282514
CCDS_v15	CTTN	CCDS41680.1	11	70253403	70281268
CCDS_v15	CTTN	CCDS8197.1	11	70253403	70281268
CCDS_v15	PDE2A	CCDS53678.1	11	72288427	72379385
CCDS_v15	PDE2A	CCDS44670.1	11	72288427	72353420
CCDS_v15	PDE2A	CCDS8216.1	11	72288427	72385251
CCDS_v15	RAB6A	CCDS58156.1	11	73388942	73471680
CCDS_v15	RAB6A	CCDS58155.1	11	73388942	73441839
CCDS_v15	RAB6A	CCDS8224.1	11	73388942	73471680
CCDS_v15	RAB6A	CCDS8223.1	11	73388942	73471680
CCDS_v15	INTS4	CCDS31644.1	11	77589994	77705689
CCDS_v15	TENM4	CCDS44688.1	11	78369102	78780989
CCDS_v15	EED	CCDS8274.1	11	85956271	85989037
CCDS_v15	EED	CCDS8273.1	11	85956271	85989567
CCDS_v15	TMEM135	CCDS53692.1	11	86749087	87032375
CCDS_v15	TMEM135	CCDS8280.1	11	86749087	87032375
CCDS_v15	NOX4	CCDS44696.1	11	89059923	89223706
CCDS_v15	NOX4	CCDS44695.1	11	89059923	89224414
CCDS_v15	NOX4	CCDS8285.1	11	89059923	89224414
CCDS_v15	CNTN5	CCDS58168.1	11	99426945	100179206
CCDS_v15	CNTN5	CCDS53697.1	11	99426945	100226951
CCDS_v15	CNTN5	CCDS53696.1	11	99426945	100226951
CCDS_v15	PDGFD	CCDS41703.1	11	103780421	104034655
CCDS_v15	PDGFD	CCDS8326.1	11	103780421	104034655
CCDS_v15	ACAT1	CCDS8339.1	11	107992333	108018117
CCDS_v15	RDX	CCDS58174.1	11	110070336	110150417
CCDS_v15	RDX	CCDS58173.1	11	110070336	110150417
CCDS_v15	RDX	CCDS58171.1	11	110070336	110118476
CCDS_v15	CADM1	CCDS53711.1	11	115047193	115375112
CCDS_v15	CADM1	CCDS8373.1	11	115047193	115375112
CCDS_v15	PHLDB1	CCDS44750.1	11	118484551	118527533
CCDS_v15	PHLDB1	CCDS8401.1	11	118484551	118527533
CCDS_v15	PVRL1	CCDS8425.1	11	119508807	119599263
CCDS_v15	PVRL1	CCDS8426.1	11	119535456	119599263
CCDS_v15	GRIK4	CCDS8433.1	11	120531027	120856969
CCDS_v15	ARHGAP32	CCDS44769.1	11	128838801	129062093
CCDS_v15	NTM	CCDS41733.1	11	131240701	132205040
CCDS_v15	NTM	CCDS44778.1	11	131781375	132184614
CCDS_v15	NTM	CCDS44777.1	11	131781375	132205040
CCDS_v15	NTM	CCDS8491.1	11	131781375	132205040
CCDS_v15	OPCML	CCDS31722.1	11	132290086	133402219
CCDS_v15	DEAF1	CCDS31327.1	11	644549	695047
CCDS_v15	TOLLIP	CCDS7723.1	11	1298268	1330728
CCDS_v15	BRSK2	CCDS58107.1	11	1411514	1481953
CCDS_v15	BRSK2	CCDS58106.1	11	1411514	1478270
CCDS_v15	BRSK2	CCDS41590.1	11	1411514	1482219
CCDS_v15	BRSK2	CCDS58108.1	11	1432634	1481953
CCDS_v15	KCNQ1	CCDS7736.1	11	2466328	2869233
CCDS_v15	NUP98	CCDS31347.1	11	3697388	3803347
CCDS_v15	NUP98	CCDS7746.1	11	3697388	3803347
CCDS_v15	NUP98	CCDS41606.1	11	3733772	3803347
CCDS_v15	NUP98	CCDS41605.1	11	3733772	3803347
CCDS_v15	STIM1	CCDS60706.1	11	3877500	4112556
CCDS_v15	STIM1	CCDS7749.1	11	3877500	4113028
CCDS_v15	TRIM6-TRIM34	CCDS31388.1	11	5618127	5664939
CCDS_v15	APBB1	CCDS66018.1	11	6416763	6432577
CCDS_v15	APBB1	CCDS66017.1	11	6416763	6426035
CCDS_v15	APBB1	CCDS66016.1	11	6416763	6425852
CCDS_v15	APBB1	CCDS66015.1	11	6416763	6424996
CCDS_v15	APBB1	CCDS58114.1	11	6416763	6426035
CCDS_v15	APBB1	CCDS31410.1	11	6416763	6432577
CCDS_v15	DNHD1	CCDS44532.1	11	6519445	6593216
CCDS_v15	NLRP14	CCDS7776.1	11	7059817	7092539
CCDS_v15	PPFIBP2	CCDS31419.1	11	7570706	7674449
CCDS_v15	LMO1	CCDS58118.1	11	8246162	8289995
CCDS_v15	LMO1	CCDS44534.1	11	8246162	8284909
CCDS_v15	SCUBE2	CCDS53599.1	11	9042591	9113075
CCDS_v15	SCUBE2	CCDS7797.2	11	9042591	9113075
CCDS_v15	DENND5A	CCDS31423.1	11	9161217	9286616
CCDS_v15	DENND5A	CCDS58119.1	11	9161321	9286616
CCDS_v15	TMEM41B	CCDS31424.1	11	9304970	9335988
CCDS_v15	SWAP70	CCDS31426.1	11	9685726	9771517
CCDS_v15	SBF2	CCDS31427.1	11	9801964	10315616
CCDS_v15	MRVI1	CCDS55746.1	11	10597878	10715149
CCDS_v15	MRVI1	CCDS55745.1	11	10597878	10715149
CCDS_v15	MRVI1	CCDS44540.1	11	10597878	10647935
CCDS_v15	MRVI1	CCDS44539.1	11	10597878	10655570
CCDS_v15	MRVI1	CCDS44538.2	11	10597878	10673769
CCDS_v15	USP47	CCDS60725.1	11	11863732	11977722
CCDS_v15	USP47	CCDS41619.1	11	11863732	11977722
CCDS_v15	MICAL2	CCDS60728.1	11	12183702	12281719
CCDS_v15	MICAL2	CCDS60727.1	11	12183702	12284067
CCDS_v15	MICAL2	CCDS60726.1	11	12183702	12284067
CCDS_v15	MICAL2	CCDS7809.1	11	12183702	12284067
CCDS_v15	MICALCL	CCDS41620.1	11	12313715	12380026
CCDS_v15	PARVA	CCDS44541.2	11	12399074	12549472
CCDS_v15	TEAD1	CCDS7810.2	11	12785779	12958769
CCDS_v15	PSMA1	CCDS31431.1	11	14526737	14632532
CCDS_v15	INSC	CCDS41621.1	11	15134015	15267586
CCDS_v15	INSC	CCDS60736.1	11	15170720	15267586
CCDS_v15	INSC	CCDS60735.1	11	15170720	15267471
CCDS_v15	INSC	CCDS41622.1	11	15170720	15267586
CCDS_v15	SOX6	CCDS53605.1	11	15994354	16424209
CCDS_v15	SOX6	CCDS53604.1	11	15994354	16362794
CCDS_v15	SOX6	CCDS7821.1	11	15994354	16362794
CCDS_v15	PLEKHA7	CCDS31434.1	11	16810633	17035948
CCDS_v15	PIK3C2A	CCDS7824.1	11	17111284	17191288
CCDS_v15	ABCC8	CCDS31437.1	11	17414537	17498323
CCDS_v15	USH1C	CCDS7825.1	11	17515878	17565854
CCDS_v15	USH1C	CCDS31438.1	11	17515910	17565854
CCDS_v15	LDHAL6A	CCDS7841.1	11	18478227	18500417
CCDS_v15	IGSF22	CCDS41625.2	11	18726014	18745783
CCDS_v15	NAV2	CCDS44552.1	11	20044652	20139804
CCDS_v15	PRMT3	CCDS44554.1	11	20409292	20529959
CCDS_v15	PRMT3	CCDS7853.1	11	20409292	20529959
CCDS_v15	ANO5	CCDS31444.1	11	22215038	22301311
CCDS_v15	GAS2	CCDS7858.1	11	22696415	22833562
CCDS_v15	LUZP2	CCDS31446.1	11	24518789	25100204
CCDS_v15	LUZP2	CCDS58128.1	11	24759773	25100204
CCDS_v15	ANO3	CCDS31447.1	11	26353822	26681991
CCDS_v15	SLC5A12	CCDS7860.2	11	26692648	26743261
CCDS_v15	BBOX1	CCDS7862.1	11	27076977	27149000
CCDS_v15	LGR4	CCDS31449.1	11	27389413	27493849
CCDS_v15	LIN7C	CCDS7864.1	11	27520195	27528299
CCDS_v15	KIF18A	CCDS7867.1	11	28042746	28119494
CCDS_v15	MPPED2	CCDS44560.1	11	30410435	30601920
CCDS_v15	MPPED2	CCDS7870.1	11	30433014	30601920
CCDS_v15	DCDC1	CCDS7872.1	11	31284609	31349827
CCDS_v15	ELP4	CCDS7875.2	11	31531331	31805072
CCDS_v15	CCDC73	CCDS41630.1	11	32624356	32781789
CCDS_v15	CSTF3	CCDS7883.1	11	33106632	33182871
CCDS_v15	KIAA1549L	CCDS44565.2	11	33564000	33689700
CCDS_v15	CAPRIN1	CCDS31454.1	11	34073967	34119328
CCDS_v15	CAPRIN1	CCDS31453.1	11	34073967	34120914
CCDS_v15	ABTB2	CCDS7890.2	11	34173933	34379130
CCDS_v15	CAT	CCDS7891.1	11	34460560	34492980
CCDS_v15	PDHX	CCDS44569.1	11	34937918	35016719
CCDS_v15	PDHX	CCDS53616.1	11	34938202	35016719
CCDS_v15	PDHX	CCDS7896.1	11	34938202	35016719
CCDS_v15	SLC1A2	CCDS31459.1	11	35282440	35440513
CCDS_v15	PAMR1	CCDS60760.1	11	35453903	35547133
CCDS_v15	PAMR1	CCDS31460.1	11	35453903	35547133
CCDS_v15	PAMR1	CCDS7898.1	11	35453903	35547133
CCDS_v15	TRIM44	CCDS31461.1	11	35684659	35827935
CCDS_v15	LDLRAD3	CCDS31462.1	11	35965648	36250947
CCDS_v15	COMMD9	CCDS44571.1	11	36296181	36310962
CCDS_v15	COMMD9	CCDS7900.1	11	36296181	36310962
CCDS_v15	PRR5L	CCDS53617.1	11	36422671	36483924
CCDS_v15	PRR5L	CCDS31463.1	11	36422671	36484286
CCDS_v15	TTC17	CCDS31466.1	11	43380504	43515454
CCDS_v15	HSD17B12	CCDS7905.1	11	43702377	43876798
CCDS_v15	ALKBH3	CCDS7906.1	11	43904202	43941560
CCDS_v15	EXT2	CCDS53618.1	11	44117802	44265837
CCDS_v15	EXT2	CCDS53619.1	11	44129262	44265837
CCDS_v15	EXT2	CCDS7908.1	11	44129262	44265837
CCDS_v15	ALX4	CCDS31468.1	11	44286403	44331612
CCDS_v15	TP53I11	CCDS7911.1	11	44956434	44959886
CCDS_v15	PRDM11	CCDS58130.1	11	45203317	45246459
CCDS_v15	CRY2	CCDS44576.1	11	45868800	45893782
CCDS_v15	CRY2	CCDS7915.2	11	45868978	45893782
CCDS_v15	PHF21A	CCDS44578.1	11	45955518	46105770
