datbase_from	type	gene_name	chr	start	end
reactome	SigTrans	OR51B6	11	5372738	5373676
reactome	SigTrans	OR51M1	11	5410607	5411664
reactome	SigTrans	OR51J1	11	5423827	5424777
reactome	SigTrans	OR51Q1	11	5443341	5444436
reactome	SigTrans	OR51I1	11	5461800	5462744
reactome	SigTrans	OR51I2	11	5474638	5475707
reactome	SigTrans	OR52D1	11	5509915	5510979
reactome	SigTrans	OR52H1	11	5565719	5566779
reactome	SigTrans	OR52B6	11	5602107	5603114
reactome	SigTrans	OR56B1	11	5757681	5758768
reactome	SigTrans	OR52N4	11	5775923	5776959
reactome	SigTrans	OR52N5	11	5798864	5799897
reactome	SigTrans	OR52N1	11	5809084	5810046
reactome	SigTrans	OR52N2	11	5841544	5842578
reactome	SigTrans	OR52E6	11	5862158	5863127
reactome	SigTrans	OR52E8	11	5877904	5878964
reactome	SigTrans	OR52E4	11	5905501	5906527
reactome	SigTrans	OR56A3	11	5968570	5969591
reactome	SigTrans	OR52L1	11	6007122	6008215
reactome	SigTrans	OR56A4	11	6023216	6024424
reactome	SigTrans	OR56A1	11	6047901	6048971
reactome	SigTrans	OR56B4	11	6128914	6130065
reactome	SigTrans	OR52B2	11	6190560	6191638
reactome	SigTrans	OR52W1	11	6220376	6221489
reactome	SigTrans	CCKBR	11	6280966	6293357
reactome	SigTrans	OR2AG2	11	6789218	6790286
reactome	SigTrans	OR2AG1	11	6806248	6807245
reactome	SigTrans	OR6A2	11	6815756	6817128
reactome	SigTrans	OR10A5	11	6866883	6867936
reactome	SigTrans	OR10A2	11	6890924	6891976
reactome	SigTrans	OR10A4	11	6897856	6898850
reactome	SigTrans	OR2D2	11	6912721	6913830
reactome	SigTrans	OR2D3	11	6942205	6943264
reactome	SigTrans	OR5P2	11	7817452	7818520
reactome	SigTrans	OR5P3	11	7846584	7847519
reactome	SigTrans	OR10A6	11	7949180	7950209
reactome	SigTrans	OR10A3	11	7960081	7961141
reactome	SigTrans	ADM	11	10326227	10328944
reactome	SigTrans	PTH	11	13513602	13517567
reactome	SigTrans	PSMA1	11	14526422	14542242
reactome	SigTrans	PDE3B	11	14665269	14892350
reactome	SigTrans	CALCA	11	14988586	14993818
reactome	SigTrans	CALCB	11	15095108	15100178
reactome	DevBio	MYOD1	11	17741115	17743678
reactome	SigTrans	SAA1	11	18287721	18291521
reactome	SigTrans	FSHB	11	30252563	30256586
reactome	DevBio	PAX6	11	31810458	31839509
reactome	SigTrans	DEPDC7	11	33037410	33055128
reactome	SigTrans	TRAF6	11	36508577	36531822
reactome	SigTrans	DGKZ	11	46354455	46402104
reactome	SigTrans	MDK	11	46402306	46405349
reactome	SigTrans	CHRM4	11	46406640	46408107
reactome	SigTrans	ARHGAP1	11	46698630	46722149
reactome	SigTrans	F2	11	46740730	46761056
reactome	SigTrans	PSMC3	11	47440320	47447988
reactome	SigTrans	OR4B1	11	48238344	48239314
reactome	SigTrans	OR4X2	11	48266608	48267622
reactome	SigTrans	OR4X1	11	48285413	48286330
reactome	SigTrans	OR4S1	11	48327775	48328704
reactome	SigTrans	OR4C3	11	48346472	48347507
reactome	SigTrans	OR4C5	11	48387037	48388017
reactome	SigTrans	OR4A47	11	48510269	48511332
reactome	SigTrans	OR4C13	11	49973943	49974971
reactome	SigTrans	OR4C12	11	50003009	50004071
reactome	SigTrans	OR4A5	11	51411378	51412448
reactome	SigTrans	OR4C46	11	51515282	51516211
reactome	SigTrans	OR4A16	11	55110627	55111707
reactome	SigTrans	OR4A15	11	55135360	55136394
reactome	SigTrans	OR4C15	11	55321783	55322895
reactome	SigTrans	OR4C16	11	55339604	55340536
reactome	SigTrans	OR4C11	11	55370830	55371874
reactome	SigTrans	OR4P4	11	55405834	55406772
reactome	SigTrans	OR4S2	11	55418380	55419315
reactome	SigTrans	OR4C6	11	55432614	55433671
reactome	SigTrans	OR5D13	11	55540914	55541858
reactome	SigTrans	OR5D14	11	55563032	55563976
reactome	SigTrans	OR5L1	11	55578854	55579952
reactome	SigTrans	OR5D18	11	55587086	55588073
reactome	SigTrans	OR5L2	11	55594695	55595630
reactome	SigTrans	OR5D16	11	55606228	55607214
reactome	SigTrans	OR5W2	11	55681126	55682058
reactome	SigTrans	OR5I1	11	55702932	55703876
reactome	SigTrans	OR10AG1	11	55734975	55735990
reactome	SigTrans	OR5F1	11	55761157	55762101
reactome	SigTrans	OR5AS1	11	55797895	55798869
reactome	SigTrans	OR8I2	11	55860753	55861762
reactome	SigTrans	OR8H2	11	55872519	55873457
reactome	SigTrans	OR8H3	11	55889849	55890787
reactome	SigTrans	OR8J3	11	55904247	55905194
reactome	SigTrans	OR8K5	11	55926870	55927793
reactome	SigTrans	OR5J2	11	55944094	55945032
reactome	SigTrans	OR5T2	11	55999490	56000737
reactome	SigTrans	OR5T3	11	56019676	56020698
reactome	SigTrans	OR5T1	11	56043029	56044146
reactome	SigTrans	OR8H1	11	56057529	56058566
reactome	SigTrans	OR8K3	11	56085783	56086721
reactome	SigTrans	OR8K1	11	56113421	56114507
reactome	SigTrans	OR8J1	11	56127691	56128764
reactome	SigTrans	OR8U1	11	56143100	56144029
reactome	SigTrans	OR5R1	11	56184734	56185708
reactome	SigTrans	OR5M9	11	56229945	56230877
reactome	SigTrans	OR5M3	11	56236964	56238014
reactome	SigTrans	OR5M8	11	56257825	56258871
reactome	SigTrans	OR5M11	11	56309746	56310757
reactome	SigTrans	OR5M10	11	56344212	56345263
reactome	SigTrans	OR5M1	11	56380031	56380978
reactome	SigTrans	OR5AP2	11	56408965	56409915
reactome	SigTrans	OR5AR1	11	56431138	56432163
reactome	SigTrans	OR9G1	11	56467864	56468781
reactome	SigTrans	OR9G4	11	56510303	56511287
reactome	SigTrans	OR5AK2	11	56756347	56757342
reactome	SigTrans	APLNR	11	57001051	57004709
reactome	DevBio	MED19	11	57471186	57479673
reactome	SigTrans	OR9Q1	11	57791353	57949088
reactome	SigTrans	OR6Q1	11	57798402	57799403
reactome	SigTrans	OR9I1	11	57885972	57886916
reactome	SigTrans	OR9Q2	11	57957906	57958990
reactome	SigTrans	OR1S2	11	57970674	57971653
reactome	SigTrans	OR1S1	11	57982217	57983195
reactome	SigTrans	OR10Q1	11	57995354	57996390
reactome	SigTrans	OR10W1	11	58034264	58035732
reactome	SigTrans	OR5B17	11	58125597	58126542
reactome	SigTrans	OR5B3	11	58169937	58170882
reactome	SigTrans	OR5B2	11	58189738	58190786
reactome	SigTrans	OR5B12	11	58206593	58207646
reactome	SigTrans	OR5B21	11	58274648	58275578
reactome	SigTrans	DTX4	11	58938903	58972382
reactome	SigTrans	OR5AN1	11	59131885	59132921
reactome	SigTrans	OR5A2	11	59189416	59190449
reactome	SigTrans	OR5A1	11	59210617	59211667
reactome	SigTrans	OR4D6	11	59224411	59225464
reactome	SigTrans	OR4D10	11	59244846	59245869
reactome	SigTrans	OR4D11	11	59271049	59271984
reactome	SigTrans	OR4D9	11	59282386	59283330
reactome	SigTrans	OR10V1	11	59480296	59481337
reactome	SigTrans	PTGDR2	11	60618413	60623444
reactome	SigTrans	DAGLA	11	61447905	61514473
reactome	SigTrans	GANAB	11	62392298	62414074
reactome	SigTrans	GNG3	11	62475130	62476673
reactome	SigTrans	CHRM1	11	62676151	62689153
reactome	SigTrans	VEGFB	11	64002010	64006259
reactome	SigTrans	PLCB3	11	64018995	64035393
reactome	SigTrans	BAD	11	64037302	64052111
reactome	DevBio	RPS6KA4	11	64126643	64139687
reactome	SigTrans	RASGRP2	11	64494383	64511650
reactome	SigTrans	MEN1	11	64570988	64578030
reactome	SigTrans	PPP2R5B	11	64692143	64701945
reactome	Both	RELA	11	65421067	65430565
reactome	DevBio	CFL1	11	65622146	65626886
reactome	Both	DRAP1	11	65686728	65689032
reactome	DevBio	SPTBN2	11	66452719	66496430
reactome	SigTrans	RHOD	11	66824289	66839484
reactome	SigTrans	ADRBK1	11	67033881	67054027
reactome	SigTrans	PPP1CA	11	67165654	67169264
reactome	SigTrans	RPS6KB2	11	67195972	67202872
reactome	SigTrans	TCIRG1	11	67806483	67818362
reactome	SigTrans	GAL	11	68451943	68458643
reactome	SigTrans	CCND1	11	69455855	69469242
reactome	SigTrans	FGF19	11	69513000	69519410
reactome	SigTrans	FGF4	11	69587797	69590171
reactome	SigTrans	FGF3	11	69624992	69633792
reactome	SigTrans	PDE2A	11	72287185	72385497
reactome	SigTrans	ARAP1	11	72396114	72504644
reactome	SigTrans	P2RY2	11	72929343	72946977
reactome	SigTrans	P2RY6	11	72975550	73008835
reactome	SigTrans	ARHGEF17	11	73019334	73080136
reactome	SigTrans	RAB6A	11	73386683	73472182
reactome	SigTrans	OR2AT4	11	74799758	74800799
reactome	SigTrans	ARRB1	11	74975226	75062749
reactome	SigTrans	WNT11	11	75897369	75917576
reactome	SigTrans	MYO7A	11	76839310	76926283
reactome	DevBio	PAK1	11	77032752	77185107
reactome	SigTrans	ALG8	11	77811988	77850706
reactome	SigTrans	GAB2	11	77926343	78052926
reactome	SigTrans	FZD4	11	86656721	86666433
reactome	SigTrans	GRM5	11	88240978	88781190
reactome	SigTrans	MTNR1B	11	92702886	92715948
reactome	DevBio	MED17	11	93517393	93547861
reactome	SigTrans	AMOTL1	11	94501508	94609913
reactome	SigTrans	MAML2	11	95709762	96076344
reactome	SigTrans	PGR	11	100900355	101001255
reactome	Both	TRPC6	11	101322295	101454659
reactome	SigTrans	YAP1	11	101981192	102104154
reactome	SigTrans	MMP3	11	102706532	102714534
reactome	SigTrans	PDGFD	11	103777914	104034835
reactome	SigTrans	CUL5	11	107879459	107978503
reactome	DevBio	RDX	11	110045605	110167437
reactome	SigTrans	ARHGAP20	11	110447766	110583451
reactome	SigTrans	PPP2R1B	11	111597632	111637106
reactome	SigTrans	ALG9	11	111657008	111741588
reactome	DevBio	NCAM1	11	113073079	113149133
reactome	SigTrans	DRD2	11	113280337	113345842
reactome	SigTrans	APOA4	11	116691419	116694022
reactome	SigTrans	APOC3	11	116700608	116703788
reactome	SigTrans	APOA1	11	116706467	116708302
reactome	DevBio	SCN2B	11	118032666	118047388
reactome	SigTrans	CXCR5	11	118754475	118768508
reactome	SigTrans	DPAGT1	11	118967213	118979041
reactome	SigTrans	CBL	11	119076752	119178859
reactome	Both	ARHGEF12	11	120207787	120360645
reactome	DevBio	HSPA8	11	122928197	122932497
reactome	DevBio	SCN3B	11	123499897	123525312
reactome	SigTrans	OR6X1	11	123624196	123625253
reactome	SigTrans	OR6M1	11	123676043	123677095
reactome	SigTrans	OR8D4	11	123777109	123778183
reactome	SigTrans	OR4D5	11	123810250	123811344
reactome	SigTrans	OR6T1	11	123813492	123814580
reactome	SigTrans	OR10S1	11	123847368	123848488
reactome	SigTrans	OR10G4	11	123886282	123887217
reactome	SigTrans	OR10G9	11	123893720	123894655
reactome	SigTrans	OR10G8	11	123900297	123901341
reactome	SigTrans	OR10G7	11	123908773	123909717
reactome	SigTrans	OR10D3	11	124055923	124056952
reactome	SigTrans	OR8D1	11	124179708	124180733
reactome	SigTrans	OR8D2	11	124189134	124190184
reactome	SigTrans	OR8B2	11	124252291	124253258
reactome	SigTrans	OR8B3	11	124266278	124267264
reactome	SigTrans	OR8B4	11	124293807	124294789
reactome	SigTrans	OR8B8	11	124310022	124311054
reactome	SigTrans	OR8B12	11	124412578	124413575
reactome	SigTrans	OR8A1	11	124439893	124441037
reactome	DevBio	ROBO3	11	124735282	124751362
reactome	SigTrans	STT3A	11	125462690	125492986
reactome	SigTrans	CHEK1	11	125495869	125546150
reactome	DevBio	CDON	11	125825691	125933187
reactome	SigTrans	ST3GAL4	11	126225555	126284499
reactome	SigTrans	ARHGAP32	11	128834955	129062093
reactome	SigTrans	WNT5B	12	1683823	1755533
reactome	DevBio	CACNA1C	12	2162464	2802108
reactome	SigTrans	FGF23	12	4477393	4488894
reactome	SigTrans	FGF6	12	4543309	4554780
reactome	SigTrans	VWF	12	6058040	6233841
reactome	SigTrans	LPAR5	12	6728001	6745613
reactome	SigTrans	GNB3	12	6949375	6956557
reactome	SigTrans	PTPN6	12	7055740	7070479
reactome	SigTrans	C3AR1	12	8210898	8219067
reactome	SigTrans	A2M	12	9220308	9268753
reactome	SigTrans	TAS2R7	12	10954131	10955226
reactome	SigTrans	TAS2R8	12	10958650	10959892
reactome	SigTrans	TAS2R9	12	10961693	10962767
reactome	SigTrans	TAS2R10	12	10977916	10978957
reactome	SigTrans	TAS2R13	12	11060525	11062161
reactome	SigTrans	TAS2R14	12	11090005	11091862
reactome	SigTrans	TAS2R50	12	11138512	11139511
reactome	SigTrans	TAS2R20	12	11149094	11150474
reactome	SigTrans	TAS2R19	12	11174218	11175219
reactome	SigTrans	TAS2R31	12	11182986	11184006
reactome	SigTrans	TAS2R46	12	11213964	11214893
reactome	SigTrans	TAS2R43	12	11243886	11244912
reactome	SigTrans	TAS2R42	12	11338599	11339543
reactome	SigTrans	CDKN1B	12	12870058	12875305
reactome	SigTrans	HEBP1	12	13127798	13153207
reactome	SigTrans	ARHGDIB	12	15094951	15114603
reactome	SigTrans	STRAP	12	16035329	16056412
reactome	SigTrans	PDE3A	12	20522179	20837315
reactome	Both	IAPP	12	21507893	21531429
reactome	Both	KRAS	12	25357723	25403865
reactome	SigTrans	ITPR2	12	26490342	26986131
reactome	DevBio	MED21	12	27175483	27182682
reactome	SigTrans	PTHLH	12	28111203	28122494
reactome	SigTrans	FGD4	12	32655094	32798984
reactome	SigTrans	ALG10	12	34175216	34180502
reactome	SigTrans	ALG10B	12	38710380	38716388
reactome	Both	CNTN1	12	41086244	41366237
reactome	SigTrans	RAPGEF3	12	48130841	48152428
reactome	SigTrans	HDAC7	12	48176505	48213568
reactome	Both	COL2A1	12	48366748	48398269
reactome	SigTrans	OR10AD1	12	48596081	48597170
reactome	SigTrans	OR8S1	12	48919415	48921886
reactome	SigTrans	CCNT1	12	49082247	49110681
reactome	SigTrans	ADCY6	12	49159981	49182820
reactome	DevBio	CACNB3	12	49208234	49221983
reactome	DevBio	RND1	12	49250928	49259681
reactome	Both	WNT10B	12	49359123	49365546
reactome	Both	WNT1	12	49372398	49375459
reactome	SigTrans	PRKAG1	12	49396061	49412562
reactome	SigTrans	DHH	12	49483204	49488602
reactome	DevBio	TUBA1B	12	49521565	49525178
reactome	DevBio	TUBA1A	12	49578579	49583107
reactome	DevBio	TUBA1C	12	49658690	49667109
reactome	SigTrans	RACGAP1	12	50382945	50419221
reactome	SigTrans	ATF1	12	51158075	51214905
reactome	DevBio	SCN8A	12	51985020	52203558
reactome	Both	ACVR1B	12	52345451	52390862
reactome	SigTrans	NR4A1	12	52435589	52452833
reactome	SigTrans	EIF4B	12	53399942	53435993
reactome	SigTrans	SP1	12	53773978	53805414
reactome	SigTrans	NPFF	12	53900474	53901422
reactome	DevBio	ITGA5	12	54789045	54813244
reactome	SigTrans	PDE1B	12	54943134	54973023
reactome	SigTrans	OR9K2	12	55523465	55524586
reactome	SigTrans	OR10A7	12	55614809	55615759
reactome	SigTrans	OR6C74	12	55640982	55642086
reactome	SigTrans	OR6C6	12	55688072	55689016
reactome	SigTrans	OR6C1	12	55714346	55715408
reactome	SigTrans	OR6C3	12	55725485	55726420
reactome	SigTrans	OR6C75	12	55758895	55759833
reactome	SigTrans	OR6C65	12	55794214	55795289
reactome	SigTrans	OR6C76	12	55820038	55820976
reactome	SigTrans	OR6C2	12	55845998	55846936
reactome	SigTrans	OR6C70	12	55862984	55863922
reactome	SigTrans	OR6C68	12	55886162	55887100
reactome	SigTrans	OR6C4	12	55944983	55946028
reactome	SigTrans	OR2AP1	12	55968199	55969128
reactome	SigTrans	OR10P1	12	56030644	56031638
reactome	SigTrans	RDH5	12	56114182	56118489
reactome	SigTrans	DGKA	12	56324756	56347799
reactome	SigTrans	ERBB3	12	56473645	56497289
reactome	DevBio	MYL6	12	56551945	56555358
reactome	SigTrans	RNF41	12	56598285	56615705
reactome	SigTrans	HSD17B6	12	57145945	57181520
reactome	SigTrans	SDR9C7	12	57316938	57328189
reactome	SigTrans	RDH16	12	57345219	57352103
reactome	SigTrans	TAC3	12	57403784	57410322
reactome	SigTrans	STAT6	12	57489191	57505216
reactome	SigTrans	LRP1	12	57522282	57607134
reactome	SigTrans	ARHGAP9	12	57866038	57873633
reactome	SigTrans	ARHGEF25	12	58003963	58011026
reactome	DevBio	AGAP2	12	58118994	58135940
reactome	DevBio	CDK4	12	58141510	58146304
reactome	SigTrans	USP15	12	62654119	62799899
reactome	SigTrans	AVPR1A	12	63540977	63544722
reactome	Both	SRGAP1	12	64238073	64541613
reactome	SigTrans	RAP1B	12	69004619	69054372
reactome	SigTrans	MDM2	12	69201956	69239214
reactome	SigTrans	FRS2	12	69864155	69968744
reactome	DevBio	MYF6	12	81101277	81103253
reactome	DevBio	MYF5	12	81110691	81113452
reactome	SigTrans	NTS	12	86268075	86276770
reactome	SigTrans	MGAT4C	12	86372524	87232662
reactome	SigTrans	KITLG	12	88890359	88974238
reactome	SigTrans	DUSP6	12	89741009	89747048
reactome	DevBio	PLXNC1	12	94542499	94701451
reactome	SigTrans	METAP2	12	95867727	95909615
reactome	DevBio	NTN4	12	96051583	96184536
reactome	SigTrans	PMCH	12	102590237	102591623
reactome	SigTrans	IGF1	12	102789652	102874423
reactome	SigTrans	PRDM4	12	108126643	108154937
reactome	SigTrans	ATP2A2	12	110718921	110788895
reactome	SigTrans	VPS29	12	110928902	110939922
reactome	SigTrans	PPP1CC	12	111157485	111180703
reactome	SigTrans	SH2B3	12	111843752	111889427
reactome	Both	PTPN11	12	112856713	112924727
reactome	SigTrans	DTX1	12	113495495	113535833
reactome	DevBio	MED13L	12	116396381	116715143
reactome	SigTrans	PRKAB1	12	120105558	120119435
reactome	SigTrans	PXN	12	120648250	120687964
reactome	SigTrans	MLEC	12	121124672	121139667
reactome	DevBio	HNF1A	12	121416346	121440315
reactome	SigTrans	RHOF	12	122215664	122232168
reactome	SigTrans	PSMD9	12	122326637	122356203
reactome	SigTrans	HCAR2	12	123185840	123187890
reactome	SigTrans	HCAR3	12	123199303	123201439
reactome	SigTrans	HCAR1	12	123212752	123215390
reactome	SigTrans	TMED2	12	124069078	124083116
reactome	SigTrans	ATP6V0A2	12	124196865	124246302
reactome	Both	NCOR2	12	124808962	125020149
reactome	SigTrans	UBC	12	125396150	125399894
reactome	SigTrans	FZD10	12	130647004	130650284
reactome	DevBio	TUBA3C	13	19747910	19755992
reactome	SigTrans	LATS2	13	21547171	21635686
reactome	SigTrans	FGF9	13	22245522	22278637
reactome	Both	CDK8	13	26828276	26979375
reactome	DevBio	PDX1	13	28494157	28500368
reactome	SigTrans	FLT1	13	28874489	29069232
reactome	SigTrans	RXFP2	13	32313679	32377009
reactome	SigTrans	KL	13	33590571	33640282
reactome	SigTrans	STARD13	13	33677272	33859892
reactome	SigTrans	SMAD9	13	37418968	37453966
reactome	SigTrans	ALG5	13	37523967	37573504
reactome	DevBio	TRPC4	13	38210773	38444562
reactome	Both	FOXO1	13	41129804	41240734
reactome	SigTrans	DGKH	13	42622889	42803886
reactome	SigTrans	HTR2A	13	47405685	47470173
reactome	DevBio	MED4	13	48650092	48669240
reactome	SigTrans	LPAR6	13	48985181	49018840
reactome	SigTrans	CYSLTR2	13	49280951	49283498
reactome	SigTrans	MLNR	13	49794474	49796513
reactome	SigTrans	CAB39L	13	49882786	49975735
reactome	SigTrans	ALG11	13	52586550	52603800
reactome	DevBio	KLF5	13	73632930	73651676
reactome	SigTrans	EDNRB	13	78469616	78493903
reactome	SigTrans	SPRY2	13	80910111	80913794
reactome	SigTrans	GPC5	13	92050929	93519490
reactome	SigTrans	GPC6	13	93879095	95059655
reactome	SigTrans	UGGT2	13	96453834	96705637
reactome	SigTrans	OXGR1	13	97637973	97646604
reactome	SigTrans	GPR18	13	99906986	99913998
reactome	SigTrans	IRS2	13	110406184	110438915
reactome	Both	COL4A1	13	110801318	110959496
reactome	Both	COL4A2	13	110959614	111165374
reactome	SigTrans	ARHGEF7	13	111766966	111945783
reactome	SigTrans	MCF2L	13	113548692	113751175
reactome	SigTrans	TFDP1	13	114239056	114295785
reactome	SigTrans	GRK1	13	114321470	114440708
reactome	SigTrans	OR4Q3	14	20215587	20216528
reactome	SigTrans	OR4M1	14	20248401	20249516
reactome	SigTrans	OR4N2	14	20295608	20296531
reactome	SigTrans	OR4K2	14	20344391	20345468
reactome	SigTrans	OR4K5	14	20388741	20389818
reactome	SigTrans	OR4K1	14	20403767	20404842
reactome	SigTrans	OR4K15	14	20443603	20444818
reactome	SigTrans	OR4K14	14	20482419	20483352
reactome	SigTrans	OR4K13	14	20502003	20502919
reactome	SigTrans	OR4L1	14	20528204	20529142
reactome	SigTrans	OR4K17	14	20585566	20586597
reactome	SigTrans	OR4N5	14	20611895	20612821
reactome	SigTrans	OR11G2	14	20665495	20666605
reactome	SigTrans	OR11H6	14	20691791	20692964
reactome	SigTrans	OR11H4	14	20710898	20711979
reactome	SigTrans	OR6S1	14	21108855	21109850
reactome	SigTrans	OR5AU1	14	21623026	21624222
reactome	SigTrans	OR10G3	14	22037934	22038875
reactome	SigTrans	OR10G2	14	22101992	22103096
reactome	SigTrans	OR4E2	14	22133297	22134238
reactome	SigTrans	DAD1	14	23033805	23058175
reactome	SigTrans	OR6J1	14	23102673	23103716
reactome	SigTrans	LRP10	14	23340822	23350789
reactome	SigTrans	PSMB5	14	23495060	23504354
reactome	SigTrans	PSMB11	14	23511376	23513269
reactome	SigTrans	PSME1	14	24605367	24608176
reactome	SigTrans	PSME2	14	24612574	24616430
reactome	SigTrans	NEDD8	14	24686058	24701660
reactome	SigTrans	LTB4R2	14	24778161	24781252
reactome	SigTrans	LTB4R	14	24780705	24786152
reactome	SigTrans	ADCY4	14	24787555	24804277
reactome	SigTrans	CMA1	14	24974559	24977471
reactome	SigTrans	GZMB	14	25100160	25103473
reactome	SigTrans	ARHGAP5	14	32546173	32624217
reactome	SigTrans	PSMA6	14	35761563	35786680
reactome	SigTrans	NFKBIA	14	35870717	35873952
reactome	SigTrans	SSTR1	14	38677204	38682272
reactome	SigTrans	SEC23A	14	39501124	39572732
reactome	SigTrans	MGAT2	14	50087489	50090198
reactome	Both	SOS2	14	50583847	50698276
reactome	SigTrans	SAV1	14	51100354	51135049
reactome	SigTrans	GNG2	14	52327132	52436512
reactome	SigTrans	PTGDR	14	52734431	52743442
reactome	SigTrans	PTGER2	14	52781113	52795324
reactome	SigTrans	PSMC6	14	53173890	53195305
reactome	SigTrans	GNPNAT1	14	53241912	53258319
reactome	SigTrans	PSMA3	14	58711549	58738725
reactome	SigTrans	PPM1A	14	60712470	60759449
reactome	SigTrans	PRKCH	14	61788435	62017694
reactome	SigTrans	HIF1A	14	62162258	62214976
reactome	SigTrans	RHOJ	14	63671126	63759937
reactome	SigTrans	PPP2R5E	14	63838075	64010092
reactome	DevBio	SPTB	14	65215673	65346601
reactome	SigTrans	FNTB	14	65453438	65529316
reactome	SigTrans	FUT8	14	65877310	66210839
reactome	SigTrans	ATP6V1D	14	67761088	67826508
reactome	SigTrans	RDH11	14	68143518	68162531
reactome	SigTrans	RDH12	14	68168603	68201169
reactome	DevBio	MED6	14	71050306	71067384
reactome	SigTrans	RGS6	14	72399156	73029184
reactome	Both	NUMB	14	73741815	73925323
reactome	SigTrans	PGF	14	75408537	75422487
reactome	SigTrans	SNW1	14	78183942	78227533
reactome	SigTrans	TSHR	14	81421775	81575294
reactome	SigTrans	SEL1L	14	81937893	82000205
reactome	SigTrans	GPR65	14	88471468	88478419
reactome	SigTrans	PSMC1	14	90722839	90738966
reactome	SigTrans	CALM1	14	90863327	90874605
reactome	Both	RPS6KA5	14	91336799	91526952
reactome	SigTrans	GPR68	14	91698876	91720269
reactome	SigTrans	BDKRB2	14	96671016	96710503
reactome	SigTrans	BDKRB1	14	96722161	96731100
reactome	DevBio	EVL	14	100437786	100610573
reactome	SigTrans	DLK1	14	101193164	101201539
reactome	SigTrans	PPP2R5C	14	102228222	102394022
reactome	Both	HSP90AA1	14	102547075	102553528
reactome	Both	AKT1	14	105235686	105260461
reactome	SigTrans	GPR132	14	105515728	105531767
reactome	SigTrans	JAG2	14	105607318	105635161
reactome	SigTrans	OR4M2	15	22368478	22369561
reactome	SigTrans	OR4N4	15	22382382	22383507
reactome	SigTrans	TJP1	15	29991571	30114706
reactome	SigTrans	ARHGAP11B	15	30918403	30977810
reactome	SigTrans	ARHGAP11A	15	32907691	32932150
reactome	SigTrans	CHRM5	15	34261089	34357291
reactome	SigTrans	RASGRP1	15	38780304	38857007
reactome	SigTrans	THBS1	15	39873294	39891667
reactome	DevBio	PAK6	15	40531621	40569686
reactome	SigTrans	PLCB2	15	40580108	40600123
reactome	SigTrans	RHOV	15	41164412	41166487
reactome	SigTrans	DLL4	15	41221591	41231237
reactome	DevBio	SPTBN5	15	42140345	42186275
reactome	SigTrans	PDIA3	15	44038590	44065477
reactome	DevBio	SEMA6D	15	47476298	48066418
reactome	SigTrans	FGF7	15	49715293	49780972
reactome	SigTrans	USP8	15	50716579	50791973
reactome	SigTrans	GNB5	15	52413117	52483566
reactome	DevBio	ONECUT1	15	53049638	53082209
reactome	SigTrans	NEDD4	15	56119120	56209329
reactome	DevBio	TCF12	15	57210821	57580712
reactome	SigTrans	ADAM10	15	58887403	59042177
reactome	SigTrans	RNF111	15	59279854	59389618
reactome	DevBio	BNIP2	15	59955956	59981125
reactome	SigTrans	APH1B	15	63569753	63601325
reactome	SigTrans	SLC24A1	15	65914270	65948598
reactome	Both	MAP2K1	15	66679155	66784650
reactome	SigTrans	SMAD6	15	66994566	67074338
reactome	Both	SMAD3	15	67358183	67487533
reactome	SigTrans	MAP2K5	15	67835047	68099461
reactome	SigTrans	TLE3	15	70340129	70390515
reactome	SigTrans	MYO9A	15	72114632	72410422
reactome	DevBio	NEO1	15	73344051	73597546
reactome	SigTrans	STRA6	15	74471807	74495220
reactome	DevBio	SEMA7A	15	74701630	74726808
reactome	SigTrans	CSK	15	75074398	75095539
reactome	SigTrans	MPI	15	75182348	75191798
reactome	SigTrans	NRG4	15	76228605	76349358
reactome	SigTrans	LINGO1	15	77905369	77924832
reactome	SigTrans	PSMA4	15	78832755	78841604
reactome	SigTrans	NMB	15	85198360	85201779
reactome	SigTrans	PDE8A	15	85523671	85682376
reactome	SigTrans	AKAP13	15	85923871	86080228
reactome	SigTrans	RLBP1	15	89753100	89764982
reactome	DevBio	PLIN1	15	90207596	90222633
reactome	Both	FURIN	15	91411822	91426688
reactome	SigTrans	FES	15	91427642	91439006
reactome	DevBio	FES	15	91427642	91439006
reactome	SigTrans	MAN2A2	15	91446156	91464421
reactome	Both	ST8SIA2	15	92937058	93011958
reactome	DevBio	RGMA	15	93586637	93632433
reactome	DevBio	NR2F2	15	96869167	96881847
reactome	SigTrans	IGF1R	15	99192200	99507759
reactome	Both	MEF2A	15	100105905	100256671
reactome	Both	PCSK6	15	101844134	102029873
reactome	SigTrans	OR4F6	15	102345902	102346876
reactome	SigTrans	OR4F15	15	102358366	102359350
reactome	SigTrans	OR4F4	15	102462245	102463298
reactome	SigTrans	RGS11	16	318300	325929
reactome	SigTrans	ARHGDIG	16	330606	333003
reactome	SigTrans	AXIN1	16	337440	402659
reactome	SigTrans	RHOT2	16	718086	724174
reactome	SigTrans	STUB1	16	730224	732746
reactome	SigTrans	GNG13	16	848041	850733
reactome	SigTrans	SSTR5	16	1122756	1131454
reactome	DevBio	CACNA1H	16	1203241	1271768
reactome	SigTrans	NPW	16	2069521	2070755
reactome	SigTrans	TSC2	16	2097466	2138713
reactome	SigTrans	MLST8	16	2255178	2259397
reactome	DevBio	NTN3	16	2521500	2524146
reactome	SigTrans	ATP6V0C	16	2563871	2570219
reactome	SigTrans	PDPK1	16	2587965	2653189
