database_from	name	id	chr	start	end
CCDS	MS4A13	CCDS41653.1	11	60285556	60310048
CCDS	MS4A13	CCDS31571.1	11	60285556	60310048
CCDS	DDB1	CCDS31576.1	11	61067607	61100440
CCDS	SDHAF2	CCDS8007.1	11	61197618	61213543
CCDS	SYT7	CCDS58139.1	11	61286098	61348292
CCDS	SYT7	CCDS31577.1	11	61286098	61348292
CCDS	FADS2	CCDS60807.1	11	61583757	61633161
CCDS	FADS2	CCDS60808.1	11	61584054	61633161
CCDS	FADS2	CCDS8012.1	11	61595862	61633161
CCDS	ASRGL1	CCDS8019.1	11	62105449	62159756
CCDS	AHNAK	CCDS44625.1	11	62201355	62303570
CCDS	ZBTB3	CCDS8034.1	11	62519561	62521534
CCDS	SLC3A2	CCDS31589.1	11	62623741	62656165
CCDS	SLC3A2	CCDS31588.1	11	62623741	62656165
CCDS	SLC3A2	CCDS8039.2	11	62623741	62656165
CCDS	SLC3A2	CCDS31590.1	11	62648495	62656165
CCDS	SLC22A9	CCDS8043.1	11	63137528	63177334
CCDS	RARRES3	CCDS41662.1	11	63304340	63313728
CCDS	MACROD1	CCDS8056.1	11	63766339	63933466
CCDS	TM7SF2	CCDS60846.1	11	64879487	64883525
CCDS	TM7SF2	CCDS41669.1	11	64879487	64883525
CCDS	FOSL1	CCDS8121.1	11	65660356	65667810
CCDS	PACS1	CCDS8129.1	11	65837957	66010751
CCDS	NPAS4	CCDS8138.1	11	66188650	66193460
CCDS	SPTBN2	CCDS8150.1	11	66453341	66488711
CCDS	C11orf80	CCDS53664.1	11	66512213	66610705
CCDS	KDM2A	CCDS44657.1	11	66888787	67022526
CCDS	CPT1A	CCDS31624.1	11	68522283	68582942
CCDS	CPT1A	CCDS8185.1	11	68525111	68582942
CCDS	IGHMBP2	CCDS8187.1	11	68671420	68707199
CCDS	ANO1	CCDS44663.1	11	69924712	70034110
CCDS	PPFIA1	CCDS31628.1	11	70118278	70224309
CCDS	PPFIA1	CCDS31627.1	11	70118278	70228252
CCDS	NADSYN1	CCDS8201.1	11	71164342	71212398
CCDS	RNF121	CCDS8203.1	11	71640107	71707361
CCDS	CLPB	CCDS58154.1	11	72004410	72145518
CCDS	CLPB	CCDS58153.1	11	72004410	72145518
CCDS	CLPB	CCDS58152.1	11	72004410	72145276
CCDS	CLPB	CCDS8215.1	11	72004410	72145518
CCDS	STARD10	CCDS41688.1	11	72465941	72492226
CCDS	FCHSD2	CCDS8218.2	11	72549835	72852922
CCDS	FAM168A	CCDS41689.1	11	73118575	73179519
CCDS	MRPL48	CCDS44676.1	11	73499016	73575415
CCDS	DNAJB13	CCDS8227.1	11	73662114	73681159
CCDS	C2CD3	CCDS31636.1	11	73745642	73881837
CCDS	PPME1	CCDS60891.1	11	73882466	73964555
CCDS	PPME1	CCDS44678.1	11	73882466	73964555
CCDS	PGM2L1	CCDS8231.1	11	74047696	74109206
CCDS	POLD3	CCDS8233.1	11	74303703	74351811
CCDS	XRRA1	CCDS58159.1	11	74554244	74618251
CCDS	XRRA1	CCDS44680.1	11	74554244	74651923
CCDS	XRRA1	CCDS58160.1	11	74554459	74651923
CCDS	NEU3	CCDS44682.1	11	74700105	74717537
CCDS	MAP6	CCDS31641.1	11	75298103	75379414
CCDS	MAP6	CCDS44686.1	11	75316848	75379414
CCDS	UVRAG	CCDS8241.1	11	75526452	75852457
CCDS	ACER3	CCDS8247.1	11	76572020	76731371
CCDS	CAPN5	CCDS8248.1	11	76795932	76834916
CCDS	GDPD4	CCDS8249.1	11	76928321	76996182
CCDS	PAK1	CCDS8250.1	11	77034318	77103565
CCDS	PAK1	CCDS44687.1	11	77034343	77103565
CCDS	CLNS1A	CCDS8252.1	11	77330672	77348759
CCDS	RSF1	CCDS8253.1	11	77377961	77531760
CCDS	GAB2	CCDS8260.1	11	77930317	77991908
CCDS	GAB2	CCDS8259.1	11	77930317	78128766
CCDS	NARS2	CCDS8261.1	11	78147715	78285533
CCDS	FAM181B	CCDS31648.1	11	82443490	82444771
CCDS	PRCP	CCDS41695.1	11	82535947	82611444
CCDS	PRCP	CCDS8262.1	11	82535947	82611444
CCDS	RAB30	CCDS8264.1	11	82693206	82708358
CCDS	DLG2	CCDS44692.1	11	83170860	83344324
CCDS	SYTL2	CCDS53689.1	11	85406237	85468768
CCDS	SYTL2	CCDS53688.1	11	85406237	85468768
CCDS	SYTL2	CCDS31649.1	11	85406237	85468768
CCDS	CCDC83	CCDS8271.1	11	85576166	85630553
CCDS	PICALM	CCDS55784.1	11	85670088	85779822
CCDS	PICALM	CCDS55783.1	11	85670088	85742630
CCDS	PICALM	CCDS31653.1	11	85670088	85779822
CCDS	PICALM	CCDS8272.1	11	85670088	85779822
CCDS	CCDC81	CCDS53691.1	11	86086205	86133757
CCDS	CCDC81	CCDS8276.1	11	86086205	86133757
CCDS	ME3	CCDS8277.1	11	86152320	86382986
CCDS	GRM5	CCDS44694.1	11	88241759	88781040
CCDS	GRM5	CCDS8283.1	11	88241759	88781040
CCDS	TYR	CCDS8284.1	11	88911121	89028534
CCDS	NAALAD2	CCDS8288.1	11	89867926	89924915
CCDS	SLC36A4	CCDS8291.1	11	92881702	92930998
CCDS	KIAA1731	CCDS44708.1	11	93399873	93463435
CCDS	AMOTL1	CCDS44712.1	11	94501677	94603960
CCDS	CEP57	CCDS58166.1	11	95523862	95564420
CCDS	CEP57	CCDS8304.1	11	95523862	95564420
CCDS	CEP57	CCDS58167.1	11	95528705	95564420
CCDS	MAML2	CCDS44714.1	11	95712111	96075059
CCDS	PGR	CCDS59229.1	11	100909846	100996744
CCDS	PGR	CCDS8310.1	11	100909846	100999801
CCDS	TRPC6	CCDS8311.1	11	101323685	101454234
CCDS	KIAA1377	CCDS31658.1	11	101786015	101868374
CCDS	BIRC2	CCDS8316.1	11	102220585	102248914
CCDS	BIRC2	CCDS58169.1	11	102220732	102248914
CCDS	DYNC2H1	CCDS53701.1	11	102980303	103349981
CCDS	DYNC2H1	CCDS44717.1	11	102980303	103349981
CCDS	GRIA4	CCDS41707.1	11	105481724	105782634
CCDS	GRIA4	CCDS41706.1	11	105481724	105845282
CCDS	GRIA4	CCDS8333.1	11	105481724	105850466
CCDS	GUCY1A2	CCDS58170.1	11	106558274	106888781
CCDS	GUCY1A2	CCDS8335.1	11	106558274	106888781
CCDS	CWF19L2	CCDS8336.2	11	107197635	107328542
CCDS	ATM	CCDS31669.1	11	108098351	108236235
CCDS	C11orf65	CCDS8340.1	11	108253747	108332286
CCDS	EXPH5	CCDS8341.1	11	108380263	108464263
CCDS	DDX10	CCDS8342.1	11	108535880	108811150
CCDS	ZC3H12C	CCDS44727.1	11	109964137	110036462
CCDS	ARHGAP20	CCDS58177.1	11	110450093	110582416
CCDS	ARHGAP20	CCDS58176.1	11	110450093	110561721
CCDS	ARHGAP20	CCDS58175.1	11	110450093	110561349
CCDS	ARHGAP20	CCDS31673.1	11	110450093	110582954
CCDS	SIK2	CCDS8347.1	11	111473287	111594853
CCDS	ALG9	CCDS53709.1	11	111657120	111731321
CCDS	ALG9	CCDS41714.1	11	111657120	111731321
CCDS	DIXDC1	CCDS60957.1	11	111800577	111845711
CCDS	PIH1D2	CCDS44730.1	11	111934891	111943898
CCDS	BCO2	CCDS58181.1	11	112046324	112088597
CCDS	BCO2	CCDS8358.2	11	112046324	112088597
CCDS	BCO2	CCDS58182.1	11	112050014	112088597
CCDS	BCO2	CCDS41716.1	11	112050014	112088597
CCDS	BCO2	CCDS58183.1	11	112064218	112088597
CCDS	ZW10	CCDS8363.1	11	113604415	113644388
CCDS	ZBTB16	CCDS8367.1	11	113934022	114121277
CCDS	NXPE2	CCDS44738.1	11	114549297	114577652
CCDS	ZNF259	CCDS8375.1	11	116649640	116658706
CCDS	SIK3	CCDS60974.1	11	116717111	116969131
CCDS	SIK3	CCDS8379.1	11	116717111	116968957
CCDS	BACE1	CCDS44741.1	11	117160281	117186511
CCDS	BACE1	CCDS44740.1	11	117160281	117186511
CCDS	BACE1	CCDS44739.1	11	117160281	117186511
CCDS	BACE1	CCDS8383.1	11	117160281	117186511
CCDS	FXYD6-FXYD2	CCDS58184.1	11	117691582	117713491
CCDS	TMPRSS4	CCDS53717.1	11	117948017	117988628
CCDS	TMPRSS4	CCDS53716.1	11	117948017	117988628
CCDS	TMPRSS4	CCDS44743.1	11	117948017	117988628
CCDS	TMPRSS4	CCDS31684.1	11	117948017	117988628
CCDS	KMT2A	CCDS55791.1	11	118307227	118392887
CCDS	KMT2A	CCDS31686.1	11	118307227	118392887
CCDS	CCDC84	CCDS8405.1	11	118868907	118886308
CCDS	CBL	CCDS8418.1	11	119077127	119170491
CCDS	ARHGEF12	CCDS55794.1	11	120207952	120355786
CCDS	ARHGEF12	CCDS41727.1	11	120207952	120355786
CCDS	TECTA	CCDS8434.1	11	120973374	121061515
CCDS	SORL1	CCDS8436.1	11	121323040	121500272
CCDS	UBASH3B	CCDS31694.1	11	122526757	122680594
CCDS	C11orf63	CCDS8438.1	11	122756557	122830153
CCDS	CLMP	CCDS8441.1	11	122944181	123065648
CCDS	GRAMD1B	CCDS53720.1	11	123396856	123493303
CCDS	ZNF202	CCDS8443.1	11	123596704	123601596
CCDS	VWA5A	CCDS8445.1	11	123988218	123995027
CCDS	VWA5A	CCDS8444.1	11	123988218	124016652
CCDS	SIAE	CCDS55795.1	11	124506846	124539379
CCDS	SIAE	CCDS8449.1	11	124506846	124543604
CCDS	MSANTD2	CCDS8454.1	11	124637071	124670276
CCDS	KIRREL3	CCDS53723.1	11	126294474	126870405
CCDS	KIRREL3	CCDS55796.1	11	126301206	126870405
CCDS	FLI1	CCDS44768.1	11	128564153	128680883
CCDS	ARHGAP32	CCDS31718.1	11	128838801	128868319
CCDS	NFRKB	CCDS44770.1	11	129734619	129762744
CCDS	NFRKB	CCDS8483.1	11	129734619	129762783
CCDS	ADAMTS8	CCDS41732.1	11	130275452	130298181
CCDS	OPCML	CCDS8492.1	11	132290086	132812987
CCDS	IGSF9B	CCDS61010.1	11	133778963	133826649
CCDS	JAM3	CCDS55799.1	11	133938978	134019076
CCDS	JAM3	CCDS8494.2	11	133938978	134019076
CCDS	NCAPD3	CCDS31723.1	11	134022838	134093820
CCDS	SCGB1C1	CCDS41581.1	11	193099	194450
CCDS	ODF3	CCDS7688.1	11	197304	200033
CCDS	BET1L	CCDS41582.1	11	205301	207321
CCDS	BET1L	CCDS7689.1	11	205469	207321
CCDS	RIC8A	CCDS7690.1	11	208854	214350
CCDS	SIRT3	CCDS53590.1	11	216697	233389
CCDS	SIRT3	CCDS7691.1	11	216697	236328
CCDS	PSMD13	CCDS44504.1	11	237049	252600
CCDS	PSMD13	CCDS7692.1	11	237049	252600
CCDS	NLRP6	CCDS60680.1	11	278569	285304
CCDS	NLRP6	CCDS7693.1	11	278569	285304
CCDS	ATHL1	CCDS31322.2	11	289816	294749
CCDS	IFITM5	CCDS31323.1	11	298500	299490
CCDS	IFITM2	CCDS41583.1	11	308192	309165
CCDS	IFITM1	CCDS41584.1	11	314170	315113
CCDS	IFITM3	CCDS41585.1	11	319837	320813
CCDS	B4GALNT4	CCDS7694.1	11	369803	381792
CCDS	PKP3	CCDS7695.1	11	394292	404569
CCDS	SIGIRR	CCDS31325.1	11	405895	409874
CCDS	ANO9	CCDS31326.1	11	418370	441926
CCDS	PTDSS2	CCDS7696.1	11	450455	490582
CCDS	RNH1	CCDS7697.1	11	494690	502162
CCDS	HRAS	CCDS7698.1	11	532635	534322
CCDS	HRAS	CCDS7699.1	11	533295	534322
CCDS	LRRC56	CCDS7700.1	11	540684	554276
CCDS	C11orf35	CCDS7701.1	11	554979	560716
CCDS	RASSF7	CCDS44506.1	11	561768	563380
CCDS	RASSF7	CCDS44505.1	11	561768	563569
CCDS	RASSF7	CCDS7702.1	11	561768	563645
CCDS	PHRF1	CCDS44507.1	11	581512	611777
CCDS	IRF7	CCDS7705.1	11	612644	615318
CCDS	IRF7	CCDS7704.1	11	612644	615364
CCDS	IRF7	CCDS7703.1	11	612644	615364
CCDS	CDHR5	CCDS7708.1	11	617350	624902
CCDS	CDHR5	CCDS7707.1	11	617350	624902
CCDS	SCT	CCDS7709.1	11	626430	627143
CCDS	DRD4	CCDS7710.1	11	637304	640603
CCDS	EPS8L2	CCDS31328.1	11	709407	726981
CCDS	TALDO1	CCDS7712.1	11	747481	764845
CCDS	PDDC1	CCDS7713.1	11	770896	777462
CCDS	CEND1	CCDS7714.1	11	788126	788576
CCDS	SLC25A22	CCDS7715.1	11	791914	795006
CCDS	PIDD	CCDS44508.1	11	799306	804388
CCDS	PIDD	CCDS7716.1	11	799306	804388
CCDS	RPLP2	CCDS7717.1	11	810234	812836
CCDS	PNPLA2	CCDS7718.1	11	819718	824862
CCDS	EFCAB4A	CCDS41588.1	11	828607	831561
CCDS	CD151	CCDS7719.1	11	836069	838192
CCDS	POLR2L	CCDS7720.1	11	840371	842508
CCDS	TSPAN4	CCDS7721.1	11	850304	866630
CCDS	TSPAN4	CCDS41589.1	11	862678	866630
CCDS	CHID1	CCDS44511.1	11	869857	904816
CCDS	CHID1	CCDS44510.1	11	869857	904816
CCDS	CHID1	CCDS7722.1	11	869857	904816
CCDS	AP2A2	CCDS44512.1	11	926021	1010625
CCDS	MUC6	CCDS44513.1	11	1013455	1036655
CCDS	MUC5B	CCDS44515.2	11	1244353	1282838
CCDS	BRSK2	CCDS60696.1	11	1457358	1478270
CCDS	MOB2	CCDS53591.1	11	1491401	1507786
CCDS	DUSP8	CCDS7724.1	11	1577747	1587056
CCDS	KRTAP5-1	CCDS31330.1	11	1605642	1606479
CCDS	KRTAP5-2	CCDS31331.1	11	1618946	1619480
CCDS	KRTAP5-3	CCDS41591.1	11	1628898	1629615
CCDS	KRTAP5-5	CCDS41592.1	11	1651070	1651784
CCDS	KRTAP5-6	CCDS31332.1	11	1718475	1718865
CCDS	IFITM10	CCDS53593.2	11	1756509	1771672
CCDS	CTSD	CCDS7725.1	11	1774732	1785089
CCDS	SYT8	CCDS7726.2	11	1855801	1858661
CCDS	TNNI2	CCDS31333.1	11	1860926	1862781
CCDS	TNNI2	CCDS53594.1	11	1861453	1862781
CCDS	LSP1	CCDS31334.1	11	1874374	1908793
CCDS	LSP1	CCDS58110.1	11	1887704	1908793
CCDS	LSP1	CCDS31335.1	11	1901449	1908793
CCDS	TNNT3	CCDS41596.1	11	1944104	1959722
CCDS	TNNT3	CCDS41595.1	11	1944104	1959722
CCDS	TNNT3	CCDS41594.1	11	1944104	1959722
CCDS	TNNT3	CCDS7727.1	11	1944104	1959722
CCDS	MRPL23	CCDS31336.1	11	1968592	1977650
CCDS	IGF2	CCDS44517.1	11	2154216	2161526
CCDS	IGF2	CCDS7728.1	11	2154216	2156753
CCDS	INS-IGF2	CCDS41598.1	11	2168841	2182201
CCDS	INS	CCDS7729.1	11	2181081	2182201
CCDS	TH	CCDS31338.1	11	2185462	2193016
CCDS	TH	CCDS7731.1	11	2185462	2193016
CCDS	TH	CCDS7730.1	11	2185462	2193016
CCDS	ASCL2	CCDS7732.1	11	2290980	2291562
CCDS	C11orf21	CCDS44518.1	11	2320685	2323091
CCDS	TSPAN32	CCDS7733.1	11	2323379	2339154
CCDS	CD81	CCDS7734.1	11	2398779	2418096
CCDS	TSSC4	CCDS7735.1	11	2423863	2424853
CCDS	TRPM5	CCDS31340.1	11	2426166	2444266
CCDS	CDKN1C	CCDS44519.1	11	2905233	2906686
CCDS	CDKN1C	CCDS7738.1	11	2905233	2906719
CCDS	SLC22A18AS	CCDS7739.1	11	2909409	2920931
CCDS	SLC22A18	CCDS7740.1	11	2924575	2946427
CCDS	PHLDA2	CCDS7741.1	11	2950135	2950594
CCDS	NAP1L4	CCDS41599.1	11	2970488	3000450
CCDS	CARS	CCDS41600.1	11	3022343	3078597
CCDS	CARS	CCDS7742.1	11	3022343	3078597
CCDS	CARS	CCDS41602.1	11	3022417	3078597
CCDS	MRGPRG	CCDS44520.1	11	3239173	3240043
CCDS	MRGPRE	CCDS41603.2	11	3249090	3250029
CCDS	ZNF195	CCDS55737.1	11	3380347	3394821
CCDS	ZNF195	CCDS55736.1	11	3380347	3394821
CCDS	ZNF195	CCDS44522.1	11	3380347	3400270
CCDS	ZNF195	CCDS44521.1	11	3380347	3400270
CCDS	ZNF195	CCDS41604.1	11	3380347	3400270
CCDS	ZNF195	CCDS58111.1	11	3383797	3394821
CCDS	ART5	CCDS7743.1	11	3659967	3663092
CCDS	ART1	CCDS7744.1	11	3680443	3685419
CCDS	CHRNA10	CCDS7745.1	11	3687336	3692542
CCDS	PGAP2	CCDS44523.1	11	3819073	3846688
CCDS	PGAP2	CCDS58113.1	11	3832489	3846350
CCDS	PGAP2	CCDS58112.1	11	3832489	3846688
CCDS	PGAP2	CCDS7747.1	11	3832489	3846688
CCDS	RHOG	CCDS7748.1	11	3848792	3849368
CCDS	RRM1	CCDS7750.1	11	4116242	4159613
CCDS	OR52B4	CCDS41609.1	11	4388580	4389525
CCDS	TRIM21	CCDS44525.1	11	4406514	4411639
CCDS	OR52K2	CCDS31351.1	11	4470569	4471514
CCDS	OR52K1	CCDS31352.1	11	4510130	4511075
CCDS	OR52M1	CCDS31353.1	11	4566420	4567374
CCDS	C11orf40	CCDS31354.1	11	4592652	4599050
CCDS	OR52I2	CCDS31355.1	11	4608042	4609095
CCDS	OR52I1	CCDS59223.1	11	4615268	4616243
CCDS	TRIM68	CCDS31356.1	11	4621505	4626734
CCDS	OR51D1	CCDS31357.1	11	4661020	4661995
CCDS	OR51E1	CCDS31358.2	11	4673756	4674713
CCDS	OR51E2	CCDS7751.1	11	4702978	4703941
CCDS	OR51F1	CCDS31359.1	11	4790208	4791147
CCDS	OR52R1	CCDS31360.2	11	4824662	4825610
CCDS	OR51F2	CCDS31361.1	11	4842615	4843644
CCDS	OR51S1	CCDS31362.1	11	4869466	4870438
CCDS	OR51T1	CCDS31363.1	11	4903048	4904113
CCDS	OR51A7	CCDS31364.1	11	4928599	4929538
CCDS	OR51G2	CCDS31365.1	11	4935948	4936893
CCDS	OR51G1	CCDS31366.1	11	4944603	4945569
CCDS	OR51A4	CCDS31367.1	11	4967388	4968330
CCDS	OR51A2	CCDS31368.1	11	4976001	4976943
CCDS	MMP26	CCDS7752.1	11	5009441	5013472
CCDS	OR51L1	CCDS31369.1	11	5020212	5021160
CCDS	OR52J3	CCDS31370.1	11	5067755	5068691
CCDS	OR52E2	CCDS31371.1	11	5079879	5080857
CCDS	OR52A5	CCDS31373.1	11	5152921	5153872
CCDS	OR52A1	CCDS31374.1	11	5172660	5173599
CCDS	OR51V1	CCDS31375.1	11	5220964	5221930
CCDS	HBB	CCDS7753.1	11	5246827	5248251
CCDS	HBD	CCDS31376.1	11	5254193	5255663
CCDS	HBG1	CCDS7754.1	11	5269588	5271034
CCDS	HBG2	CCDS7755.1	11	5274506	5275958
CCDS	HBE1	CCDS7756.1	11	5289698	5291120
CCDS	OR51B4	CCDS7757.1	11	5322243	5323176
CCDS	OR51B2	CCDS31377.1	11	5344588	5345527
CCDS	OR51B5	CCDS31378.1	11	5363815	5364754
CCDS	OR51B6	CCDS31379.1	11	5372737	5373676
CCDS	OR51M1	CCDS53596.1	11	5410628	5411609
CCDS	OR51Q1	CCDS31381.1	11	5443430	5444384
CCDS	OR51I1	CCDS31382.1	11	5461799	5462744
CCDS	OR51I2	CCDS31383.1	11	5474718	5475657
CCDS	OR52D1	CCDS31384.1	11	5509936	5510893
CCDS	UBQLN3	CCDS7758.1	11	5528820	5530788
CCDS	UBQLNL	CCDS31385.1	11	5536243	5537671
CCDS	OR52H1	CCDS31386.1	11	5565790	5566753
CCDS	OR52B6	CCDS41611.1	11	5602106	5603114
CCDS	TRIM6	CCDS31389.1	11	5618127	5632572
CCDS	TRIM6	CCDS31390.1	11	5624542	5632572
CCDS	TRIM6	CCDS55738.1	11	5626572	5632572
CCDS	TRIM34	CCDS31391.1	11	5653561	5664939
CCDS	TRIM5	CCDS31392.1	11	5685317	5701407
CCDS	TRIM5	CCDS31393.1	11	5686038	5701407
CCDS	TRIM5	CCDS31394.1	11	5686736	5701407
CCDS	TRIM22	CCDS41612.1	11	5717462	5730878
CCDS	OR56B1	CCDS31395.1	11	5757746	5758721
CCDS	OR52N4	CCDS44528.1	11	5775970	5776936
CCDS	OR52N5	CCDS31397.1	11	5798889	5799864
CCDS	OR52N1	CCDS31398.1	11	5809083	5810046
CCDS	OR52N2	CCDS31399.1	11	5841565	5842531
CCDS	OR52E6	CCDS53597.1	11	5862185	5863127
CCDS	OR52E8	CCDS31400.1	11	5877978	5878932
CCDS	OR52E4	CCDS31401.1	11	5905522	5906461
CCDS	OR56A3	CCDS41614.1	11	5968576	5969524
CCDS	OR52L1	CCDS44529.1	11	6007170	6008160
CCDS	OR56A4	CCDS31404.1	11	6023280	6024378
CCDS	OR56A1	CCDS31405.1	11	6047977	6048934
CCDS	OR56B4	CCDS31406.1	11	6129008	6129968
CCDS	OR52B2	CCDS53598.1	11	6190584	6191556
CCDS	OR52W1	CCDS31407.1	11	6220453	6221416
CCDS	C11orf42	CCDS7759.1	11	6226845	6232272
CCDS	FAM160A2	CCDS44530.1	11	6232735	6245746
CCDS	FAM160A2	CCDS7760.1	11	6232735	6245746
CCDS	CNGA4	CCDS31408.1	11	6260436	6265639
CCDS	PRKCDBP	CCDS7762.1	11	6340392	6341706
CCDS	SMPD1	CCDS44531.1	11	6411828	6415837
CCDS	SMPD1	CCDS31409.2	11	6411828	6415837
CCDS	HPX	CCDS7763.1	11	6452440	6462193
CCDS	TRIM3	CCDS58115.1	11	6470257	6479305
CCDS	TRIM3	CCDS7764.1	11	6470257	6486925
CCDS	ARFIP2	CCDS55740.1	11	6498342	6501283
CCDS	ARFIP2	CCDS55739.1	11	6498342	6501261
CCDS	ARFIP2	CCDS7765.1	11	6498342	6501651
CCDS	TIMM10B	CCDS7766.1	11	6502746	6503451
CCDS	DNHD1	CCDS7767.1	11	6519445	6541341
CCDS	RRP8	CCDS31411.1	11	6621375	6624732
CCDS	ILK	CCDS60712.1	11	6625501	6631842
CCDS	ILK	CCDS7768.1	11	6625501	6631842
CCDS	ILK	CCDS60713.1	11	6629974	6631842
CCDS	TAF10	CCDS7769.1	11	6632152	6633420
CCDS	TPP1	CCDS7770.1	11	6635776	6640631
CCDS	DCHS1	CCDS7771.1	11	6643009	6662844
CCDS	MRPL17	CCDS31412.1	11	6703348	6704527
CCDS	OR2AG2	CCDS31413.1	11	6789237	6790188
CCDS	OR2AG1	CCDS31414.1	11	6806268	6807219
CCDS	OR6A2	CCDS7772.1	11	6815955	6816939
CCDS	OR10A5	CCDS7773.1	11	6866913	6867867
CCDS	OR10A2	CCDS31415.1	11	6890985	6891897
CCDS	OR10A4	CCDS7774.1	11	6897878	6898826
CCDS	OR2D2	CCDS31416.1	11	6912804	6913731
CCDS	OR2D3	CCDS31417.1	11	6942232	6943225
CCDS	ZNF215	CCDS7775.1	11	6953503	6977762
CCDS	ZNF214	CCDS31418.1	11	7021092	7024066
CCDS	RBMXL2	CCDS7777.1	11	7110351	7111530
CCDS	OLFML1	CCDS7779.1	11	7507106	7531419
CCDS	PPFIBP2	CCDS58116.1	11	7618568	7674449
CCDS	PPFIBP2	CCDS58117.1	11	7627189	7674449
CCDS	CYB5R2	CCDS7780.1	11	7686604	7694056
CCDS	OR5P2	CCDS7782.1	11	7817520	7818489
CCDS	OR5P3	CCDS7783.1	11	7846583	7847519
CCDS	OR10A6	CCDS31420.1	11	7949264	7950209
CCDS	OR10A3	CCDS31421.1	11	7960122	7961067
CCDS	NLRP10	CCDS7784.1	11	7981190	7985042
CCDS	EIF3F	CCDS7785.1	11	8008899	8017569
CCDS	TUB	CCDS7786.1	11	8060420	8123166
CCDS	TUB	CCDS7787.1	11	8103057	8123166
CCDS	RIC3	CCDS55742.1	11	8132244	8190536
CCDS	RIC3	CCDS55741.1	11	8132244	8190536
CCDS	RIC3	CCDS44533.1	11	8132244	8190536
CCDS	RIC3	CCDS7788.1	11	8132244	8190536
CCDS	STK33	CCDS7789.1	11	8414056	8496452
CCDS	RPL27A	CCDS7790.1	11	8704360	8707353
CCDS	ST5	CCDS7792.1	11	8715642	8772247
CCDS	ST5	CCDS7791.1	11	8715642	8772247
CCDS	AKIP1	CCDS55744.1	11	8932996	8941027
CCDS	AKIP1	CCDS55743.1	11	8932996	8941027
CCDS	AKIP1	CCDS7793.1	11	8932996	8941027
CCDS	C11orf16	CCDS7794.1	11	8942862	8953855
CCDS	ASCL3	CCDS7795.1	11	8959162	8959708
CCDS	TMEM9B	CCDS7796.1	11	8969866	8985860
CCDS	NRIP3	CCDS31422.1	11	9005091	9025482
CCDS	TMEM41B	CCDS53600.1	11	9316789	9335988
CCDS	ZNF143	CCDS60721.1	11	9492855	9549160
CCDS	ZNF143	CCDS60720.1	11	9492855	9549160
CCDS	ZNF143	CCDS7799.2	11	9492855	9549160
CCDS	WEE1	CCDS7800.1	11	9595480	9610149
CCDS	WEE1	CCDS44536.1	11	9597500	9610149
CCDS	ADM	CCDS7801.1	11	10327247	10328188
CCDS	AMPD3	CCDS53601.1	11	10503660	10527431
CCDS	MTRNR2L8	CCDS53602.1	11	10529698	10529773
CCDS	RNF141	CCDS7803.1	11	10536462	10555705
CCDS	LYVE1	CCDS7804.1	11	10580657	10590079
CCDS	CTR9	CCDS7805.1	11	10772959	10800652
CCDS	EIF4G2	CCDS41618.1	11	10819362	10828842
CCDS	EIF4G2	CCDS31428.1	11	10819362	10828842
CCDS	CSNK2A3	CCDS59224.1	11	11373490	11374666
CCDS	DKK3	CCDS7808.1	11	11986010	12030129
CCDS	ARNTL	CCDS31430.1	11	13375855	13408303
CCDS	ARNTL	CCDS44543.1	11	13376832	13408303
CCDS	BTBD10	CCDS7811.1	11	13410377	13466671
CCDS	PTH	CCDS7812.1	11	13513951	13514402
CCDS	FAR1	CCDS7813.1	11	13716312	13750321
CCDS	RRAS2	CCDS53603.1	11	14300882	14385939
CCDS	RRAS2	CCDS44544.1	11	14300882	14316373
CCDS	RRAS2	CCDS7814.1	11	14300882	14380416
CCDS	COPB1	CCDS7815.1	11	14479369	14520474
CCDS	PSMA1	CCDS7816.1	11	14526737	14541845
CCDS	CYP2R1	CCDS7818.1	11	14899667	14913751
CCDS	CALCA	CCDS31432.1	11	14989240	14992738
CCDS	CALCA	CCDS7819.1	11	14990344	14992738
CCDS	CALCB	CCDS7820.1	11	15096264	15098991
CCDS	C11orf58	CCDS7822.1	11	16760325	16776651
CCDS	RPS13	CCDS7823.1	11	17095979	17099188
CCDS	NUCB2	CCDS41623.1	11	17316870	17352966
CCDS	NCR3LG1	CCDS55748.1	11	17373516	17394059
CCDS	KCNJ11	CCDS53606.1	11	17408465	17409377
CCDS	KCNJ11	CCDS31436.1	11	17408465	17409638
CCDS	OTOG	CCDS59225.1	11	17568919	17667491
CCDS	MYOD1	CCDS7826.1	11	17741329	17743055
CCDS	KCNC1	CCDS44547.1	11	17757549	17803281
CCDS	KCNC1	CCDS7827.1	11	17757549	17794177
CCDS	TPH1	CCDS7829.1	11	18042537	18062309
CCDS	SAAL1	CCDS31439.1	11	18101945	18127588
CCDS	MRGPRX3	CCDS7830.1	11	18158749	18159718
CCDS	MRGPRX4	CCDS7831.1	11	18194803	18195772
CCDS	SAA4	CCDS7832.1	11	18253048	18257473
CCDS	SAA2	CCDS44548.1	11	18261494	18269558
CCDS	SAA2	CCDS7833.1	11	18266923	18269558
CCDS	SAA1	CCDS7835.1	11	18288434	18291402
CCDS	HPS5	CCDS7837.1	11	18301428	18332422
CCDS	HPS5	CCDS7836.1	11	18301428	18339405
CCDS	GTF2H1	CCDS7838.1	11	18354621	18387416
