Database_From	name	type	chr	chromStart	chromEnd
wgRNA	HBII-85-25	CDBox	15	25342808	25342902
wgRNA	HBII-85-26	CDBox	15	25344644	25344742
wgRNA	HBII-85-27	CDBox	15	25346720	25346814
wgRNA	HBII-85-28	CDBox	15	25349787	25349880
wgRNA	HBII-85-29	CDBox	15	25351666	25351751
wgRNA	HBII-52-1	CDBox	15	25415869	25415951
wgRNA	HBII-52-2	CDBox	15	25417781	25417863
wgRNA	HBII-52-3	CDBox	15	25420073	25420155
wgRNA	HBII-52-4	CDBox	15	25421978	25422060
wgRNA	HBII-52-5	CDBox	15	25423884	25423966
wgRNA	HBII-52-6	CDBox	15	25425643	25425725
wgRNA	HBII-52-7	CDBox	15	25427531	25427613
wgRNA	HBII-52-8	CDBox	15	25429452	25429534
wgRNA	HBII-52-9	CDBox	15	25430777	25430859
wgRNA	HBII-52-10	CDBox	15	25432682	25432763
wgRNA	HBII-52-11	CDBox	15	25434560	25434642
wgRNA	HBII-52-12	CDBox	15	25436562	25436644
wgRNA	HBII-52-13	CDBox	15	25438467	25438549
wgRNA	HBII-52-14	CDBox	15	25440067	25440148
wgRNA	HBII-52-15	CDBox	15	25442722	25442803
wgRNA	HBII-52-16	CDBox	15	25444594	25444676
wgRNA	HBII-52-17	CDBox	15	25446469	25446551
wgRNA	HBII-52-18	CDBox	15	25448373	25448455
wgRNA	HBII-52-19	CDBox	15	25449503	25449585
wgRNA	HBII-52-20	CDBox	15	25451408	25451490
wgRNA	HBII-52-21	CDBox	15	25453229	25453310
wgRNA	HBII-52-22	CDBox	15	25455064	25455146
wgRNA	HBII-52-23	CDBox	15	25456942	25457024
wgRNA	HBII-52-25	CDBox	15	25460687	25460769
wgRNA	HBII-52-26	CDBox	15	25463763	25463845
wgRNA	HBII-52-29	CDBox	15	25468392	25468474
wgRNA	HBII-52-30	CDBox	15	25470349	25470431
wgRNA	HBII-52-31	CDBox	15	25472255	25472337
wgRNA	HBII-52-32	CDBox	15	25474113	25474195
wgRNA	HBII-52-33	CDBox	15	25475984	25476066
wgRNA	HBII-52-34	CDBox	15	25477533	25477615
wgRNA	HBII-52-35	CDBox	15	25479393	25479475
wgRNA	HBII-52-36	CDBox	15	25481231	25481313
wgRNA	HBII-52-37	CDBox	15	25483132	25483214
wgRNA	HBII-52-38	CDBox	15	25484984	25485066
wgRNA	HBII-52-39	CDBox	15	25486892	25486974
wgRNA	HBII-52-40	CDBox	15	25488760	25488842
wgRNA	HBII-52-41	CDBox	15	25490624	25490706
wgRNA	HBII-52-42	CDBox	15	25492491	25492573
wgRNA	HBII-52-43	CDBox	15	25494344	25494426
wgRNA	HBII-52-44	CDBox	15	25496005	25496087
wgRNA	HBII-52-48	CDBox	15	25514929	25515005
wgRNA	HBII-438B	CDBox	15	25523489	25523556
wgRNA	hsa-mir-211	miRNA	15	31357234	31357344
wgRNA	hsa-mir-1233-1	miRNA	15	34674269	34674351
wgRNA	hsa-mir-1233-2	miRNA	15	34820490	34820572
wgRNA	hsa-mir-626	miRNA	15	41983782	41983876
wgRNA	hsa-mir-4310	miRNA	15	42158692	42158749
wgRNA	hsa-mir-627	miRNA	15	42491767	42491864
wgRNA	hsa-mir-1282	miRNA	15	44085856	44085957
wgRNA	hsa-mir-147b	miRNA	15	45725247	45725327
wgRNA	hsa-mir-1266	miRNA	15	52569313	52569397
wgRNA	hsa-mir-628	miRNA	15	55665137	55665232
wgRNA	hsa-mir-2116	miRNA	15	59463381	59463461
wgRNA	hsa-mir-190	miRNA	15	63116155	63116240
wgRNA	hsa-mir-422a	miRNA	15	64163128	64163218
wgRNA	hsa-mir-1272	miRNA	15	65054585	65054714
wgRNA	hsa-mir-4311	miRNA	15	66332570	66332670
wgRNA	U100	scaRna	15	66639543	66639680
wgRNA	U18C	CDBox	15	66793589	66793656
wgRNA	U18B	CDBox	15	66794359	66794429
wgRNA	U16	CDBox	15	66795148	66795249
wgRNA	U18A	CDBox	15	66795582	66795652
wgRNA	hsa-mir-4312	miRNA	15	69094188	69094264
wgRNA	hsa-mir-629	miRNA	15	70371710	70371807
wgRNA	hsa-mir-630	miRNA	15	72879557	72879654
wgRNA	hsa-mir-631	miRNA	15	75645951	75646026
wgRNA	hsa-mir-4313	miRNA	15	76054555	76054656
wgRNA	hsa-mir-184	miRNA	15	79502129	79502213
wgRNA	hsa-mir-549	miRNA	15	81134318	81134414
wgRNA	ACA45	scaRna	15	83424696	83424823
wgRNA	hsa-mir-1276	miRNA	15	86313726	86313809
wgRNA	hsa-mir-1179	miRNA	15	89151337	89151428
wgRNA	hsa-mir-7-2	miRNA	15	89155055	89155165
wgRNA	hsa-mir-9-3	miRNA	15	89911247	89911337
wgRNA	hsa-mir-3174	miRNA	15	90549986	90550073
wgRNA	hsa-mir-3175	miRNA	15	93447628	93447705
wgRNA	hsa-mir-1469	miRNA	15	96876489	96876536
wgRNA	hsa-mir-1302-10	miRNA	15	102500661	102500799
wgRNA	hsa-mir-3176	miRNA	16	593276	593366
wgRNA	hsa-mir-662	miRNA	16	820182	820277
wgRNA	hsa-mir-3177	miRNA	16	1784985	1785067
wgRNA	ACA10	HAcaBox	16	2012334	2012467
wgRNA	U64	HAcaBox	16	2012973	2013107
wgRNA	ACA64	HAcaBox	16	2015184	2015311
wgRNA	hsa-mir-1225	miRNA	16	2140195	2140285
wgRNA	U60	CDBox	16	2205023	2205106
wgRNA	hsa-mir-940	miRNA	16	2321747	2321841
wgRNA	hsa-mir-3178	miRNA	16	2581922	2582006
wgRNA	hsa-mir-548h-2	miRNA	16	11400296	11400384
wgRNA	hsa-mir-193b	miRNA	16	14397823	14397906
wgRNA	hsa-mir-365-1	miRNA	16	14403141	14403228
wgRNA	hsa-mir-3179-1	miRNA	16	14995364	14995448
wgRNA	hsa-mir-3180-1	miRNA	16	15005076	15005170
wgRNA	hsa-mir-1972-1	miRNA	16	15104177	15104254
wgRNA	hsa-mir-484	miRNA	16	15737150	15737229
wgRNA	hsa-mir-3179-2	miRNA	16	16394015	16394099
wgRNA	hsa-mir-3180-2	miRNA	16	16403735	16403823
wgRNA	hsa-mir-3180-3	miRNA	16	18496034	18496128
wgRNA	hsa-mir-3179-3	miRNA	16	18505750	18505834
wgRNA	hsa-mir-548w	miRNA	16	26036557	26036631
wgRNA	ACA30	HAcaBox	16	30721857	30721986
wgRNA	hsa-mir-762	miRNA	16	30905223	30905306
wgRNA	hsa-mir-1826	miRNA	16	33965507	33965592
wgRNA	hsa-mir-3181	miRNA	16	50776215	50776288
wgRNA	hsa-mir-138-2	miRNA	16	56892429	56892513
wgRNA	ACA46	HAcaBox	16	58582402	58582537
wgRNA	ACA50	HAcaBox	16	58593699	58593835
wgRNA	hsa-mir-328	miRNA	16	67236223	67236298
wgRNA	hsa-mir-1538	miRNA	16	69599710	69599771
wgRNA	hsa-mir-140	miRNA	16	69966983	69967083
wgRNA	hsa-mir-1972-2	miRNA	16	70064248	70064325
wgRNA	HBII-82B	CDBox	16	70563411	70563498
wgRNA	HBII-82	CDBox	16	70571907	70572001
wgRNA	U70D	HAcaBox	16	71732469	71732604
wgRNA	HBII-239	CDBox	16	71792304	71792390
wgRNA	hsa-mir-3182	miRNA	16	83541950	83542013
wgRNA	hsa-mir-1910	miRNA	16	85775226	85775306
wgRNA	HBII-202	CDBox	16	89627837	89627909
wgRNA	hsa-mir-3183	miRNA	17	925715	925799
wgRNA	hsa-mir-22	miRNA	17	1617196	1617281
wgRNA	hsa-mir-132	miRNA	17	1953201	1953302
wgRNA	hsa-mir-212	miRNA	17	1953564	1953674
wgRNA	HBII-296B	CDBox	17	2232418	2232504
wgRNA	HBII-296A	CDBox	17	2233572	2233664
wgRNA	hsa-mir-1253	miRNA	17	2651371	2651476
wgRNA	hsa-mir-195	miRNA	17	6920933	6921020
wgRNA	hsa-mir-497	miRNA	17	6921229	6921341
wgRNA	hsa-mir-324	miRNA	17	7126615	7126698
wgRNA	ACA48	HAcaBox	17	7478030	7478165
wgRNA	mgU6-77	CDBox	17	7480128	7480276
wgRNA	U67	HAcaBox	17	7481272	7481409
wgRNA	ACA68	HAcaBox	17	7809440	7809578
wgRNA	hsa-mir-4314	miRNA	17	7991373	7991465
wgRNA	U8	CDBox	17	8076770	8076906
wgRNA	hsa-mir-744	miRNA	17	11985215	11985313
wgRNA	hsa-mir-548h-3	miRNA	17	13446845	13446963
wgRNA	hsa-mir-1288	miRNA	17	16185327	16185402
wgRNA	U49B	CDBox	17	16342822	16342870
wgRNA	U49A	CDBox	17	16343349	16343420
wgRNA	HBII-135	CDBox	17	16344539	16344612
wgRNA	hsa-mir-33b	miRNA	17	17717149	17717245
wgRNA	U3-2	CDBox	17	18965224	18965441
wgRNA	U3-2B	CDBox	17	18967232	18967449
wgRNA	U3-4	CDBox	17	19015732	19015949
wgRNA	U3	CDBox	17	19091328	19091545
wgRNA	U3-3	CDBox	17	19093341	19093558
wgRNA	hsa-mir-1180	miRNA	17	19247818	19247887
wgRNA	ACA59B	HAcaBox	17	19460872	19461024
wgRNA	U42B	CDBox	17	27047567	27047634
wgRNA	mgh18S-121	CDBox	17	27049599	27049671
wgRNA	U42A	CDBox	17	27050451	27050509
wgRNA	Z17B	CDBox	17	27050698	27050772
wgRNA	hsa-mir-451	miRNA	17	27188386	27188458
wgRNA	hsa-mir-144	miRNA	17	27188550	27188636
wgRNA	hsa-mir-423	miRNA	17	28444096	28444190
wgRNA	hsa-mir-3184	miRNA	17	28444103	28444178
wgRNA	hsa-mir-193a	miRNA	17	29887014	29887102
wgRNA	hsa-mir-365-2	miRNA	17	29902429	29902540
wgRNA	hsa-mir-632	miRNA	17	30677127	30677221
wgRNA	mgU6-47	CDBox	17	33900675	33900772
wgRNA	hsa-mir-2909	miRNA	17	35391041	35391110
wgRNA	ACA21	HAcaBox	17	37009115	37009248
wgRNA	SNORD124	CDBox	17	38183794	38183898
wgRNA	hsa-mir-2117	miRNA	17	41522173	41522253
wgRNA	hsa-mir-4315-1	miRNA	17	43552728	43552801
wgRNA	hsa-mir-152	miRNA	17	46114526	46114613
wgRNA	hsa-mir-1203	miRNA	17	46233788	46233873
wgRNA	hsa-mir-10a	miRNA	17	46657199	46657309
wgRNA	hsa-mir-196a-1	miRNA	17	46709851	46709921
wgRNA	hsa-mir-3185	miRNA	17	46801769	46801837
wgRNA	hsa-mir-142	miRNA	17	56408592	56408679
wgRNA	hsa-mir-454	miRNA	17	57215118	57215233
wgRNA	hsa-mir-301a	miRNA	17	57228496	57228582
wgRNA	hsa-mir-21	miRNA	17	57918626	57918698
wgRNA	ACA66	scaRna	17	58308876	58309006
wgRNA	hsa-mir-633	miRNA	17	61021575	61021673
wgRNA	U104	CDBox	17	62223437	62223517
wgRNA	ACA62	HAcaBox	17	62223698	62223831
wgRNA	hsa-mir-4315-2	miRNA	17	62818147	62818220
wgRNA	hsa-mir-634	miRNA	17	64783189	64783286
wgRNA	hsa-mir-548d-2	miRNA	17	65467604	65467701
wgRNA	SNORA38B	HAcaBox	17	65736784	65736915
wgRNA	hsa-mir-635	miRNA	17	66420591	66420689
wgRNA	snR38C	CDBox	17	74554871	74554951
wgRNA	snR38B	CDBox	17	74557189	74557275
wgRNA	snR38A	CDBox	17	74557714	74557786
wgRNA	hsa-mir-636	miRNA	17	74732531	74732630
wgRNA	ACA47	scaRna	17	75085388	75085575
wgRNA	hsa-mir-4316	miRNA	17	75393065	75393136
wgRNA	hsa-mir-657	miRNA	17	79099075	79099173
wgRNA	hsa-mir-3065	miRNA	17	79099676	79099755
wgRNA	hsa-mir-338	miRNA	17	79099682	79099749
wgRNA	hsa-mir-1250	miRNA	17	79106995	79107108
wgRNA	hsa-mir-3186	miRNA	17	79418129	79418214
wgRNA	hsa-mir-4317	miRNA	18	6374359	6374424
wgRNA	hsa-mir-3156-2	miRNA	18	14830164	14830241
wgRNA	hsa-mir-320c-1	miRNA	18	19263470	19263558
wgRNA	hsa-mir-133a-1	miRNA	18	19405658	19405746
wgRNA	hsa-mir-1-2	miRNA	18	19408964	19409049
wgRNA	hsa-mir-320c-2	miRNA	18	21901649	21901699
wgRNA	hsa-mir-302f	miRNA	18	27878875	27878926
wgRNA	hsa-mir-187	miRNA	18	33484780	33484889
wgRNA	hsa-mir-4318	miRNA	18	35237097	35237178
wgRNA	hsa-mir-924	miRNA	18	37202086	37202139
wgRNA	hsa-mir-4319	miRNA	18	42550046	42550131
wgRNA	hsa-mir-1539	miRNA	18	47013742	47013792
wgRNA	U58C	CDBox	18	47015613	47015678
wgRNA	U58A	CDBox	18	47017652	47017717
wgRNA	U58B	CDBox	18	47018033	47018099
wgRNA	mgU12-22/U4-8	scaRna	18	47340392	47340813
wgRNA	U91	scaRna	18	47340730	47340813
wgRNA	hsa-mir-4320	miRNA	18	47652868	47652933
wgRNA	ACA37	HAcaBox	18	51748653	51748782
wgRNA	hsa-mir-122	miRNA	18	56118305	56118390
wgRNA	hsa-mir-1302-11	miRNA	19	71972	72110
wgRNA	hsa-mir-3187	miRNA	19	813583	813653
wgRNA	hsa-mir-1909	miRNA	19	1816157	1816237
wgRNA	hsa-mir-1227	miRNA	19	2234060	2234148
wgRNA	hsa-mir-4321	miRNA	19	2250637	2250717
wgRNA	hsa-mir-637	miRNA	19	3961411	3961510
wgRNA	U37	CDBox	19	3982504	3982570
wgRNA	hsa-mir-7-3	miRNA	19	4770681	4770791
wgRNA	hsa-mir-220b	miRNA	19	6495958	6496045
wgRNA	U105	CDBox	19	10218326	10218411
wgRNA	U105B	CDBox	19	10220432	10220511
wgRNA	hsa-mir-4322	miRNA	19	10341088	10341161
wgRNA	hsa-mir-1181	miRNA	19	10514133	10514214
wgRNA	hsa-mir-1238	miRNA	19	10662797	10662880
wgRNA	hsa-mir-638	miRNA	19	10829079	10829179
wgRNA	hsa-mir-199a-1	miRNA	19	10928101	10928172
wgRNA	U41	CDBox	19	12817262	12817332
wgRNA	hsa-mir-24-2	miRNA	19	13947100	13947173
wgRNA	hsa-mir-27a	miRNA	19	13947253	13947331
wgRNA	hsa-mir-23a	miRNA	19	13947400	13947473
wgRNA	hsa-mir-181c	miRNA	19	13985512	13985622
wgRNA	hsa-mir-181d	miRNA	19	13985688	13985825
wgRNA	hsa-mir-639	miRNA	19	14640354	14640452
wgRNA	hsa-mir-1470	miRNA	19	15560358	15560419
wgRNA	U68	HAcaBox	19	17973396	17973529
wgRNA	hsa-mir-3188	miRNA	19	18392886	18392971
wgRNA	hsa-mir-3189	miRNA	19	18497371	18497444
wgRNA	hsa-mir-640	miRNA	19	19545871	19545967
wgRNA	hsa-mir-1270-1	miRNA	19	20510080	20510163
wgRNA	hsa-mir-1270-2	miRNA	19	20579239	20579322
wgRNA	hsa-mir-641	miRNA	19	40788449	40788548
wgRNA	hsa-mir-4323	miRNA	19	42637596	42637665
wgRNA	hsa-mir-330	miRNA	19	46142251	46142345
wgRNA	hsa-mir-642	miRNA	19	46178185	46178282
wgRNA	hsa-mir-769	miRNA	19	46522189	46522307
wgRNA	hsa-mir-320e	miRNA	19	47212549	47212602
wgRNA	hsa-mir-3190	miRNA	19	47730198	47730278
wgRNA	hsa-mir-3191	miRNA	19	47730200	47730276
wgRNA	HBII-115	CDBox	19	48259109	48259219
wgRNA	hsa-mir-220c	miRNA	19	49063528	49063611
wgRNA	hsa-mir-4324	miRNA	19	49812053	49812125
wgRNA	U32A	CDBox	19	49993224	49993301
wgRNA	U33	CDBox	19	49993873	49993956
wgRNA	U34	CDBox	19	49994163	49994229
wgRNA	U35A	CDBox	19	49994431	49994517
wgRNA	U35B	CDBox	19	50000975	50001063
wgRNA	hsa-mir-150	miRNA	19	50004041	50004125
wgRNA	HBII-180B	CDBox	19	51302285	51302382
wgRNA	HBII-180A	CDBox	19	51302695	51302792
wgRNA	HBII-180C	CDBox	19	51305581	51305678
wgRNA	hsa-mir-99b	miRNA	19	52195864	52195934
wgRNA	hsa-let-7e	miRNA	19	52196038	52196117
wgRNA	hsa-mir-125a	miRNA	19	52196506	52196592
wgRNA	hsa-mir-643	miRNA	19	52785049	52785146
wgRNA	hsa-mir-512-1	miRNA	19	54169932	54170016
wgRNA	hsa-mir-512-2	miRNA	19	54172410	54172508
wgRNA	hsa-mir-1323	miRNA	19	54175221	54175294
wgRNA	hsa-mir-498	miRNA	19	54177450	54177574
wgRNA	hsa-mir-520e	miRNA	19	54178964	54179051
wgRNA	hsa-mir-515-1	miRNA	19	54182256	54182339
wgRNA	hsa-mir-519e	miRNA	19	54183193	54183277
wgRNA	hsa-mir-520f	miRNA	19	54185412	54185499
wgRNA	hsa-mir-515-2	miRNA	19	54188262	54188345
wgRNA	hsa-mir-519c	miRNA	19	54189722	54189809
wgRNA	hsa-mir-1283-1	miRNA	19	54191734	54191821
wgRNA	hsa-mir-520a	miRNA	19	54194134	54194219
wgRNA	hsa-mir-526b	miRNA	19	54197646	54197729
wgRNA	hsa-mir-519b	miRNA	19	54198466	54198547
wgRNA	hsa-mir-525	miRNA	19	54200786	54200871
wgRNA	hsa-mir-523	miRNA	19	54201638	54201725
wgRNA	hsa-mir-518f	miRNA	19	54203268	54203355
wgRNA	hsa-mir-520b	miRNA	19	54204480	54204541
wgRNA	hsa-mir-518b	miRNA	19	54205990	54206073
wgRNA	hsa-mir-526a-1	miRNA	19	54209505	54209590
wgRNA	hsa-mir-520c	miRNA	19	54210706	54210793
wgRNA	hsa-mir-518c	miRNA	19	54211988	54212089
wgRNA	hsa-mir-524	miRNA	19	54214255	54214342
wgRNA	hsa-mir-517a	miRNA	19	54215521	54215608
wgRNA	hsa-mir-519d	miRNA	19	54216600	54216688
wgRNA	hsa-mir-521-2	miRNA	19	54219847	54219934
wgRNA	hsa-mir-520d	miRNA	19	54223349	54223436
wgRNA	hsa-mir-517b	miRNA	19	54224329	54224396
wgRNA	hsa-mir-520g	miRNA	19	54225419	54225509
wgRNA	hsa-mir-516b-2	miRNA	19	54228695	54228780
wgRNA	hsa-mir-526a-2	miRNA	19	54230175	54230240
wgRNA	hsa-mir-518e	miRNA	19	54233091	54233179
wgRNA	hsa-mir-518a-1	miRNA	19	54234259	54234344
wgRNA	hsa-mir-518d	miRNA	19	54238130	54238217
wgRNA	hsa-mir-516b-1	miRNA	19	54240098	54240188
wgRNA	hsa-mir-518a-2	miRNA	19	54242586	54242673
wgRNA	hsa-mir-517c	miRNA	19	54244566	54244661
wgRNA	hsa-mir-520h	miRNA	19	54245765	54245853
wgRNA	hsa-mir-521-1	miRNA	19	54251889	54251976
wgRNA	hsa-mir-522	miRNA	19	54254464	54254551
wgRNA	hsa-mir-519a-1	miRNA	19	54255650	54255735
wgRNA	hsa-mir-527	miRNA	19	54257271	54257356
wgRNA	hsa-mir-516a-1	miRNA	19	54259994	54260084
wgRNA	hsa-mir-1283-2	miRNA	19	54261485	54261572
wgRNA	hsa-mir-516a-2	miRNA	19	54264386	54264476
wgRNA	hsa-mir-519a-2	miRNA	19	54265597	54265684
wgRNA	hsa-mir-371	miRNA	19	54290928	54290995
wgRNA	hsa-mir-372	miRNA	19	54291143	54291210
wgRNA	hsa-mir-373	miRNA	19	54291958	54292027
wgRNA	hsa-mir-935	miRNA	19	54485560	54485651
wgRNA	hsa-mir-1274b	miRNA	19	58024374	58024441
wgRNA	SNORD119	CDBox	20	2443604	2443686
wgRNA	hsa-mir-1292	miRNA	20	2633422	2633488
wgRNA	HBII-55	CDBox	20	2634857	2634932
wgRNA	ACA51	HAcaBox	20	2635712	2635844
wgRNA	U86	CDBox	20	2636742	2636828
wgRNA	U56	CDBox	20	2637269	2637340
wgRNA	U57	CDBox	20	2637584	2637656
wgRNA	hsa-mir-103-2	miRNA	20	3898140	3898218
wgRNA	hsa-mir-103-2-as	miRNA	20	3898148	3898210
wgRNA	HBI-43	CDBox	20	17943352	17943589
wgRNA	hsa-mir-3192	miRNA	20	18451258	18451335
wgRNA	hsa-mir-663	miRNA	20	26188821	26188914
wgRNA	hsa-mir-3193	miRNA	20	30194988	30195043
wgRNA	hsa-mir-1825	miRNA	20	30825597	30825650
wgRNA	hsa-mir-644	miRNA	20	33054129	33054223
wgRNA	hsa-mir-499	miRNA	20	33578178	33578300
wgRNA	hsa-mir-1289-1	miRNA	20	34041775	34041919
wgRNA	U71b	HAcaBox	20	37053842	37053980
wgRNA	U71a	HAcaBox	20	37055948	37056086
wgRNA	U71c	HAcaBox	20	37058309	37058447
wgRNA	U71d	HAcaBox	20	37062504	37062642
wgRNA	ACA39	HAcaBox	20	37076725	37076861
wgRNA	ACA60	HAcaBox	20	37078011	37078147
wgRNA	U106	CDBox	20	47895481	47895560
wgRNA	hsa-mir-1259	miRNA	20	47896846	47896957
wgRNA	HBII-99B	CDBox	20	47896855	47896946
wgRNA	HBII-99	CDBox	20	47897219	47897309
wgRNA	hsa-mir-645	miRNA	20	49202322	49202416
wgRNA	hsa-mir-1302-5	miRNA	20	49231172	49231322
wgRNA	hsa-mir-3194	miRNA	20	50069441	50069514
wgRNA	hsa-mir-4325	miRNA	20	55896557	55896647
wgRNA	hsa-mir-296	miRNA	20	57392669	57392749
wgRNA	hsa-mir-298	miRNA	20	57393280	57393368
wgRNA	hsa-mir-646	miRNA	20	58883531	58883625
wgRNA	hsa-mir-1257	miRNA	20	60528601	60528718
wgRNA	hsa-mir-3195	miRNA	20	60639857	60639941
wgRNA	hsa-mir-1-1	miRNA	20	61151512	61151583
wgRNA	hsa-mir-133a-2	miRNA	20	61162118	61162220
wgRNA	hsa-mir-124-3	miRNA	20	61809851	61809938
wgRNA	hsa-mir-3196	miRNA	20	61870130	61870194
wgRNA	hsa-mir-4326	miRNA	20	61918159	61918218
wgRNA	hsa-mir-941-1	miRNA	20	62550793	62550882
wgRNA	hsa-mir-941-2	miRNA	20	62551100	62551189
wgRNA	hsa-mir-941-3	miRNA	20	62551212	62551301
wgRNA	hsa-mir-1914	miRNA	20	62572817	62572897
wgRNA	hsa-mir-647	miRNA	20	62573983	62574079
wgRNA	hsa-mir-3156-3	miRNA	21	14778704	14778781
wgRNA	hsa-mir-3118-5	miRNA	21	15017095	15017171
wgRNA	hsa-mir-99a	miRNA	21	17911408	17911489
wgRNA	hsa-let-7c	miRNA	21	17912147	17912231
wgRNA	hsa-mir-125b-2	miRNA	21	17962556	17962645
wgRNA	hsa-mir-548x	miRNA	21	20058407	20058482
wgRNA	hsa-mir-155	miRNA	21	26946291	26946356
wgRNA	hsa-mir-4327	miRNA	21	31747611	31747696
wgRNA	ACA67	HAcaBox	21	33749495	33749631
wgRNA	hsa-mir-802	miRNA	21	37093012	37093106
wgRNA	hsa-mir-3197	miRNA	21	42539483	42539556
wgRNA	hsa-mir-3198	miRNA	22	18246945	18247025
wgRNA	hsa-mir-648	miRNA	22	18463633	18463727
wgRNA	hsa-mir-185	miRNA	22	20020661	20020743
wgRNA	hsa-mir-1306	miRNA	22	20073580	20073665
wgRNA	hsa-mir-1286	miRNA	22	20236656	20236734
wgRNA	hsa-mir-649	miRNA	22	21388464	21388561
wgRNA	hsa-mir-301b	miRNA	22	22007269	22007347
wgRNA	hsa-mir-130b	miRNA	22	22007592	22007674
wgRNA	hsa-mir-650	miRNA	22	23165269	23165365
wgRNA	hsa-mir-548j	miRNA	22	26951177	26951289
wgRNA	hsa-mir-3199-1	miRNA	22	28316512	28316600
wgRNA	hsa-mir-3199-2	miRNA	22	28316513	28316599
wgRNA	SNORD125	CDBox	22	29729151	29729247
wgRNA	hsa-mir-3200	miRNA	22	31127543	31127628
wgRNA	hsa-mir-658	miRNA	22	38240278	38240378
wgRNA	hsa-mir-659	miRNA	22	38243684	38243781
wgRNA	U83B	CDBox	22	39709823	39709916
wgRNA	U83A	CDBox	22	39711217	39711312
wgRNA	U43	CDBox	22	39715056	39715118
wgRNA	hsa-mir-1281	miRNA	22	41488516	41488570
wgRNA	hsa-mir-33a	miRNA	22	42296947	42297016
wgRNA	hsa-mir-1249	miRNA	22	45596834	45596900
wgRNA	hsa-let-7a-3	miRNA	22	46508628	46508702
wgRNA	hsa-let-7b	miRNA	22	46509565	46509648
wgRNA	hsa-mir-3201	miRNA	22	48670175	48670227
