database_from	OMIM_gene_ids_Gene	Omim_Number	chr	txStart	txEnd
omim	C12orf44	615089	12	52463754	52471278
omim	KRT80	611161	12	52562779	52585784
omim	KRT7	148059	12	52638161	52642639
omim	KRT81	602153	12	52679696	52685318
omim	KRT86	601928	12	52695648	52702947
omim	KRT83	602765	12	52708084	52715182
omim	KRT85	602767	12	52754339	52758406
omim	KRT84	602766	12	52771595	52779436
omim	KRT82	601078	12	52787714	52800139
omim	KRT75	609025	12	52817853	52828309
omim	KRT6B	148042	12	52840434	52845910
omim	KRT6C	612315	12	52862299	52867569
omim	KRT6A	148041	12	52880957	52887041
omim	KRT5	148040	12	52908358	52914471
omim	KRT71	608245	12	52937692	52946931
omim	KRT74	608248	12	52959602	52967609
omim	KRT72	608246	12	52979372	52995247
omim	KRT73	608247	12	53001353	53012343
omim	KRT2	600194	12	53038341	53045948
omim	KRT1	139350	12	53068519	53074191
omim	KRT77	611158	12	53083409	53097247
omim	KRT3	148043	12	53183468	53189901
omim	KRT4	123940	12	53200332	53207842
omim	KRT79	611160	12	53215230	53228079
omim	KRT78	611159	12	53231587	53242067
omim	KRT8	148060	12	53342267	53343615
omim	KRT18	148070	12	53342654	53346684
omim	EIF4B	603928	12	53399941	53435993
omim	TENC1	607717	12	53440752	53458153
omim	IGFBP6	146735	12	53491219	53496129
omim	SOAT2	601311	12	53497301	53518322
omim	ITGB7	147559	12	53585106	53601066
omim	RARG	180190	12	53605114	53614043
omim	ESPL1	604143	12	53667864	53668736
omim	PFDN5	604899	12	53689308	53693234
omim	C12orf10	611366	12	53693533	53700955
omim	AAAS	605378	12	53701243	53718542
omim	SP7	606633	12	53721929	53730126
omim	SP1	189906	12	53773977	53805414
omim	AMHR2	600956	12	53817638	53825318
omim	PRR13	610459	12	53835461	53839878
omim	PCBP2	601210	12	53845885	53874945
omim	MAP3K12	600447	12	53880226	53893241
omim	TARBP2	605053	12	53894736	53900208
omim	NPFF	604643	12	53900473	53901422
omim	ATF7	606371	12	53905844	53994805
omim	ATP5G2	603193	12	54058966	54070182
omim	HOXC13	142976	12	54332534	54340328
omim	HOXC12	142975	12	54348617	54352740
omim	HOTAIR	611400	12	54357585	54360414
omim	HOXC11	605559	12	54366911	54370203
omim	HOXC10	605560	12	54379915	54383777
omim	MIR196A2	609687	12	54385521	54385631
omim	HOXC9	142971	12	54388678	54396672
omim	HOXC8	142970	12	54402831	54407570
omim	HOXC6	142972	12	54409680	54424517
omim	HOXC4	142974	12	54410714	54449111
omim	HOXC5	142973	12	54410893	54429145
omim	SMUG1	607753	12	54575058	54582778
omim	CBX5	604478	12	54635538	54653329
omim	HNRNPA1	164017	12	54679730	54680871
omim	NFE2	601490	12	54686157	54694799
omim	COPZ1	615472	12	54718985	54744362
omim	MIR148B	613787	12	54730999	54731098
omim	GPR84	606383	12	54756230	54758271
omim	ZNF385A	609124	12	54762936	54779552
omim	ITGA5	135620	12	54789044	54813244
omim	NCKAP1L	141180	12	54891494	54937726
omim	PDE1B	171891	12	54943133	54973023
omim	PPP1R1A	613246	12	54969170	54982300
omim	LACRT	607360	12	55024594	55028664
omim	DCD	606634	12	55038413	55042277
omim	MUCL1	610857	12	55248320	55252177
omim	NEUROD4	611635	12	55413728	55423798
omim	ITGA7	600536	12	56078351	56101682
omim	BLOC1S1	601444	12	56109820	56113487
omim	RDH5	601617	12	56114150	56116095
omim	CD63	155740	12	56119329	56121599
omim	GDF11	603936	12	56137063	56146136
omim	SARNP	610049	12	56151057	56211540
omim	ORMDL2	610074	12	56211827	56214260
omim	DNAJC14	606092	12	56214743	56224565
omim	MMP19	601807	12	56230753	56236720
omim	DGKA	125855	12	56325811	56347805
omim	PMEL	155550	12	56347888	56360446
omim	CDK2	116953	12	56361104	56365409
omim	RAB5B	179514	12	56367696	56388490
omim	SUOX	606887	12	56395281	56399309
omim	IKZF4	606239	12	56401452	56426388
omim	RPS26	603701	12	56435676	56438007
omim	ERBB3	190151	12	56492034	56497283
omim	PA2G4	602145	12	56495114	56503073
omim	RPL41	613315	12	56510564	56511429
omim	MYL6B	609930	12	56546039	56551766
omim	MYL6	609931	12	56552129	56555359
omim	SMARCC2	601734	12	56557128	56583332
omim	NABP2	612104	12	56618108	56623638
omim	SLC39A5	608730	12	56623846	56631630
omim	CS	118950	12	56665484	56694175
omim	CNPY2	605861	12	56679699	56709727
omim	IL23A	605580	12	56732662	56734193
omim	STAT2	600556	12	56736719	56753910
omim	APOF	107760	12	56754385	56756607
omim	TIMELESS	603887	12	56811187	56843180
omim	MIP	154050	12	56843285	56848426
omim	GLS2	606365	12	56871741	56881902
omim	RBMS2	602387	12	56915782	56983379
omim	BAZ2A	605682	12	56994251	56995313
omim	ATP5B	102910	12	57031987	57039757
omim	PTGES3	607061	12	57057950	57082068
omim	NACA	601234	12	57106287	57119138
omim	PRIM1	176635	12	57125405	57146119
omim	HSD17B6	606623	12	57146236	57181360
omim	SDR9C7	609769	12	57316937	57328189
omim	GPR182	605307	12	57388229	57390468
omim	TAC3	162330	12	57406161	57422667
omim	MYO1A	601478	12	57422300	57444549
omim	NAB2	602381	12	57482889	57489258
omim	STAT6	601512	12	57490147	57505157
omim	LRP1	107770	12	57522691	57549376
omim	NXPH4	604637	12	57610577	57620232
omim	SHMT2	138450	12	57624142	57628482
omim	STAC3	615521	12	57637235	57644967
omim	INHBC	601233	12	57828526	57845842
omim	INHBE	612031	12	57846105	57853063
omim	GLI1	165220	12	57853933	57866043
omim	ARHGAP9	610576	12	57866038	57873633
omim	MARS	156560	12	57881848	57910064
omim	DDIT3	126337	12	57910370	57914275
omim	MIR616	614489	12	57912945	57913042
omim	DCTN2	607376	12	57924093	57940992
omim	KIF5A	602821	12	57943780	57980415
omim	DTX3	613142	12	57998606	58003586
omim	ARHGEF25	610215	12	58010165	58013162
omim	B4GALNT1	601873	12	58024939	58026462
omim	OS9	609677	12	58087927	58115178
omim	AGAP2	605476	12	58120334	58132029
omim	TSPAN31	181035	12	58131795	58140845
omim	CDK4	123829	12	58141509	58146304
omim	MARCH9	613336	12	58148880	58154190
omim	CYP27B1	609506	12	58156121	58161034
omim	METTL1	604466	12	58162364	58165902
omim	METTL21B	615258	12	58165274	58174213
omim	TSFM	604723	12	58176527	58196639
omim	AVIL	613397	12	58191664	58210254
omim	CTDSP2	608711	12	58217243	58239317
omim	MIR26A2	613057	12	58218391	58218475
omim	LRIG3	608870	12	59265930	59313327
omim	SLC16A7	603654	12	60083125	60157858
omim	USP15	604731	12	62654177	62730471
omim	MIRLET7I	612148	12	62997465	62997550
omim	AVPR1A	600821	12	63540976	63544722
omim	DPY19L2	613893	12	63953975	63977942
omim	TMEM5	605862	12	64173896	64195983
omim	SRGAP1	606523	12	64238072	64541613
omim	XPOT	603180	12	64798129	64844907
omim	TBK1	604834	12	64845659	64895888
omim	RASSF3	607019	12	65004292	65088962
omim	GNS	607664	12	65110254	65153211
omim	TBC1D30	615077	12	65218351	65269568
omim	WIF1	605186	12	65444405	65515346
omim	LEMD3	607844	12	65563362	65604725
omim	MSRB3	613719	12	65672422	65860686
omim	HMGA2	600698	12	66218677	66352634
omim	IRAK3	604459	12	66582658	66648402
omim	HELB	614539	12	66696324	66731979
omim	GRIP1	604597	12	66788107	66801211
omim	CAND1	607727	12	67663497	67664575
omim	DYRK2	603496	12	68042500	68059186
omim	IFNG	147570	12	68548547	68553527
omim	IL26	605679	12	68595130	68619601
omim	IL22	605330	12	68642024	68647281
omim	MDM1	613813	12	68718784	68726104
omim	RAP1B	179530	12	69004708	69053427
omim	NUP107	607617	12	69126352	69133998
omim	MDM2	164785	12	69202991	69233629
omim	CPM	114860	12	69249536	69357049
omim	CPSF6	604979	12	69633316	69668138
omim	LYZ	153450	12	69742165	69744286
omim	YEATS4	602116	12	69753482	69784576
omim	FRS2	607743	12	69864128	69973559
omim	CCT2	605139	12	69979445	69995345
omim	LRRC10	610846	12	70002350	70004942
omim	BEST3	607337	12	70078187	70093175
omim	RAB3IP	608686	12	70132641	70190427
omim	CNOT2	604909	12	70728214	70747717
omim	KCNMB4	605223	12	70760055	70828072
omim	PTPRB	176882	12	70915182	71003624
omim	PTPRR	602853	12	71031852	71148441
omim	TSPAN8	600769	12	71518932	71533055
omim	LGR5	606667	12	71833814	71978616
omim	THAP2	612531	12	72058260	72059220
omim	RAB21	612398	12	72148653	72184699
omim	TBC1D15	612662	12	72290996	72312277
omim	TPH2	607478	12	72332625	72426221
omim	TRHDE	606950	12	72666462	73059422
omim	KCNC2	176256	12	75437136	75603215
omim	CAPS2	607724	12	75670990	75720241
omim	GLIPR1L1	610395	12	75760612	75764167
omim	GLIPR1L2	610394	12	75784896	75816712
omim	GLIPR1	602692	12	75874459	75897633
omim	KRR1	612817	12	75890683	75905401
omim	PHLDA1	605335	12	76419226	76425384
omim	NAP1L1	164060	12	76442774	76478392
omim	BBS10	610148	12	76738253	76742222
omim	OSBPL8	606736	12	76745576	76953315
omim	ZDHHC17	607799	12	77157367	77214867
omim	CSRP2	601871	12	77252494	77272840
omim	E2F7	612046	12	77415026	77459360
omim	NAV3	611629	12	78225068	78606790
omim	SYT1	185605	12	79258591	79845788
omim	PAWR	601936	12	80061758	80083810
omim	PPP1R12A	602021	12	80169708	80328711
omim	OTOGL	614925	12	80603232	80772870
omim	PTPRQ	603317	12	80906420	80933617
omim	MYF6	159991	12	81101276	81103253
omim	MYF5	159990	12	81110690	81113452
omim	LIN7A	603380	12	81186298	81331704
omim	ACSS3	614356	12	81545429	81649582
omim	PPFIA2	603143	12	81652879	81992035
omim	SLC6A15	607971	12	85254101	85306655
omim	ALX1	601527	12	85673884	85695562
omim	RASSF9	610383	12	86198330	86230348
omim	NTS	162650	12	86268074	86276770
omim	MGAT4C	607385	12	86372523	87232662
omim	CEP290	610142	12	88442960	88535747
omim	KITLG	184745	12	88890856	88974248
omim	DUSP6	602748	12	89742145	89746182
omim	POC1B	614784	12	89813499	89891034
omim	GALNT4	603565	12	89913184	89918583
omim	ATP2B1	108731	12	89981827	90049844
omim	EPYC	601657	12	91357455	91398803
omim	KERA	603288	12	91444267	91451760
omim	LUM	600616	12	91496405	91505608
omim	DCN	125255	12	91539834	91576582
omim	BTG1	109580	12	92536285	92539673
omim	EEA1	605070	12	93164412	93323107
omim	NUDT4	609229	12	93771671	93797024
omim	UBE2N	603679	12	93803517	93835032
omim	MRPL42	611847	12	93861293	93882248
omim	SOCS2	605117	12	93964174	93969950
omim	CRADD	603454	12	94071174	94288503
omim	PLXNC1	604259	12	94648303	94699431
omim	MIR492	614384	12	95228173	95228289
omim	NDUFA12	614530	12	95365107	95391223
omim	NR2C1	601529	12	95415668	95467479
omim	FGD6	613520	12	95582967	95602732
omim	METAP2	601870	12	95867937	95908102
omim	USP44	610993	12	95940225	95942445
omim	NTN4	610401	12	96051582	96184536
omim	SNRPF	603541	12	96252705	96260831
omim	HAL	609457	12	96383340	96384285
omim	LTA4H	151570	12	96394684	96437298
omim	ELK3	600247	12	96649237	96661268
omim	CDK17	603440	12	96672038	96794338
omim	NEDD1	600372	12	97301000	97347129
omim	RMST	607045	12	97825430	97958793
omim	TMPO	188380	12	98909408	98942735
omim	SLC25A3	600370	12	98987463	98988281
omim	IKBIP	609861	12	99018026	99038853
omim	APAF1	602233	12	99039448	99042710
omim	ANKS1B	607815	12	99640213	99737568
omim	SLC17A8	607557	12	100804398	100813867
omim	NR1H4	603826	12	100897137	100957420
omim	ANO4	610111	12	101441765	101522405
omim	SLC5A8	608044	12	101549270	101604185
omim	UTP20	612822	12	101673886	101780394
omim	ARL1	603425	12	101788695	101801524
omim	SPIC	612568	12	101869198	101880775
omim	MYBPC1	160794	12	101988748	102079796
omim	SYCP3	604759	12	102122650	102133191
omim	GNPTAB	607840	12	102139274	102224716
omim	DRAM1	610776	12	102271460	102315592
omim	NUP37	609264	12	102467966	102513902
omim	PARPBP	613687	12	102513955	102591298
omim	PMCH	176795	12	102590236	102591623
omim	IGF1	147440	12	102789644	102874378
omim	PAH	612349	12	103249056	103310997
omim	ASCL1	100790	12	103351463	103354294
omim	STAB2	608561	12	103981050	104160505
omim	NT5DC3	611076	12	104166087	104234975
omim	HSP90B1	191175	12	104324111	104341704
omim	TDG	601423	12	104359622	104380972
omim	HCFC2	607926	12	104484700	104497079
omim	NFYB	189904	12	104510854	104532067
omim	TXNRD1	601112	12	104682495	104744061
omim	EID3	612986	12	104697516	104698980
omim	CHST11	610128	12	104850778	104995925
omim	SLC41A2	610802	12	105196330	105322433
omim	ALDH1L2	613584	12	105444469	105478341
omim	APPL2	606231	12	105591541	105601797
omim	NUAK1	608130	12	106457117	106533811
omim	POLR3B	614366	12	106804021	106821045
omim	RFX4	603958	12	106994914	107155437
omim	RIC8B	609147	12	107168448	107281062
omim	CRY1	601933	12	107466712	107487291
omim	PRDM4	605780	12	108126642	108154937
omim	ASCL4	609155	12	108168161	108170421
omim	CMKLR1	602351	12	108681820	108714439
omim	SART3	611684	12	108916356	108955165
omim	ISCU	611911	12	108956376	108963160
omim	SELPLG	600738	12	109016604	109025854
omim	CORO1C	605269	12	109041155	109090178
omim	SSH1	606778	12	109185694	109251366
omim	DAO	124050	12	109273805	109294819
omim	SVOP	611699	12	109304657	109372439
omim	USP30	612492	12	109490390	109525831
omim	ALKBH2	610602	12	109526026	109530594
omim	UNG	191525	12	109535378	109548797
omim	ACACB	601557	12	109554399	109706031
omim	FOXN4	609429	12	109715784	109747025
omim	MYO1H	614636	12	109785707	109886176
omim	KCTD10	613421	12	109887775	109915138
omim	UBE3B	608047	12	109915459	109930542
omim	MMAB	607568	12	109993254	110011679
omim	MVK	251170	12	110011145	110023903
omim	TRPV4	605427	12	110220891	110271206
omim	GLTP	608949	12	110288747	110318293
omim	GIT2	608564	12	110367608	110434109
omim	TCHP	612654	12	110370848	110421646
omim	ANKRD13A	615123	12	110437327	110477568
omim	IFT81	605489	12	110562181	110656602
omim	ATP2A2	108740	12	110733795	110760877
omim	ANAPC7	606949	12	110811282	110816956
omim	ARPC3	604225	12	110872629	110888212
omim	VPS29	606932	12	110929429	110939883
omim	RAD9B	608368	12	110940004	110969889
omim	PPTC7	609668	12	110969119	111021125
omim	TCTN1	609863	12	111051968	111086933
omim	HVCN1	611227	12	111065645	111127222
omim	PPP1CC	176914	12	111169620	111180705
omim	MYL2	160781	12	111348622	111358381
omim	CUX2	610648	12	111471827	111788358
omim	FAM109A	614239	12	111798454	111806925
omim	SH2B3	605093	12	111872665	111887006
omim	ATXN2	601517	12	111890017	112036626
omim	BRAP	604986	12	112079949	112123790
omim	ACAD10	611181	12	112123874	112183438
omim	ALDH2	100650	12	112204690	112247442
omim	MAPKAPK5	606723	12	112279781	112331220
omim	ERP29	602287	12	112451119	112461255
omim	NAA25	612755	12	112464499	112546826
omim	TRAFD1	613197	12	112563348	112591407
omim	RPL6	603703	12	112843002	112847445
omim	PTPN11	176876	12	112856154	112856885
omim	RPH3A	612159	12	113229548	113336679
omim	OAS1	164350	12	113344581	113357708
omim	OAS3	603351	12	113376156	113411054
omim	OAS2	603350	12	113416206	113449523
omim	DTX1	602582	12	113495494	113535833
omim	RASAL1	604118	12	113537691	113573309
omim	DDX54	611665	12	113594978	113623284
omim	TPCN1	609666	12	113682065	113733999
omim	SDS	182128	12	113830249	113841693
omim	LHX5	605992	12	113899837	113909877
omim	TBX5	601620	12	114791735	114846192
omim	TBX3	601621	12	115108058	115121969
omim	MED13L	608771	12	116547920	116714886
omim	HRK	603447	12	117293948	117319246
omim	FBXW8	609073	12	117348760	117466441
omim	TESC	611585	12	117476728	117537274
omim	FBXO21	609095	12	117610314	117626836
omim	NOS1	163731	12	117645946	117799582
omim	KSR2	610737	12	117955510	118115056
omim	RFC5	600407	12	118454526	118470032
omim	PEBP1	604591	12	118573662	118583389
omim	SUDS3	608250	12	118814357	118855840
omim	SRRM4	613103	12	119419299	119600856
omim	HSPB8	608014	12	119624604	119631633
omim	PRKAB1	602740	12	120117882	120119392
omim	CIT	605629	12	120123594	120315095
omim	RAB35	604199	12	120532898	120554643
omim	GCN1L1	605614	12	120565006	120632513
omim	RPLP0	180510	12	120634504	120638913
omim	PXN	602505	12	120650116	120662180
omim	SIRT4	604482	12	120741682	120751044
omim	PLA2G1B	172410	12	120759917	120765582
omim	MSI1	603328	12	120779132	120806983
omim	COX6A1	602072	12	120875892	120878545
omim	TRIAP1	614943	12	120882010	120884173
omim	SRSF9	601943	12	120899470	120907596
omim	DYNLL1	601562	12	120933915	120935476
omim	POP5	609992	12	121016850	121019139
omim	CABP1	605563	12	121088309	121104838
omim	MLEC	613802	12	121125047	121134493
omim	ACADS	606885	12	121163663	121177397
omim	SPPL3	608240	12	121200312	121342174
omim	HNF1A	142410	12	121416453	121434969
omim	OASL	603281	12	121458359	121476959
omim	P2RX7	602566	12	121570630	121623338
omim	P2RX4	600846	12	121647659	121671909
omim	CAMKK2	615002	12	121675499	121735860
omim	ANAPC5	606948	12	121746159	121785686
omim	RNF34	608299	12	121837843	121862154
omim	KDM2B	609078	12	121866899	122018364
omim	ORAI1	610277	12	122064454	122080583
omim	SETD1B	611055	12	122242637	122270562
omim	HPD	609695	12	122277435	122301502
omim	PSMD9	603146	12	122326636	122356203
omim	BCL7A	601406	12	122457327	122499948
omim	MLXIP	608090	12	122516627	122629266
omim	IL31	609509	12	122656576	122658746
omim	B3GNT4	605864	12	122689146	122692084
omim	DIABLO	605219	12	122692215	122710599
omim	VPS33A	610034	12	122735604	122750863
omim	CLIP1	179838	12	122755980	122848564
omim	KNTC1	607363	12	123011794	123110879
omim	HCAR1	606923	12	123104823	123215390
omim	HCAR2	609163	12	123185839	123187890
omim	HCAR3	606039	12	123199302	123201439
omim	DENR	604550	12	123237370	123254617
omim	CCDC62	613481	12	123265786	123311929
omim	HIP1R	605613	12	123319972	123347507
omim	VPS37B	610037	12	123349881	123380991
omim	ABCB9	605453	12	123413540	123451047
omim	ARL6IP4	607668	12	123464606	123467456
omim	PITPNM2	608920	12	123468026	123594975
omim	MPHOSPH9	605501	12	123640945	123647573
omim	C12orf65	613541	12	123718301	123742484
omim	CDK2AP1	602198	12	123745558	123752624
omim	SBNO1	614274	12	123780451	123849375
omim	SETD8	607240	12	123868319	123893905
omim	RILPL2	614093	12	123899935	123921264
omim	RILPL1	614092	12	123955924	124018265
omim	EIF2B1	606686	12	124105619	124118244
omim	GTF2H3	601750	12	124118375	124145376
omim	TCTN2	613846	12	124155659	124192554
omim	ATP6V0A2	611716	12	124240873	124243234
omim	DNAH10	605884	12	124247041	124420753
omim	NCOR2	600848	12	124808961	125020149
omim	SCARB1	601040	12	125262185	125348393
omim	UBC	191340	12	125396149	125399894
omim	AACS	614364	12	125549986	125627861
omim	TMEM132D	611257	12	129556270	130388211
omim	FZD10	606147	12	130647003	130650284
omim	PIWIL1	605571	12	130822431	130857182
omim	RIMBP2	611602	12	130916191	131002462
omim	STX2	132350	12	131274144	131323811
omim	RAN	601179	12	131356640	131360508
omim	GPR133	613639	12	131561315	131623808
omim	SFSWAP	601945	12	132195633	132284282
omim	MMP17	602285	12	132312937	132336316
omim	ULK1	603168	12	132379195	132407712
omim	PUS1	608109	12	132413797	132428406
omim	EP400	606265	12	132434507	132565005
omim	NOC4L	612819	12	132635385	132637013
omim	GALNT9	606251	12	132681053	132905789
omim	MUC8	601932	12	133049333	133050726
omim	P2RX2	600844	12	133195402	133198558
omim	POLE	174762	12	133200347	133413387
omim	PGAM5	614939	12	133287404	133295752
omim	GOLGA3	602581	12	133345500	133398898
omim	CHFR	605209	12	133416937	133464184
omim	ZNF26	194537	12	133580989	133588713
omim	ZNF140	604082	12	133656423	133684130
omim	ZNF10	194538	12	133707569	133778955
omim	ZNF268	604753	12	133707569	133778955
omim	TUBA3C	602528	13	19747909	19755992
omim	TPTE2	606791	13	19997016	20077417
omim	MPHOSPH8	611626	13	20207787	20245126
omim	PSPC1	612408	13	20276639	20357057
omim	ZMYM2	602221	13	20600658	20660887
omim	GJA3	121015	13	20712393	20735188
omim	GJB2	121011	13	20761608	20767037
omim	GJB6	604418	13	20796109	20806440
omim	CRYL1	609877	13	21001268	21063575
omim	IFT88	600595	13	21141290	21265501
omim	IL17D	607587	13	21277481	21297237
omim	XPO4	611449	13	21429772	21477187
omim	LATS2	604861	13	21549008	21634429
omim	SAP18	602949	13	21714652	21723221
omim	MRP63	611997	13	21750783	21753223
omim	MICU2	610632	13	22066835	22077212
omim	FGF9	600921	13	22255251	22275971
omim	SGCG	608896	13	23755144	23898680
omim	SACS	604490	13	23927874	23929029
omim	TNFRSF19	606122	13	24144508	24249028
omim	MIPEP	602241	13	24455837	24463537
omim	C1QTNF9B	614148	13	24465237	24471641
omim	SPATA13	613324	13	24553943	24881207
omim	C1QTNF9	614285	13	24883715	24896673
omim	PARP4	607519	13	24995063	25086948
omim	ATP12A	182360	13	25254548	25285921
omim	RNF17	605793	13	25338338	25398515
omim	CENPJ	609279	13	25459427	25460217
omim	PABPC3	604680	13	25670299	25673389
omim	AMER2	614659	13	25743228	25746425
omim	MTMR6	603561	13	25832758	25835946
omim	NUPL1	607615	13	25875768	25910478
omim	ATP8A2	605870	13	26141270	26501421
omim	RNF6	604242	13	26786911	26795840
omim	CDK8	603184	13	26828778	26978218
omim	WASF3	605068	13	27131886	27263085
omim	GPR12	600752	13	27332446	27334427
omim	RPL21	603636	13	27825445	27830705
omim	RASL11A	612403	13	27844463	27847827
omim	GTF3A	600860	13	27998680	28009825
omim	LNX2	609733	13	28120049	28194541
omim	POLR1D	613715	13	28194902	28197589
omim	PDX1	600733	13	28494156	28500368
omim	CDX2	600297	13	28536273	28545276
omim	FLT3	136351	13	28577410	28674729
omim	FLT1	165070	13	28973180	29069265
omim	POMP	613386	13	29233240	29253062
omim	SLC7A1	104615	13	30091003	30093647
omim	UBL3	604711	13	30338507	30424821
omim	KATNAL1	614764	13	30776766	30881621
omim	HMGB1	163905	13	31032883	31191734
omim	ALOX5AP	603700	13	31309644	31338556
omim	HSPH1	610703	13	31711057	31736525
omim	B3GALTL	610308	13	31774072	31906413
omim	RXFP2	606655	13	32313678	32377009
omim	FRY	614818	13	32605691	32612757
omim	BRCA2	600185	13	32889610	32973347
omim	PDS5B	605333	13	33160563	33352157
omim	KL	604824	13	33590206	33635665
omim	STARD13	609866	13	33677306	33760216
omim	RFC3	600405	13	34392205	34540695
omim	NBEA	604889	13	35516423	36246872
omim	MAB21L1	601280	13	36047925	36050832
omim	DCLK1	604742	13	36345477	36705443
omim	SPG20	607111	13	36877738	36920630
omim	CCNA1	604036	13	37006494	37017019
omim	RFXAP	601861	13	37393360	37403241
omim	SMAD9	603295	13	37453598	37494902
omim	ALG5	604565	13	37523911	37573504
omim	EXOSC8	606019	13	37572952	37580290
omim	SUPT20H	613417	13	37583452	37633850
omim	POSTN	608777	13	38142819	38145672
omim	TRPC4	603651	13	38211001	38443939
omim	UFM1	610553	13	38924251	38937137
omim	FREM2	608945	13	39261265	39460074
omim	STOML3	608327	13	39540062	39564996
omim	LHFP	606710	13	40175449	40177665
omim	COG6	606977	13	40253732	40256610
omim	FOXO1	136533	13	41134895	41136901
omim	MRPS31	611992	13	41303431	41323749
omim	SLC25A15	603861	13	41363547	41382606
omim	ELF1	189973	13	41506167	41556378
omim	WBP4	604981	13	41635695	41657332
omim	MTRF1	604601	13	41790504	41837713
omim	RGCC	610077	13	42038250	42042980
omim	DGKH	604071	13	42622888	42803888
omim	AKAP11	604696	13	42846288	42897396
omim	TNFSF11	602642	13	43148290	43182149
omim	EPSTI1	607441	13	43460523	43566385
omim	DNAJC15	615339	13	43597338	43683045
omim	ENOX1	610914	13	43894986	43935213
omim	CCDC122	613408	13	44410487	44453826
omim	LACC1	613409	13	44453419	44468067
omim	TSC22D1	607715	13	45007660	45150392
omim	NUFIP1	604354	13	45513383	45563618
omim	GTF2F2	189969	13	45780489	45841468
omim	TPT1	600763	13	45912319	45915221
omim	SLC25A30	610793	13	45969618	45992509
omim	COG3	606975	13	46065603	46086133
omim	CPB2	603101	13	46627320	46679161
omim	LCP1	153430	13	46700844	46717015
omim	LRCH1	610368	13	47127302	47327175
omim	ESD	133280	13	47345469	47371268
omim	HTR2A	182135	13	47407512	47471169
omim	SUCLA2	603921	13	48516790	48575462
omim	MED4	605718	13	48651103	48669267
omim	ITM2B	603904	13	48807338	48835524
omim	RB1	614041	13	48877910	49056122
omim	LPAR6	609239	13	48985274	49001043
omim	RCBTB2	603524	13	49086267	49107316
omim	CYSLTR2	605666	13	49280950	49283498
omim	MLNR	602885	13	49794473	49796513
omim	CAB39L	612175	13	49884264	49925263
omim	SETDB2	607865	13	50018894	50059981
omim	PHF11	607796	13	50070096	50103123
omim	RCBTB1	607867	13	50106081	50141459
omim	ARL11	609351	13	50202434	50208008
omim	KPNA3	601892	13	50273446	50367057
omim	SPRYD7	607866	13	50486841	50510626
omim	TRIM13	605661	13	50571167	50592587
omim	KCNRG	607947	13	50589389	50595056
omim	DLEU2	605766	13	50618049	50656127
omim	MIR16-1	609704	13	50623108	50623197
omim	DLEU1	605765	13	50656306	51102670
omim	RNASEH2B	610326	13	51502497	51530631
omim	GUCY1B2	603695	13	51568646	51640142
omim	INTS6	604331	13	51939782	52027172
omim	WDFY2	610418	13	52313283	52327259
omim	ATP7B	606882	13	52508828	52585547
omim	ALG11	613666	13	52594704	52602885
omim	UTP14C	608969	13	52598826	52607736
omim	NEK3	604044	13	52706778	52733510
omim	VPS36	610903	13	52986736	53024757
omim	CKAP2	611569	13	53029573	53039978
omim	SUGT1	604098	13	53226973	53262007
omim	LECT1	605147	13	53277403	53313915
omim	PCDH8	603580	13	53418115	53422640
omim	OLFM4	614061	13	53602893	53626192
omim	PCDH17	611760	13	58206654	58303445
omim	DIAPH3	614567	13	60348296	60587343
omim	TDRD3	614392	13	60971121	61148011
omim	PCDH20	614449	13	61983817	61989655
omim	PCDH9	603581	13	66877251	67804463
omim	KLHL1	605332	13	70275743	70681814
omim	ATXN8OS	603680	13	70682043	70705678
omim	DACH1	603803	13	72014077	72440907
omim	MZT1	613448	13	73282494	73301825
omim	BORA	610510	13	73302060	73329466
omim	DIS3	607533	13	73354983	73356232
omim	PIBF1	607532	13	73543740	73590199
omim	KLF5	602903	13	73632929	73651676
omim	KLF12	607531	13	74387009	74569193
omim	TBC1D4	612465	13	75869000	75876957
omim	COMMD6	612377	13	76099354	76112938
omim	UCHL3	603090	13	76123618	76169126
omim	LMO7	604362	13	76397761	76412588
omim	KCTD12	610521	13	77455987	77460540
omim	IRG1	615275	13	77522631	77532777
omim	CLN5	608102	13	77564794	77576652
omim	FBXL3	605653	13	77575695	77592821
omim	MYCBP2	610392	13	77672202	77901179
omim	SCEL	604112	13	78109894	78218644
omim	SLAIN1	610491	13	78272022	78338259
omim	EDNRB	131244	13	78469615	78492966
omim	POU4F1	601632	13	79173226	79177673
omim	NDFIP2	610041	13	80055286	80130210
omim	SPRY2	602466	13	80910892	80914243
omim	SLITRK1	609678	13	84451343	84456528
omim	SLITRK6	609681	13	86366924	86373623
omim	SLITRK5	609680	13	88325497	88330562
omim	MIR17HG	609415	13	92000195	92004350
omim	MIR17	609416	13	92002858	92002942
omim	MIR18A	609417	13	92002996	92003088
omim	MIR19A	609418	13	92003144	92003226
omim	MIR20A	609420	13	92003318	92003389
omim	MIR19B1	609419	13	92003445	92003532
omim	MIR92A1	609422	13	92003567	92003647
omim	GPC5	602446	13	92377311	92408693
omim	GPC6	604404	13	93879094	95059655
omim	DCT	191275	13	95114374	95120209
omim	GPR180	607787	13	95254156	95286899
omim	SOX21	604974	13	95361885	95364389
omim	ABCC4	605250	13	95723983	95726030
omim	DZIP1	608671	13	96234205	96296957
omim	DNAJC3	601184	13	96329411	96444097
