Database_from	ID	Chromosome	Start_Coordinate	Stop_Coordinate
PseudoGene	PGOHUM00000234517	19	12618365	12618841
PseudoGene	PGOHUM00000234518	19	12618928	12619074
PseudoGene	PGOHUM00000234519	19	12670385	12671916
PseudoGene	PGOHUM00000234522	19	13004947	13005691
PseudoGene	PGOHUM00000234523	19	13269427	13269568
PseudoGene	PGOHUM00000234524	19	14181154	14182049
PseudoGene	PGOHUM00000234526	19	14739411	14739613
PseudoGene	PGOHUM00000234527	19	14834732	14834921
PseudoGene	PGOHUM00000234528	19	15027240	15028192
PseudoGene	PGOHUM00000234529	19	15037870	15038836
PseudoGene	PGOHUM00000234531	19	15674884	15695532
PseudoGene	PGOHUM00000234532	19	15775116	15780604
PseudoGene	PGOHUM00000234533	19	16163038	16163520
PseudoGene	PGOHUM00000234535	19	16523495	16524384
PseudoGene	PGOHUM00000234536	19	16823126	16823245
PseudoGene	PGOHUM00000234537	19	18141438	18142836
PseudoGene	PGOHUM00000234538	19	18151147	18151866
PseudoGene	PGOHUM00000234539	19	18159447	18159907
PseudoGene	PGOHUM00000234540	19	18678260	18678361
PseudoGene	PGOHUM00000234544	19	19860545	19860998
PseudoGene	PGOHUM00000234545	19	19861426	19863348
PseudoGene	PGOHUM00000234546	19	19879540	19879795
PseudoGene	PGOHUM00000234547	19	19923571	19923817
PseudoGene	PGOHUM00000234548	19	19937808	19938282
PseudoGene	PGOHUM00000234552	19	20054512	20145141
PseudoGene	PGOHUM00000234554	19	20229843	20231068
PseudoGene	PGOHUM00000234556	19	20247748	20248073
PseudoGene	PGOHUM00000234558	19	20309242	20310232
PseudoGene	PGOHUM00000234560	19	20359861	20414603
PseudoGene	PGOHUM00000234561	19	20378640	20379197
PseudoGene	PGOHUM00000234562	19	20440933	20441058
PseudoGene	PGOHUM00000234563	19	20462317	20462886
PseudoGene	PGOHUM00000234564	19	20500467	20500595
PseudoGene	PGOHUM00000234566	19	20634065	20634190
PseudoGene	PGOHUM00000234568	19	20672330	20672458
PseudoGene	PGOHUM00000234569	19	20874142	20874812
PseudoGene	PGOHUM00000234571	19	20878719	20879342
PseudoGene	PGOHUM00000234573	19	20941246	20941758
PseudoGene	PGOHUM00000234575	19	20996970	20997459
PseudoGene	PGOHUM00000234576	19	21054161	21055173
PseudoGene	PGOHUM00000234577	19	21061475	21062439
PseudoGene	PGOHUM00000234578	19	21067211	21067842
PseudoGene	PGOHUM00000234579	19	21069998	21070871
PseudoGene	PGOHUM00000234580	19	21081848	21082875
PseudoGene	PGOHUM00000234581	19	21087689	21088449
PseudoGene	PGOHUM00000234582	19	21093737	21094304
PseudoGene	PGOHUM00000234583	19	21098278	21099043
PseudoGene	PGOHUM00000234586	19	21143914	21146173
PseudoGene	PGOHUM00000234587	19	21147641	21148000
PseudoGene	PGOHUM00000234589	19	21238630	21238785
PseudoGene	PGOHUM00000234591	19	21246760	21247007
PseudoGene	PGOHUM00000234593	19	21306671	21306993
PseudoGene	PGOHUM00000234600	19	21562333	21562479
PseudoGene	PGOHUM00000234601	19	21565667	21569979
PseudoGene	PGOHUM00000234602	19	21581413	21581517
PseudoGene	PGOHUM00000234605	19	21775514	21775847
PseudoGene	PGOHUM00000234606	19	21820776	21839222
PseudoGene	PGOHUM00000234608	19	21933856	21934718
PseudoGene	PGOHUM00000234609	19	21983282	21983989
PseudoGene	PGOHUM00000234610	19	22009564	22010081
PseudoGene	PGOHUM00000234612	19	22180451	22180938
PseudoGene	PGOHUM00000234616	19	22320733	22321780
PseudoGene	PGOHUM00000234618	19	22385930	22386407
PseudoGene	PGOHUM00000234619	19	22545391	22545627
PseudoGene	PGOHUM00000234620	19	22646725	22655221
PseudoGene	PGOHUM00000234621	19	22688226	22688375
PseudoGene	PGOHUM00000234623	19	22788450	22791013
PseudoGene	PGOHUM00000234624	19	22792410	22793400
PseudoGene	PGOHUM00000234627	19	22882154	22882493
PseudoGene	PGOHUM00000234628	19	22956655	22957223
PseudoGene	PGOHUM00000234629	19	23031063	23041815
PseudoGene	PGOHUM00000234631	19	23044101	23044396
PseudoGene	PGOHUM00000234632	19	23177773	23178256
PseudoGene	PGOHUM00000234633	19	23308467	23311342
PseudoGene	PGOHUM00000234635	19	23419120	23419653
PseudoGene	PGOHUM00000234637	19	23563119	23563675
PseudoGene	PGOHUM00000234638	19	23567332	23568092
PseudoGene	PGOHUM00000234639	19	23627069	23627931
PseudoGene	PGOHUM00000234640	19	23778890	23781084
PseudoGene	PGOHUM00000234643	19	24117181	24118638
PseudoGene	PGOHUM00000234645	19	24308536	24308679
PseudoGene	PGOHUM00000234648	19	28294539	28295303
PseudoGene	PGOHUM00000234649	19	28296801	28297104
PseudoGene	PGOHUM00000234650	19	28420042	28420187
PseudoGene	PGOHUM00000234651	19	28454171	28474490
PseudoGene	PGOHUM00000234652	19	30528192	30528311
PseudoGene	PGOHUM00000234653	19	30528330	30529091
PseudoGene	PGOHUM00000234654	19	31660651	31661031
PseudoGene	PGOHUM00000234655	19	33126984	33127378
PseudoGene	PGOHUM00000234656	19	33453686	33453778
PseudoGene	PGOHUM00000234658	19	33542382	33542607
PseudoGene	PGOHUM00000234660	19	33832109	33832887
PseudoGene	PGOHUM00000234661	19	34512564	34512797
PseudoGene	PGOHUM00000234662	19	34617877	34618325
PseudoGene	PGOHUM00000234663	19	35136778	35136957
PseudoGene	PGOHUM00000234666	19	35316276	35316902
PseudoGene	PGOHUM00000234667	19	35357255	35357815
PseudoGene	PGOHUM00000234668	19	35566702	35567387
PseudoGene	PGOHUM00000234669	19	35570772	35579736
PseudoGene	PGOHUM00000234670	19	35595418	35597301
PseudoGene	PGOHUM00000234671	19	35873074	35874951
PseudoGene	PGOHUM00000234674	19	36912439	36913686
PseudoGene	PGOHUM00000234675	19	37392644	37393018
PseudoGene	PGOHUM00000234680	19	38061178	38062127
PseudoGene	PGOHUM00000234681	19	38063745	38065650
PseudoGene	PGOHUM00000234682	19	38070508	38071408
PseudoGene	PGOHUM00000234683	19	38282412	38283505
PseudoGene	PGOHUM00000234684	19	38293628	38295166
PseudoGene	PGOHUM00000234686	19	40025103	40025658
PseudoGene	PGOHUM00000234687	19	40043772	40043999
PseudoGene	PGOHUM00000234688	19	40075341	40075549
PseudoGene	PGOHUM00000234689	19	40079595	40079762
PseudoGene	PGOHUM00000234690	19	40081621	40081785
PseudoGene	PGOHUM00000234691	19	40088475	40088639
PseudoGene	PGOHUM00000234692	19	40131118	40131327
PseudoGene	PGOHUM00000234693	19	40135142	40135310
PseudoGene	PGOHUM00000234695	19	40172639	40174778
PseudoGene	PGOHUM00000234696	19	40185108	40185317
PseudoGene	PGOHUM00000234697	19	40188546	40188710
PseudoGene	PGOHUM00000234700	19	41642225	41643189
PseudoGene	PGOHUM00000234701	19	42012068	42012810
PseudoGene	PGOHUM00000234702	19	42107566	42107894
PseudoGene	PGOHUM00000234703	19	42111297	42111588
PseudoGene	PGOHUM00000234704	19	42156601	42156872
PseudoGene	PGOHUM00000234705	19	42218886	42219343
PseudoGene	PGOHUM00000234709	19	42333722	42334890
PseudoGene	PGOHUM00000234710	19	43159289	43166230
PseudoGene	PGOHUM00000234712	19	43174504	43174926
PseudoGene	PGOHUM00000234713	19	44231422	44231865
PseudoGene	PGOHUM00000234717	19	44794245	44795110
PseudoGene	PGOHUM00000234718	19	44801257	44801508
PseudoGene	PGOHUM00000234719	19	44971867	44977442
PseudoGene	PGOHUM00000234720	19	45268396	45268713
PseudoGene	PGOHUM00000234722	19	45631796	45632287
PseudoGene	PGOHUM00000234723	19	46700278	46700537
PseudoGene	PGOHUM00000234724	19	46722680	46723174
PseudoGene	PGOHUM00000234725	19	47036926	47037620
PseudoGene	PGOHUM00000234726	19	47061898	47062896
PseudoGene	PGOHUM00000234727	19	47312841	47313436
PseudoGene	PGOHUM00000234729	19	48297906	48298171
PseudoGene	PGOHUM00000234731	19	48755039	48755341
PseudoGene	PGOHUM00000234734	19	49778376	49778620
PseudoGene	PGOHUM00000234735	19	50474840	50475694
PseudoGene	PGOHUM00000234736	19	51261631	51262694
PseudoGene	PGOHUM00000234737	19	51623242	51641490
PseudoGene	PGOHUM00000234738	19	51647079	51647934
PseudoGene	PGOHUM00000234739	19	51688069	51694116
PseudoGene	PGOHUM00000234740	19	51688695	51688972
PseudoGene	PGOHUM00000234741	19	51702238	51704695
PseudoGene	PGOHUM00000234742	19	51714454	51715405
PseudoGene	PGOHUM00000234743	19	51784117	51784350
PseudoGene	PGOHUM00000234744	19	51785732	51786279
PseudoGene	PGOHUM00000234745	19	51945631	51945904
PseudoGene	PGOHUM00000234746	19	52124395	52124945
PseudoGene	PGOHUM00000234748	19	52646296	52646586
PseudoGene	PGOHUM00000234749	19	52789294	52789395
PseudoGene	PGOHUM00000234752	19	52943347	52945274
PseudoGene	PGOHUM00000234760	19	53507296	53508129
PseudoGene	PGOHUM00000234763	19	53818390	53819293
PseudoGene	PGOHUM00000234771	19	53945116	53945857
PseudoGene	PGOHUM00000234773	19	53982604	53983342
PseudoGene	PGOHUM00000234776	19	54120058	54120506
PseudoGene	PGOHUM00000234777	19	54278853	54279136
PseudoGene	PGOHUM00000234779	19	54771859	54772896
PseudoGene	PGOHUM00000234782	19	55063243	55063541
PseudoGene	PGOHUM00000234783	19	55119557	55184088
PseudoGene	PGOHUM00000234784	19	55159384	55160302
PseudoGene	PGOHUM00000234785	19	55163541	55163677
PseudoGene	PGOHUM00000234786	19	55208083	55208244
PseudoGene	PGOHUM00000234787	19	55208561	55210288
PseudoGene	PGOHUM00000234789	19	55220819	55222202
PseudoGene	PGOHUM00000234799	19	56288930	56290272
PseudoGene	PGOHUM00000234802	19	56865931	56866163
PseudoGene	PGOHUM00000234803	19	56897595	56898041
PseudoGene	PGOHUM00000234804	19	57060326	57061119
PseudoGene	PGOHUM00000234806	19	57272316	57272591
PseudoGene	PGOHUM00000234807	19	57433382	57433585
PseudoGene	PGOHUM00000234808	19	57576714	57577504
PseudoGene	PGOHUM00000234809	19	57661881	57662343
PseudoGene	PGOHUM00000234810	19	57686599	57689287
PseudoGene	PGOHUM00000234812	19	57971273	57971488
PseudoGene	PGOHUM00000234814	19	58175660	58176404
PseudoGene	PGOHUM00000234818	19	58555959	58558134
PseudoGene	PGOHUM00000234819	19	58648181	58648418
PseudoGene	PGOHUM00000234820	19	58677451	58678386
PseudoGene	PGOHUM00000234821	19	58727546	58727924
PseudoGene	PGOHUM00000234826	19	58956108	58956906
PseudoGene	PGOHUM00000234828	19	59092782	59093281
PseudoGene	PGOHUM00000234829	19	59097119	59097725
PseudoGene	PGOHUM00000250556	19	9376093	9376985
PseudoGene	PGOHUM00000250558	19	9803389	9803502
PseudoGene	PGOHUM00000250562	19	17700410	17700880
PseudoGene	PGOHUM00000250573	19	22551404	22551754
PseudoGene	PGOHUM00000250575	19	34080115	34080594
PseudoGene	PGOHUM00000250577	19	42989390	42990000
PseudoGene	PGOHUM00000250578	19	43375225	43433879
PseudoGene	PGOHUM00000250579	19	43453680	43453907
PseudoGene	PGOHUM00000250580	19	45024551	45024751
PseudoGene	PGOHUM00000250581	19	45028014	45047890
PseudoGene	PGOHUM00000250586	19	54558761	54559012
PseudoGene	PGOHUM00000250590	19	58337832	58338146
PseudoGene	PGOHUM00000250591	19	59110349	59110589
PseudoGene	PGOHUM00000250593	19	10152402	10158137
PseudoGene	PGOHUM00000250595	19	11795714	11796095
PseudoGene	PGOHUM00000250601	19	24014398	24016337
PseudoGene	PGOHUM00000250603	19	30412089	30412565
PseudoGene	PGOHUM00000250604	19	33454414	33454760
PseudoGene	PGOHUM00000250605	19	35231293	35231466
PseudoGene	PGOHUM00000250607	19	41675766	41676068
PseudoGene	PGOHUM00000250610	19	42307627	42312105
PseudoGene	PGOHUM00000250611	19	49183338	49184277
PseudoGene	PGOHUM00000250612	19	52011827	52012309
PseudoGene	PGOHUM00000250613	19	52012315	52012567
PseudoGene	PGOHUM00000250620	19	53832697	53833040
PseudoGene	PGOHUM00000250622	19	53926065	53926934
PseudoGene	PGOHUM00000250623	19	53952762	53959387
PseudoGene	PGOHUM00000250624	19	53959490	53960751
PseudoGene	PGOHUM00000250630	19	58379338	58379831
PseudoGene	PGOHUM00000256840	19	8193377	8193851
PseudoGene	PGOHUM00000256842	19	15082755	15083390
PseudoGene	PGOHUM00000256845	19	36448023	36448285
PseudoGene	PGOHUM00000256847	19	20368529	20370224
PseudoGene	PGOHUM00000256848	19	21892364	21892968
PseudoGene	PGOHUM00000256849	19	22123695	22124335
PseudoGene	PGOHUM00000256850	19	22323271	22323919
PseudoGene	PGOHUM00000256851	19	23387109	23387454
PseudoGene	PGOHUM00000258059	19	20349079	20349198
PseudoGene	PGOHUM00000258061	19	41331077	41332677
PseudoGene	PGOHUM00000258062	19	50837134	50840934
PseudoGene	PGOHUM00000258064	19	15449786	15450002
PseudoGene	PGOHUM00000258066	19	37118258	37118444
PseudoGene	PGOHUM00000258068	19	56884532	56889317
PseudoGene	PGOHUM00000259290	19	182673	191327
PseudoGene	PGOHUM00000259293	19	2269877	2270874
PseudoGene	PGOHUM00000259297	19	6957049	6972388
PseudoGene	PGOHUM00000259300	19	9232820	9233155
PseudoGene	PGOHUM00000259303	19	15871056	15880525
PseudoGene	PGOHUM00000259304	19	15932607	15934604
PseudoGene	PGOHUM00000259305	19	16485577	16486177
PseudoGene	PGOHUM00000259306	19	19959520	19960527
PseudoGene	PGOHUM00000259308	19	20167275	20167403
PseudoGene	PGOHUM00000259309	19	20243271	20243396
PseudoGene	PGOHUM00000259310	19	20285876	20287878
PseudoGene	PGOHUM00000259311	19	20317644	20317763
PseudoGene	PGOHUM00000259312	19	20434803	20435359
PseudoGene	PGOHUM00000259313	19	20626028	20626553
PseudoGene	PGOHUM00000259314	19	20765890	20766420
PseudoGene	PGOHUM00000259315	19	20967447	20967958
PseudoGene	PGOHUM00000259316	19	22482319	22482664
PseudoGene	PGOHUM00000259317	19	23023280	23023735
PseudoGene	PGOHUM00000259321	19	23981784	23982298
PseudoGene	PGOHUM00000259323	19	29281593	29283778
PseudoGene	PGOHUM00000259324	19	34513575	34514332
PseudoGene	PGOHUM00000259328	19	38184190	38184465
PseudoGene	PGOHUM00000259330	19	39745559	39745909
PseudoGene	PGOHUM00000259331	19	41327390	41327533
PseudoGene	PGOHUM00000259332	19	41328117	41328305
PseudoGene	PGOHUM00000259333	19	41556357	41558367
PseudoGene	PGOHUM00000259334	19	41562598	41567580
PseudoGene	PGOHUM00000259335	19	42027407	42028351
PseudoGene	PGOHUM00000259336	19	42412290	42414250
PseudoGene	PGOHUM00000259337	19	43261390	43262433
PseudoGene	PGOHUM00000259338	19	43600359	43600859
PseudoGene	PGOHUM00000259339	19	43601247	43601501
PseudoGene	PGOHUM00000259340	19	43682274	43682626
PseudoGene	PGOHUM00000259341	19	43682855	43683316
PseudoGene	PGOHUM00000259342	19	43724105	43725022
PseudoGene	PGOHUM00000259344	19	46640005	46640965
PseudoGene	PGOHUM00000259346	19	49528722	49529353
PseudoGene	PGOHUM00000259347	19	49541739	49542369
PseudoGene	PGOHUM00000259348	19	49553477	49554108
PseudoGene	PGOHUM00000259349	19	51390971	51391128
PseudoGene	PGOHUM00000259350	19	51430337	51430825
PseudoGene	PGOHUM00000259352	19	52744805	52745693
PseudoGene	PGOHUM00000259353	19	53099502	53099943
PseudoGene	PGOHUM00000259355	19	53269014	53269445
PseudoGene	PGOHUM00000259357	19	53715965	53716642
PseudoGene	PGOHUM00000259358	19	53727227	53727918
PseudoGene	PGOHUM00000259359	19	53959913	53960604
PseudoGene	PGOHUM00000259360	19	54161229	54161803
PseudoGene	PGOHUM00000259361	19	54275760	54275936
PseudoGene	PGOHUM00000259363	19	56888406	56889161
PseudoGene	PGOHUM00000259365	19	57820087	57820848
PseudoGene	PGOHUM00000259367	19	58830724	58831426
PseudoGene	PGOHUM00000259370	19	195714	196114
PseudoGene	PGOHUM00000259371	19	197928	198511
PseudoGene	PGOHUM00000259373	19	6593338	6594066
PseudoGene	PGOHUM00000259378	19	16485598	16485858
PseudoGene	PGOHUM00000259379	19	19819774	19821278
PseudoGene	PGOHUM00000259382	19	19967783	19968293
PseudoGene	PGOHUM00000259383	19	20173578	20174097
PseudoGene	PGOHUM00000259385	19	20332687	20333228
PseudoGene	PGOHUM00000259388	19	20599320	20599830
PseudoGene	PGOHUM00000259390	19	21300776	21301717
PseudoGene	PGOHUM00000259391	19	21371289	21371756
PseudoGene	PGOHUM00000259392	19	21500963	21501456
PseudoGene	PGOHUM00000259395	19	23471422	23472147
PseudoGene	PGOHUM00000259398	19	24025351	24025521
PseudoGene	PGOHUM00000259399	19	24227638	24324101
PseudoGene	PGOHUM00000259400	19	35033571	35034295
PseudoGene	PGOHUM00000259401	19	35125773	35126621
PseudoGene	PGOHUM00000259402	19	35270339	35270736
PseudoGene	PGOHUM00000259403	19	35292028	35292564
PseudoGene	PGOHUM00000259406	19	42221376	42222541
PseudoGene	PGOHUM00000259407	19	42265159	42266317
PseudoGene	PGOHUM00000259412	19	49532963	49533594
PseudoGene	PGOHUM00000259413	19	49545355	49545985
PseudoGene	PGOHUM00000259416	19	52101797	52104959
PseudoGene	PGOHUM00000259417	19	52152115	52152860
PseudoGene	PGOHUM00000259418	19	52418043	52418846
PseudoGene	PGOHUM00000259419	19	52829178	52829857
PseudoGene	PGOHUM00000259420	19	52976909	52977652
PseudoGene	PGOHUM00000259421	19	53095355	53100599
PseudoGene	PGOHUM00000259423	19	53707266	53716910
PseudoGene	PGOHUM00000259424	19	54006660	54007529
PseudoGene	PGOHUM00000259429	19	55270059	55278793
PseudoGene	PGOHUM00000259433	19	56218916	56219221
PseudoGene	PGOHUM00000259434	19	56755412	56758845
PseudoGene	PGOHUM00000259435	19	58619306	58620035
PseudoGene	PGOHUM00000259436	19	58830643	58831855
PseudoGene	PGOHUM00000259437	19	58907506	58908154
PseudoGene	PGOHUM00000261257	19	6553764	6553954
PseudoGene	PGOHUM00000261258	19	6554260	6554498
PseudoGene	PGOHUM00000261259	19	7005022	7005826
PseudoGene	PGOHUM00000261262	19	21208724	21208849
PseudoGene	PGOHUM00000261264	19	40449239	40449403
PseudoGene	PGOHUM00000261266	19	53015472	53015956
PseudoGene	PGOHUM00000261267	19	53451393	53451497
PseudoGene	PGOHUM00000261268	19	11793320	11793492
PseudoGene	PGOHUM00000261269	19	12111906	12112076
PseudoGene	PGOHUM00000261270	19	12666341	12666625
PseudoGene	PGOHUM00000261271	19	19944276	19946585
PseudoGene	PGOHUM00000261277	19	21416104	21416451
PseudoGene	PGOHUM00000261279	19	53916446	53916595
PseudoGene	PGOHUM00000261281	19	55485158	55485361
PseudoGene	PGOHUM00000261886	19	53014469	53015962
PseudoGene	PGOHUM00000261887	19	53313430	53313922
PseudoGene	PGOHUM00000261888	19	54732865	54734236
PseudoGene	PGOHUM00000262372	19	60041	60173
PseudoGene	PGOHUM00000262373	19	8853182	8854414
PseudoGene	PGOHUM00000262374	19	8860642	8861874
PseudoGene	PGOHUM00000262375	19	8868120	8869352
PseudoGene	PGOHUM00000262376	19	8875593	8876825
PseudoGene	PGOHUM00000262377	19	8881891	8883123
PseudoGene	PGOHUM00000262378	19	8889341	8889613
PseudoGene	PGOHUM00000262379	19	8894655	8895887
PseudoGene	PGOHUM00000262380	19	20509534	20509848
PseudoGene	PGOHUM00000262381	19	20519757	20520765
PseudoGene	PGOHUM00000262382	19	20578693	20579007
PseudoGene	PGOHUM00000262383	19	20591748	20592757
PseudoGene	PGOHUM00000262384	19	21427915	21428043
PseudoGene	PGOHUM00000262386	19	23662547	23662786
PseudoGene	PGOHUM00000262387	19	23676204	23676495
PseudoGene	PGOHUM00000262388	19	23688072	23688783
PseudoGene	PGOHUM00000262391	19	51697525	51697881
PseudoGene	PGOHUM00000262392	19	51698428	51698727
PseudoGene	PGOHUM00000262398	19	55032897	55053084
PseudoGene	PGOHUM00000262399	19	55220382	55220705
PseudoGene	PGOHUM00000262402	19	55251694	55252017
PseudoGene	PGOHUM00000262404	19	55283057	55283359
PseudoGene	PGOHUM00000262405	19	55347275	55347586
PseudoGene	PGOHUM00000262407	19	59110337	59110794
PseudoGene	PGOHUM00000263002	19	9193791	9194074
PseudoGene	PGOHUM00000263003	19	21989776	21990879
PseudoGene	PGOHUM00000263005	19	38156843	38157064
PseudoGene	PGOHUM00000263006	19	53365069	53367412
PseudoGene	PGOHUM00000263007	19	2896549	2897080
PseudoGene	PGOHUM00000263008	19	7853453	7855507
PseudoGene	PGOHUM00000263009	19	8411399	8411698
PseudoGene	PGOHUM00000263010	19	11696423	11697504
PseudoGene	PGOHUM00000263011	19	15722479	15722931
PseudoGene	PGOHUM00000263013	19	21721441	21721870
PseudoGene	PGOHUM00000263014	19	22313127	22313261
PseudoGene	PGOHUM00000263015	19	22782020	22786232
PseudoGene	PGOHUM00000263016	19	55297807	55301769
PseudoGene	PGOHUM00000263017	19	57819988	57820788
PseudoGene	PGOHUM00000263019	19	58301630	58301770
PseudoGene	PGOHUM00000263020	19	58735872	58736835
PseudoGene	PGOHUM00000263443	19	197314	198030
PseudoGene	PGOHUM00000263444	19	590277	592510
PseudoGene	PGOHUM00000263445	19	1307398	1307717
PseudoGene	PGOHUM00000263446	19	14883049	14883322
PseudoGene	PGOHUM00000263447	19	15982487	15982663
PseudoGene	PGOHUM00000263448	19	16109694	16109834
PseudoGene	PGOHUM00000263449	19	16145831	16147349
PseudoGene	PGOHUM00000263450	19	20047922	20048639
PseudoGene	PGOHUM00000263451	19	23525573	23525695
PseudoGene	PGOHUM00000263452	19	36801895	36801996
PseudoGene	PGOHUM00000263453	19	52346440	52346571
PseudoGene	PGOHUM00000263454	19	2338981	2339487
PseudoGene	PGOHUM00000263455	19	2351431	2351580
PseudoGene	PGOHUM00000263456	19	2538108	2538331
PseudoGene	PGOHUM00000263457	19	4910898	4960811
PseudoGene	PGOHUM00000263458	19	9345820	9346752
PseudoGene	PGOHUM00000263459	19	15726428	15740162
PseudoGene	PGOHUM00000263460	19	20878030	20878356
PseudoGene	PGOHUM00000263461	19	37758414	37758515
PseudoGene	PGOHUM00000263462	19	38313245	38313376
PseudoGene	PGOHUM00000263463	19	45431039	45431330
PseudoGene	PGOHUM00000263464	19	57125186	57125314
PseudoGene	PGOHUM00000239965	2	1890827	1890892
PseudoGene	PGOHUM00000239967	2	3735582	3736571
PseudoGene	PGOHUM00000239968	2	4561908	4562646
PseudoGene	PGOHUM00000239969	2	5453938	5454191
PseudoGene	PGOHUM00000239970	2	6636012	6636930
PseudoGene	PGOHUM00000239971	2	7464882	7465193
PseudoGene	PGOHUM00000239972	2	7876570	7877226
PseudoGene	PGOHUM00000239974	2	9221527	9221856
PseudoGene	PGOHUM00000239976	2	10143696	10143921
PseudoGene	PGOHUM00000239977	2	11014419	11014695
PseudoGene	PGOHUM00000239978	2	11805452	11806095
PseudoGene	PGOHUM00000239979	2	14139133	14139285
PseudoGene	PGOHUM00000239980	2	15321962	15322399
PseudoGene	PGOHUM00000239981	2	15537562	15537906
PseudoGene	PGOHUM00000239982	2	17035084	17036550
PseudoGene	PGOHUM00000239983	2	20183884	20185006
PseudoGene	PGOHUM00000239984	2	20355382	20355818
PseudoGene	PGOHUM00000239985	2	20439653	20440807
PseudoGene	PGOHUM00000239986	2	20491300	20492023
PseudoGene	PGOHUM00000239987	2	20806043	20806414
PseudoGene	PGOHUM00000239988	2	21421401	21421768
PseudoGene	PGOHUM00000239989	2	21585164	21586897
PseudoGene	PGOHUM00000239990	2	24095135	24095884
PseudoGene	PGOHUM00000239991	2	25191802	25192110
PseudoGene	PGOHUM00000239992	2	25302773	25304558
PseudoGene	PGOHUM00000239993	2	26032797	26033525
PseudoGene	PGOHUM00000239994	2	26079333	26079781
PseudoGene	PGOHUM00000239995	2	26109836	26110103
PseudoGene	PGOHUM00000239996	2	26251077	26251481
PseudoGene	PGOHUM00000239997	2	26324195	26325005
PseudoGene	PGOHUM00000239998	2	26363142	26364133
PseudoGene	PGOHUM00000240000	2	27050043	27050388
PseudoGene	PGOHUM00000240001	2	27615654	27616234
PseudoGene	PGOHUM00000240002	2	28118993	28120062
PseudoGene	PGOHUM00000240003	2	28531046	28531265
PseudoGene	PGOHUM00000240004	2	28683004	28683224
PseudoGene	PGOHUM00000240005	2	30969310	30969567
PseudoGene	PGOHUM00000240006	2	31933541	31933811
PseudoGene	PGOHUM00000240007	2	32047663	32048505
PseudoGene	PGOHUM00000240008	2	32048478	32048886
PseudoGene	PGOHUM00000240010	2	34064852	34065745
PseudoGene	PGOHUM00000240011	2	35444446	35444670
PseudoGene	PGOHUM00000240012	2	35949828	35950211
PseudoGene	PGOHUM00000240013	2	36526543	36526981
PseudoGene	PGOHUM00000240014	2	36883465	36884084
PseudoGene	PGOHUM00000240015	2	37421520	37421880
PseudoGene	PGOHUM00000240016	2	38762400	38762837
PseudoGene	PGOHUM00000240018	2	39037579	39038796
PseudoGene	PGOHUM00000240020	2	40606539	40606949
PseudoGene	PGOHUM00000240021	2	42077346	42077741
PseudoGene	PGOHUM00000240022	2	42690279	42691137
PseudoGene	PGOHUM00000240023	2	42759906	42760230
PseudoGene	PGOHUM00000240024	2	42907228	42907447
PseudoGene	PGOHUM00000240025	2	43024365	43025852
PseudoGene	PGOHUM00000240026	2	43053465	43054757
PseudoGene	PGOHUM00000240027	2	43902517	43903461
PseudoGene	PGOHUM00000240029	2	44293033	44293354
PseudoGene	PGOHUM00000240030	2	44497797	44497931
PseudoGene	PGOHUM00000240032	2	46484002	46484314
PseudoGene	PGOHUM00000240033	2	47366625	47366837
PseudoGene	PGOHUM00000240034	2	47958538	47958747
PseudoGene	PGOHUM00000240036	2	48167003	48167354
PseudoGene	PGOHUM00000240038	2	49142404	49143726
PseudoGene	PGOHUM00000240039	2	50815826	50816553
PseudoGene	PGOHUM00000240040	2	51056580	51056884
PseudoGene	PGOHUM00000240041	2	52002397	52002540
PseudoGene	PGOHUM00000240042	2	52154023	52154458
PseudoGene	PGOHUM00000240044	2	53713281	53713418
PseudoGene	PGOHUM00000240045	2	54256624	54257009
PseudoGene	PGOHUM00000240046	2	54307109	54307415
PseudoGene	PGOHUM00000240047	2	54756468	54756739
PseudoGene	PGOHUM00000240049	2	57275487	57276471
PseudoGene	PGOHUM00000240050	2	57656683	57656940
PseudoGene	PGOHUM00000240051	2	57812264	57812764
PseudoGene	PGOHUM00000240052	2	58687425	58689123
PseudoGene	PGOHUM00000240053	2	60910011	60910379
PseudoGene	PGOHUM00000240054	2	60962028	60962850
PseudoGene	PGOHUM00000240055	2	61164277	61164817
PseudoGene	PGOHUM00000240056	2	61165337	61165738
PseudoGene	PGOHUM00000240057	2	61644021	61644332
PseudoGene	PGOHUM00000240058	2	61816631	61816798
PseudoGene	PGOHUM00000240059	2	61937726	61938113
PseudoGene	PGOHUM00000240060	2	62576077	62576536
PseudoGene	PGOHUM00000240061	2	62734680	62734958
PseudoGene	PGOHUM00000240062	2	62759716	62760194
PseudoGene	PGOHUM00000240063	2	62779715	62780569
PseudoGene	PGOHUM00000240064	2	62788081	62788558
PseudoGene	PGOHUM00000240065	2	63335231	63335564
PseudoGene	PGOHUM00000240066	2	63346148	63346406
PseudoGene	PGOHUM00000240067	2	63459588	63460712
PseudoGene	PGOHUM00000240069	2	63916543	63916755
PseudoGene	PGOHUM00000240071	2	64435636	64435850
PseudoGene	PGOHUM00000240072	2	64574403	64574849
PseudoGene	PGOHUM00000240073	2	65187232	65187750
PseudoGene	PGOHUM00000240074	2	65430711	65430955
PseudoGene	PGOHUM00000240075	2	65727850	65729354
PseudoGene	PGOHUM00000240076	2	65738905	65739280
PseudoGene	PGOHUM00000240077	2	67047747	67049707
PseudoGene	PGOHUM00000240078	2	67048895	67048931
