database	gene_symbol	cnv_score	chr	start	end
exac_v3	SCNM1	0.191713094	1	151129140	151142773
exac_v3	LYSMD1	-0.388720991	1	151132224	151138424
exac_v3	TMOD4	0.199213082	1	151142462	151148760
exac_v3	VPS72	-0.610118212	1	151142463	151167797
exac_v3	PIP5K1A	-0.823581194	1	151170425	151222012
exac_v3	PSMD4	0.007172887	1	151227179	151239955
exac_v3	ZNF687	0.964630711	1	151254094	151264656
exac_v3	PI4KB	1.018519668	1	151264273	151300191
exac_v3	RFX5	1.262058789	1	151313116	151319833
exac_v3	SELENBP1	-2.471627899	1	151336778	151345209
exac_v3	PSMB4	-2.471627899	1	151372010	151374420
exac_v3	POGZ	-2.471627899	1	151375200	151431941
exac_v3	CGN	1.257917222	1	151482986	151511168
exac_v3	TUFT1	0.388644618	1	151512781	151556059
exac_v3	SNX27	1.366683434	1	151584541	151671567
exac_v3	CELF3	1.131216122	1	151674880	151689290
exac_v3	MRPL9	0.699741986	1	151732119	151736040
exac_v3	OAZ3	-0.759581519	1	151735445	151743808
exac_v3	TDRKH	-0.418487961	1	151742583	151763892
exac_v3	LINGO4	0.518216671	1	151772740	151778630
exac_v3	RORC	0.725838	1	151778547	151804348
exac_v3	THEM5	0.892654753	1	151819739	151826173
exac_v3	THEM4	0.967271954	1	151846060	151882284
exac_v3	S100A10	1.287095146	1	151955391	151966866
exac_v3	S100A11	0.011377475	1	152004982	152020383
exac_v3	TCHHL1	0.122372759	1	152056620	152061540
exac_v3	TCHH	-0.835649706	1	152078793	152086556
exac_v3	HRNR	-0.082721358	1	152184558	152196669
exac_v3	CRNN	1.029927887	1	152381719	152386739
exac_v3	LCE5A	0.78202396	1	152483320	152484653
exac_v3	LCE3A	0.926569178	1	152595310	152595579
exac_v3	LCE2D	0.63796682	1	152635872	152637135
exac_v3	LCE2C	-0.777719724	1	152647771	152649050
exac_v3	LCE2B	-2.471627899	1	152647771	152659877
exac_v3	LCE2A	-0.917463714	1	152670840	152671918
exac_v3	LCE4A	-1.004329231	1	152680636	152681967
exac_v3	KPRP	-1.352537794	1	152730506	152734529
exac_v3	SMCP	-0.857480857	1	152850793	152857523
exac_v3	SPRR4	-1.010769642	1	152943142	152945050
exac_v3	SPRR1A	-0.826291264	1	152956557	152958289
exac_v3	SPRR3	-1.789892482	1	152974223	152976332
exac_v3	SPRR1B	-0.995979318	1	153003678	153005376
exac_v3	SPRR2D	-1.667486914	1	153012201	153014407
exac_v3	LELP1	-1.560226752	1	153175919	153177596
exac_v3	PGLYRP3	-1.548189046	1	153270338	153283194
exac_v3	PGLYRP4	0.708226712	1	153302596	153321316
exac_v3	S100A9	0.014330649	1	153330330	153333503
exac_v3	S100A12	0.656831323	1	153346184	153348125
exac_v3	S100A8	0.970135618	1	153362508	153363664
exac_v3	S100A7A	0.374500643	1	153389000	153395701
exac_v3	S100A7L2	0.175380846	1	153409534	153412425
exac_v3	S100A7	-0.045273729	1	153430220	153433177
exac_v3	S100A6	-0.783528186	1	153507075	153508720
exac_v3	S100A5	-0.68912072	1	153509623	153514241
exac_v3	S100A4	-0.103100883	1	153516089	153522612
exac_v3	S100A3	0.198183735	1	153519805	153521848
exac_v3	S100A2	0.329999408	1	153533584	153540366
exac_v3	S100A16	0.460122216	1	153579362	153585621
exac_v3	S100A14	-0.271575153	1	153586731	153589462
exac_v3	S100A13	1.136735254	1	153591263	153606568
exac_v3	S100A1	0.771499117	1	153600402	153604513
exac_v3	CHTOP	-1.067054991	1	153606525	153618782
exac_v3	SNAPIN	-1.382981559	1	153631130	153634306
exac_v3	ILF2	-0.967677459	1	153634512	153643524
exac_v3	NPR1	-1.247399084	1	153651113	153666468
exac_v3	INTS3	0.121713251	1	153700543	153746555
exac_v3	SLC27A3	0.979241791	1	153746830	153752633
exac_v3	GATAD2B	1.119671046	1	153777201	153895451
exac_v3	DENND4B	0.737452571	1	153901977	153919172
exac_v3	CRTC2	-0.199218331	1	153920145	153931101
exac_v3	SLC39A1	-0.086952765	1	153931575	153940188
exac_v3	CREB3L4	-0.750646327	1	153940010	153946839
exac_v3	JTB	-0.512932311	1	153946745	153950164
exac_v3	RAB13	-0.067202013	1	153954127	153958834
exac_v3	RPS27	0.410773868	1	153963235	153964626
exac_v3	NUP210L	-1.057901842	1	153965161	154127592
exac_v3	TPM3	0.460617828	1	154127784	154167124
exac_v3	C1orf189	1.103199743	1	154171848	154178809
exac_v3	C1orf43	-0.235804371	1	154179182	154193104
exac_v3	UBAP2L	0.079393159	1	154192655	154243986
exac_v3	HAX1	0.838456313	1	154244987	154248351
exac_v3	AQP10	-1.925692774	1	154293566	154297801
exac_v3	ATP8B2	-0.403013102	1	154298029	154323783
exac_v3	IL6R	1.067085752	1	154377669	154441926
exac_v3	SHE	0.833896535	1	154442248	154474589
exac_v3	TDRD10	1.020105578	1	154474695	154520623
exac_v3	UBE2Q1	0.991391126	1	154521053	154531504
exac_v3	CHRNB2	0.897495582	1	154540257	154552502
exac_v3	ADAR	1.139648227	1	154554538	154600475
exac_v3	KCNN3	0.590190573	1	154669931	154842756
exac_v3	TMEM51	-0.494594982	1	15479028	15546976
exac_v3	PMVK	0.841634539	1	154897210	154909467
exac_v3	PBXIP1	-2.471627899	1	154916552	154928599
exac_v3	PYGO2	-0.268446142	1	154929502	154936329
exac_v3	SHC1	-2.412167835	1	154934774	154946871
exac_v3	CKS1B	-0.0088041	1	154947129	154951725
exac_v3	FLAD1	-0.547443423	1	154955814	154965587
exac_v3	LENEP	0.832546367	1	154966062	154966791
exac_v3	ZBTB7B	0.503192636	1	154975127	154990998
exac_v3	DCST2	0.911998055	1	154990996	155006257
exac_v3	DCST1	0.777854843	1	155006300	155023406
exac_v3	ADAM15	1.218996927	1	155023042	155035252
exac_v3	EFNA4	0.542705602	1	155036207	155042029
exac_v3	EFNA3	0.412188207	1	155036224	155059283
exac_v3	EFNA3	0.412129218	1	155036224	155060014
exac_v3	MIB2	0.022567717	1	1550795	1565990
exac_v3	EFNA1	0.282402336	1	155099936	155107333
exac_v3	SLC50A1	0.086754939	1	155107820	155111329
exac_v3	DPM3	0.570637042	1	155112367	155113071
exac_v3	KRTCAP2	0.678824062	1	155141884	155145951
exac_v3	RP11-201K10.3	0.791118355	1	155141885	155159748
exac_v3	TRIM46	1.146933686	1	155145873	155157447
exac_v3	MUC1	0.896761166	1	155158300	155162707
exac_v3	THBS3	1.807853044	1	155165379	155178842
exac_v3	FAM189B	0.989813366	1	155216996	155225274
exac_v3	SCAMP3	1.253856319	1	155225770	155232221
exac_v3	CLK2	1.382442882	1	155232659	155248282
exac_v3	HCN3	0.917716142	1	155247374	155259639
exac_v3	PKLR	-0.068207407	1	155259630	155271225
exac_v3	FDPS	0.844337088	1	155278539	155290457
exac_v3	RUSC1	0.931807886	1	155290687	155300905
exac_v3	ASH1L	0.679461381	1	155305059	155532598
exac_v3	MSTO1	-2.227316767	1	155579979	155718153
exac_v3	YY1AP1	-0.912490856	1	155629237	155658791
exac_v3	DAP3	-0.938480718	1	155657751	155708801
exac_v3	GON4L	-0.059531318	1	155719508	155829191
exac_v3	SYT11	1.318111349	1	155829300	155854990
exac_v3	RIT1	0.585706038	1	155867599	155881195
exac_v3	KIAA0907	0.868464907	1	155882834	155904191
exac_v3	RXFP4	0.322204237	1	155911480	155912625
exac_v3	ARHGEF2	0.832039394	1	155916630	155976861
exac_v3	SSR2	-0.293775333	1	155978839	155990750
exac_v3	UBQLN4	0.408772331	1	156005092	156023585
exac_v3	LAMTOR2	0.552552038	1	156024543	156028301
exac_v3	RAB25	1.597710231	1	156030951	156040295
exac_v3	LMNA	0.218245197	1	156052364	156109880
exac_v3	SEMA4A	0.125576418	1	156117157	156147543
exac_v3	SLC25A44	0.163848281	1	156163880	156182587
exac_v3	PMF1-BGLAP	-0.515886924	1	156182773	156213123
exac_v3	PMF1	-0.520308653	1	156182784	156212874
exac_v3	BGLAP	0.160561765	1	156211753	156213112
exac_v3	PAQR6	0.285755789	1	156213206	156217881
exac_v3	SMG5	1.674866374	1	156219015	156252620
exac_v3	TMEM79	0.442172327	1	156252726	156262976
exac_v3	C1orf85	0.321390332	1	156259880	156265463
exac_v3	VHLL	0.805587518	1	156268415	156269428
exac_v3	CCT3	0.836652737	1	156278759	156337664
exac_v3	TSACC	0.653067212	1	156307105	156316786
exac_v3	RHBG	-0.107425787	1	156339003	156355011
exac_v3	C1orf61	0.753099009	1	156374042	156400493
exac_v3	MEF2D	1.138316807	1	156433519	156470620
exac_v3	IQGAP3	-1.402031096	1	156495197	156542396
exac_v3	TTC24	0.494174848	1	156549519	156556562
exac_v3	APOA1BP	0.993632891	1	156561554	156564091
exac_v3	GPATCH4	-1.29730263	1	156564279	156571288
exac_v3	BCAN	-0.969250046	1	156611182	156629324
exac_v3	NES	-1.712545607	1	156638555	156647189
exac_v3	CRABP2	0.895594177	1	156669398	156675608
exac_v3	ISG20L2	1.445198663	1	156691683	156698591
exac_v3	RRNAD1	0.782909775	1	156698234	156706752
exac_v3	MRPL24	0.86373694	1	156707095	156711382
exac_v3	HDGF	0.815030065	1	156711899	156736717
exac_v3	PRCC	0.659284106	1	156720402	156770607
exac_v3	SH2D2A	-0.354551496	1	156776035	156786654
exac_v3	NTRK1	0.787693882	1	156785432	156851642
exac_v3	INSRR	1.060460823	1	156809855	156828810
exac_v3	PEAR1	1.264904771	1	156863490	156886226
exac_v3	LRRC71	0.013122867	1	156890442	156902886
exac_v3	ARHGEF11	1.250585803	1	156904632	157015162
exac_v3	ETV3L	0.532327938	1	157061836	157069600
exac_v3	ETV3	-1.250590869	1	157090983	157108266
exac_v3	EFHD2	0.647847594	1	15736391	15756839
exac_v3	FCRL5	0.704493683	1	157483167	157522310
exac_v3	FCRL4	0.58766557	1	157543539	157567870
exac_v3	FCRL3	0.968838657	1	157644111	157670647
exac_v3	CTRC	0.248017562	1	15764935	15775737
exac_v3	FCRL2	0.705288829	1	157715523	157746922
exac_v3	FCRL1	0.580424061	1	157764193	157789895
exac_v3	CD5L	0.860054471	1	157800704	157868046
exac_v3	CELA2A	-2.471627899	1	15783223	15798586
exac_v3	CELA2B	-2.471627899	1	15792404	15817895
exac_v3	KIRREL	-0.739496698	1	157963063	158070052
exac_v3	CD1D	0.454391505	1	158149737	158154686
exac_v3	CASP9	-0.136348704	1	15817327	15853029
exac_v3	CD1A	0.53267249	1	158223927	158228059
exac_v3	CD1C	-2.426958683	1	158259576	158263420
exac_v3	CD1B	-0.252155236	1	158297741	158301321
exac_v3	CD1E	-0.919142101	1	158323254	158327343
exac_v3	OR10T2	0.081544318	1	158368312	158369256
exac_v3	OR10K2	0.3203297	1	158389718	158390656
exac_v3	OR10K1	0.571336938	1	158435272	158436344
exac_v3	OR10R2	0.659308774	1	158449668	158450675
exac_v3	OR6Y1	-0.199295953	1	158516918	158517895
exac_v3	DNAJC16	-1.973169626	1	15853308	15918874
exac_v3	OR10X1	0.469744483	1	158548709	158549689
exac_v3	OR10Z1	1.042458307	1	158576229	158577170
exac_v3	SPTA1	-2.471627899	1	158580496	158656488
exac_v3	OR6K2	-0.199465322	1	158669369	158670486
exac_v3	OR6K3	-2.034017619	1	158686958	158687953
exac_v3	OR6K6	-2.189015521	1	158724510	158725681
exac_v3	OR6N1	-2.317316883	1	158735466	158736492
exac_v3	OR6N2	-2.254694602	1	158746472	158747425
exac_v3	MNDA	-2.16639438	1	158801107	158819296
exac_v3	PYHIN1	0.096274735	1	158900586	158946844
exac_v3	IFI16	-2.471627899	1	158969758	159024945
exac_v3	AGMAT	-0.674212568	1	15898848	15911605
exac_v3	AIM2	1.062886644	1	159032274	159116886
exac_v3	CADM3	0.655947176	1	159141399	159173103
exac_v3	DARC	1.056742611	1	159173097	159176290
exac_v3	FCER1A	-1.497986828	1	159259504	159278014
exac_v3	OR10J3	0.160500149	1	159283460	159284449
exac_v3	OR10J1	0.556980056	1	159409512	159410600
exac_v3	OR10J5	0.167469648	1	159504793	159505842
exac_v3	APCS	-0.824408001	1	159557615	159558655
exac_v3	CRP	0.759913398	1	159682079	159684379
exac_v3	FCRL6	-1.587689358	1	159770301	159786041
exac_v3	SLAMF8	1.712061887	1	159796540	159807039
exac_v3	VSIG8	1.288026305	1	159824106	159832447
exac_v3	RP11-190A12.7	1.126934582	1	159827690	159842843
exac_v3	CCDC19	1.617816989	1	159842154	159869953
exac_v3	RSC1A1	0.5632993	1	15986364	15988217
exac_v3	TAGLN2	1.511098021	1	159887897	159895522
exac_v3	IGSF9	0.994601736	1	159896829	159915386
exac_v3	SLAMF9	0.521526922	1	159921282	159924044
exac_v3	PIGM	0.593240952	1	159997462	160001783
exac_v3	KCNJ10	0.284962193	1	160007257	160040038
exac_v3	KCNJ9	0.112814117	1	160051360	160060353
exac_v3	IGSF8	0.423784119	1	160061130	160068733
exac_v3	ATP1A2	1.465517	1	160085549	160113381
exac_v3	PLEKHM2	-2.471627899	1	16010827	16061264
exac_v3	ATP1A4	0.757557134	1	160121360	160156767
exac_v3	CASQ1	0.444624446	1	160160285	160171676
exac_v3	PEA15	0.812340743	1	160175127	160185166
exac_v3	DCAF8	1.108323503	1	160185505	160254920
exac_v3	DCAF8	1.139279218	1	160187254	160254920
exac_v3	PEX19	0.610542094	1	160246602	160256138
exac_v3	COPA	1.386465301	1	160259063	160313190
exac_v3	NCSTN	1.717025877	1	160313062	160328742
exac_v3	NHLH1	0.536201971	1	160336857	160342638
exac_v3	VANGL2	0.686263402	1	160370376	160398468
exac_v3	SLAMF6	0.993220447	1	160454820	160493052
exac_v3	CD84	0.87747025	1	160510885	160549306
exac_v3	SLAMF1	0.223981425	1	160577890	160617085
exac_v3	SLC25A34	-2.471627899	1	16062900	16067891
exac_v3	CD48	0.688737622	1	160648536	160681641
exac_v3	TMEM82	-2.471627899	1	16068917	16074477
exac_v3	SLAMF7	0.345913285	1	160709037	160724611
exac_v3	LY9	-2.471627899	1	160765864	160798051
exac_v3	CD244	0.320426798	1	160799950	160832692
exac_v3	FBLIM1	-1.924961373	1	16083102	16113089
exac_v3	ITLN1	-0.777772424	1	160846329	160854960
exac_v3	ITLN2	-0.089747038	1	160914815	160924589
exac_v3	F11R	0.049469062	1	160965001	160991138
exac_v3	F11R	0.048237517	1	160967747	161008752
exac_v3	USF1	-0.702610874	1	161009041	161015767
exac_v3	ARHGAP30	0.071970851	1	161016736	161039760
exac_v3	PVRL4	-0.184764989	1	161040785	161059389
exac_v3	KLHDC9	0.374058048	1	161068151	161070136
exac_v3	PFDN2	0.119924983	1	161070346	161087901
exac_v3	NIT1	0.450823798	1	161087876	161095235
exac_v3	DEDD	0.522881211	1	161090764	161102478
exac_v3	UFC1	0.984305486	1	161122566	161128646
exac_v3	USP21	0.886941166	1	161129240	161135513
exac_v3	PPOX	0.993796521	1	161136200	161147803
exac_v3	B4GALT3	0.804381671	1	161141100	161147287
exac_v3	ADAMTS4	0.849900586	1	161154098	161168846
exac_v3	NDUFS2	0.487746259	1	161166894	161184185
exac_v3	FCER1G	0.48831053	1	161185024	161190489
exac_v3	APOA2	0.349634286	1	161192082	161193421
exac_v3	TOMM40L	0.494836109	1	161195793	161200408
exac_v3	NR1I3	0.498716862	1	161199456	161208092
exac_v3	PCP4L1	0.031672672	1	161228517	161255240
exac_v3	MPZ	0.121092012	1	161274525	161279762
exac_v3	SDHC	-0.325468509	1	161284047	161332984
exac_v3	FCRLB	0.304271763	1	161691353	161697933
exac_v3	DUSP12	0.761793747	1	161719548	161727028
exac_v3	ATF6	-0.211687358	1	161736084	161933860
exac_v3	SPEN	-0.202962082	1	16174359	16266955
exac_v3	OLFML2B	0.036032561	1	161952982	161993644
exac_v3	NOS1AP	-1.04100266	1	162039564	162353321
exac_v3	RP11-565P22.6	-1.433379576	1	162335197	162351905
exac_v3	C1orf226	-1.607766913	1	162336698	162356600
exac_v3	C1orf111	-0.734120898	1	162342993	162346660
exac_v3	SH2D1B	0.437115778	1	162365056	162381928
exac_v3	UHMK1	0.556968735	1	162467041	162499419
exac_v3	UAP1	0.910450159	1	162531323	162569627
exac_v3	DDR2	0.627494569	1	162601163	162757190
exac_v3	ZBTB17	-0.020565077	1	16268364	16302627
exac_v3	HSD17B7	0.667820463	1	162760492	162782607
exac_v3	C1orf110	0.934498415	1	162794248	162838605
exac_v3	RGS4	0.262824102	1	163038565	163046592
exac_v3	RGS5	1.137265224	1	163080911	163291577
exac_v3	NUF2	0.785299198	1	163236366	163325554
exac_v3	EPHA2	0.131320165	1	16450832	16482582
exac_v3	PBX1	0.80674264	1	164524821	164868533
exac_v3	LMX1A	0.745232713	1	165171104	165325952
exac_v3	ARHGEF19	0.6733829	1	16524349	16539104
exac_v3	RXRG	0.795415533	1	165370159	165414433
exac_v3	LRRC52	0.575426912	1	165513244	165533198
exac_v3	RSG1	0.355441692	1	16558195	16563657
exac_v3	MGST3	1.422135249	1	165600098	165631033
exac_v3	ALDH9A1	0.038713999	1	165631453	165668100
exac_v3	TMCO1	0.377192519	1	165696032	165796992
exac_v3	FBXO42	-2.156011641	1	16573334	16678949
exac_v3	UCK2	0.010888985	1	165796768	165880855
exac_v3	SZRD1	-0.028363385	1	16679070	16724640
exac_v3	POGK	0.844444001	1	166808681	166825581
exac_v3	TADA1	1.119998057	1	166825747	166845564
exac_v3	ILDR2	0.84765032	1	166882443	166944719
exac_v3	MAEL	0.904276403	1	166958346	166991451
exac_v3	GPA33	0.520104357	1	167022073	167059868
exac_v3	DUSP27	-0.412805235	1	167063282	167098402
exac_v3	SPATA21	-0.715461013	1	16713612	16763919
exac_v3	POU2F1	0.342097813	1	167190066	167396582
exac_v3	CD247	0.624119359	1	167399877	167487847
exac_v3	CREG1	0.463111786	1	167498914	167523004
exac_v3	RCSD1	0.698483509	1	167599330	167675486
exac_v3	MPZL1	0.376864994	1	167690429	167761156
exac_v3	ADCY10	0.510597751	1	167778625	167883453
exac_v3	MPC2	0.455339704	1	167885967	167906278
exac_v3	DCAF6	0.136163597	1	167905021	168045081
exac_v3	GPR161	0.67923436	1	168053997	168106821
exac_v3	TIPRL	-0.050807175	1	168148171	168169950
exac_v3	SFT2D2	0.50274236	1	168195176	168222263
exac_v3	TBX19	0.889877041	1	168250278	168283664
exac_v3	DPT	0.739387851	1	168664697	168698502
exac_v3	ATP1B1	1.147418057	1	169074935	169101960
exac_v3	NME7	0.227314971	1	169101769	169337205
exac_v3	BLZF1	0.584765817	1	169337208	169365778
exac_v3	CCDC181	1.028708969	1	169364108	169429907
exac_v3	SLC19A2	0.935947525	1	169433147	169455241
exac_v3	F5	0.5336849	1	169483404	169555826
exac_v3	SELP	-2.092067323	1	169558087	169599431
exac_v3	C1orf112	-0.079856377	1	169631245	169823221
exac_v3	SELL	0.795303203	1	169659808	169680839
exac_v3	SELE	1.220129709	1	169691781	169733846
exac_v3	METTL18	0.685241684	1	169761670	169764107
exac_v3	SCYL3	0.681922878	1	169818772	169863408
exac_v3	KIFAP3	1.215759912	1	169890467	170054349
exac_v3	GORAB	0.485073986	1	170501270	170522587
exac_v3	PRRX1	0.699639282	1	170631869	170708560
exac_v3	MROH9	-1.086516046	1	170904612	171033906
exac_v3	FMO3	0.633396032	1	171060018	171086959
exac_v3	FMO2	0.846855349	1	171154347	171181822
exac_v3	FMO1	0.356162184	1	171217638	171255117
exac_v3	FMO4	-0.472785039	1	171283347	171311223
exac_v3	PRRC2C	1.543211698	1	171454651	171562650
exac_v3	MYOC	0.686561441	1	171604557	171621823
exac_v3	VAMP4	1.245795299	1	171669300	171711387
exac_v3	METTL13	0.994005507	1	171750788	171783163
exac_v3	DNM3	1.402069953	1	171810621	172387606
exac_v3	PIGC	0.750105377	1	172339329	172413230
exac_v3	C1orf105	1.235681642	1	172389828	172437971
exac_v3	SUCO	1.586359114	1	172501489	172580971
exac_v3	FASLG	0.808412599	1	172628154	172636014
exac_v3	TNFSF18	1.126855222	1	173009100	173020103
exac_v3	MFAP2	-0.245623328	1	17300997	17307330
exac_v3	ATP13A2	-0.657504411	1	17312453	17338423
exac_v3	TNFSF4	0.87100063	1	173152873	173176452
exac_v3	PRDX6	0.949986931	1	173446405	173457946
exac_v3	SDHB	-0.043541939	1	17345217	17380665
exac_v3	SLC9C2	1.288854843	1	173469603	173572233
exac_v3	ANKRD45	1.207141182	1	173578700	173639001
exac_v3	KLHL20	0.786198268	1	173684080	173755840
exac_v3	CENPL	0.40711381	1	173768688	173793858
exac_v3	DARS2	0.20427745	1	173793641	173827684
exac_v3	ZBTB37	0.122373282	1	173837220	173872687
exac_v3	SERPINC1	0.943041205	1	173872947	173886516
exac_v3	RC3H1	0.351207554	1	173900352	173991435
exac_v3	PADI2	-0.570731019	1	17393256	17445948
exac_v3	RABGAP1L	-0.808657953	1	174128548	174964445
exac_v3	GPR52	0.152215042	1	174417212	174418683
exac_v3	CACYBP	-0.100649792	1	174968300	174980851
exac_v3	MRPS14	-0.222687378	1	174979925	174992561
exac_v3	TNN	-1.139188853	1	175036994	175117202
exac_v3	TNR	0.523023768	1	175284330	175712906
exac_v3	PADI1	-0.46431223	1	17531621	17572500
exac_v3	PADI3	-2.471627899	1	17575593	17610728
exac_v3	RFWD2	-0.320375013	1	175913967	176176629
exac_v3	PADI4	-1.086506369	1	17634690	17690499
exac_v3	PAPPA2	0.877117721	1	176432307	176814735
exac_v3	ASTN1	1.013046088	1	176826438	177134109
exac_v3	BRINP2	0.321233586	1	177140633	177251558
exac_v3	RCC2	0.627135159	1	17733256	17766220
exac_v3	SEC16B	1.233784564	1	177893091	177953438
exac_v3	RASAL2	0.877748012	1	178062864	178448644
exac_v3	TEX35	0.177694169	1	178482212	178517734
exac_v3	ARHGEF10L	0.828555766	1	17866330	18024369
exac_v3	RALGPS2	0.93949405	1	178694300	178889238
exac_v3	ANGPTL1	0.701157624	1	178818840	178840187
exac_v3	FAM20B	0.840046256	1	178994939	179045697
exac_v3	TOR3A	0.408831561	1	179050512	179067158
exac_v3	ABL2	0.971116168	1	179068462	179198819
exac_v3	SOAT1	-1.139022769	1	179262925	179327815
exac_v3	AXDND1	-0.724707841	1	179334855	179523870
exac_v3	NPHS2	-0.006213993	1	179519674	179545087
exac_v3	TDRD5	0.310243924	1	179560748	179660407
exac_v3	FAM163A	0.233503984	1	179712298	179785333
exac_v3	TOR1AIP2	0.839018467	1	179809102	179846938
exac_v3	IFRG15	1.223191626	1	179833916	179834311
exac_v3	TOR1AIP1	0.670059412	1	179851177	179894135
exac_v3	CEP350	1.047177513	1	179923873	180084015
exac_v3	QSOX1	1.270637882	1	180123969	180173165
exac_v3	LHX4	0.876916354	1	180199421	180249380
exac_v3	ACBD6	0.018265253	1	180244515	180472089
exac_v3	XPR1	0.903940851	1	180601140	180859387
exac_v3	ACTL8	0.691681471	1	18081808	18153558
exac_v3	KIAA1614	0.544346543	1	180882290	180920750
exac_v3	STX6	1.449381722	1	180941861	180992047
exac_v3	MR1	0.096258543	1	181003067	181031074
exac_v3	CACNA1E	0.694217031	1	181382238	181777219
exac_v3	ZNF648	0.083462989	1	182023705	182030847
exac_v3	GLUL	1.285794398	1	182350839	182361341
exac_v3	TEDDM1	0.859521697	1	182367252	182369751
exac_v3	RNASEL	-0.945267654	1	182542769	182558391
exac_v3	RGS16	-0.36089976	1	182567758	182573543
exac_v3	RGS8	1.206813778	1	182615239	182653711
exac_v3	NPL	-1.150999483	1	182758428	182799519
exac_v3	DHX9	0.986924054	1	182808504	182856886
exac_v3	SHCBP1L	0.75848466	1	182869000	182922660
exac_v3	LAMC1	0.888823986	1	182992595	183114727
exac_v3	LAMC2	1.227934912	1	183155373	183214035
exac_v3	NMNAT2	1.177297412	1	183217372	183387737
exac_v3	SMG7	-0.804339564	1	183441351	183567381
exac_v3	NCF2	-0.089083656	1	183524698	183560011
exac_v3	ARPC5	0.571460618	1	183592401	183604892
exac_v3	RGL1	-0.841559791	1	183605220	183897665
exac_v3	APOBEC4	0.295638551	1	183615541	183622451
exac_v3	COLGALT2	0.605748882	1	183898796	184006863
exac_v3	TSEN15	0.115587754	1	184020811	184043346
exac_v3	IGSF21	0.656588388	1	18434240	18704977
exac_v3	C1orf21	0.146583807	1	184356192	184598154
exac_v3	CALML6	-0.653842411	1	1846266	1848735
exac_v3	EDEM3	-0.148463175	1	184659365	184724047
exac_v3	FAM129A	0.518324091	1	184759858	184943682
exac_v3	RNF2	1.277393308	1	185014496	185071740
exac_v3	TRMT1L	-2.471627899	1	185087220	185126204
exac_v3	SWT1	-2.471627899	1	185126212	185260897
exac_v3	IVNS1ABP	0.394746602	1	185265520	185286461
exac_v3	C1orf222	-1.04666917	1	1853396	1935276
exac_v3	HMCN1	-0.107520213	1	185703683	186160085
exac_v3	PRG4	-0.588984408	1	186265405	186283694
exac_v3	TPR	-0.832763281	1	186280784	186344825
exac_v3	C1orf27	-0.703089103	1	186344890	186390510
exac_v3	OCLM	-0.332215627	1	186369704	186370587
exac_v3	PDC	-2.471627899	1	186412698	186430254
exac_v3	PTGS2	1.035508004	1	186640923	186649559
exac_v3	PLA2G4A	0.831448075	1	186798085	186958113
exac_v3	PAX7	0.503597774	1	18957500	19075360
exac_v3	BRINP3	-0.011881187	1	190066792	190446759
exac_v3	TAS1R2	0.580163379	1	19166093	19186176
exac_v3	RP13-279N23.2	0.460377884	1	19175767	19247615
exac_v3	ALDH4A1	0.268226436	1	19197926	19229275
exac_v3	RGS18	0.61434449	1	192127587	192154945
exac_v3	RGS21	0.8208165	1	192286122	192336415
exac_v3	RGS1	0.557565652	1	192544857	192549161
exac_v3	RGS13	1.300378528	1	192605275	192629390
exac_v3	RGS2	0.085625477	1	192778169	192781403
exac_v3	UCHL5	0.376762304	1	192981380	193029237
exac_v3	TROVE2	1.077438726	1	193028552	193060907
exac_v3	GLRX2	0.667085631	1	193065598	193075244
exac_v3	CDC73	-0.204511957	1	193091147	193223031
exac_v3	B3GALT2	0.753448414	1	193148175	193155784
exac_v3	UBR4	0.612688646	1	19401000	19536770
exac_v3	GABRD	-0.941224309	1	1950780	1962192
exac_v3	EMC1	0.58787622	1	19542158	19578046
exac_v3	MRTO4	0.442355926	1	19578033	19586622
exac_v3	KCNT2	-0.722474246	1	196194909	196578355
exac_v3	AKR7A2	-0.596724497	1	19630459	19638640
exac_v3	PQLC2	-0.1700051	1	19638820	19655794
exac_v3	CAPZB	0.802195369	1	19665267	19812066
exac_v3	CFHR5	-2.471627899	1	196946667	196978804
exac_v3	F13B	-1.459817969	1	197008321	197036397
exac_v3	ASPM	0.063474973	1	197053258	197115824
exac_v3	ZBTB41	0.312750517	1	197122810	197169672
exac_v3	CRB1	0.143311516	1	197170592	197447585
exac_v3	DENND1B	0.068248072	1	197473878	197744826
exac_v3	C1orf53	-1.593804558	1	197871777	197876497
exac_v3	LHX9	-1.021970808	1	197881037	197904608
exac_v3	NEK7	-0.268738072	1	198126093	198291550
exac_v3	PRKCZ	-2.051714668	1	1981909	2116834
exac_v3	ATP6V1G3	0.391170805	1	198492352	198510075
exac_v3	PTPRC	-1.597302312	1	198607801	198726545
exac_v3	MINOS1-NBL1	0.064490271	1	19923473	19984549
exac_v3	MINOS1	0.11991405	1	19923477	19956314
exac_v3	NBL1	0.613571546	1	19967048	19984945
exac_v3	HTR6	0.675223621	1	19991780	20006055
exac_v3	NR5A2	0.693897994	1	199996730	200146552
exac_v3	TMCO4	0.538569952	1	20008706	20126438
exac_v3	ZNF281	0.264429492	1	200374068	200379184
exac_v3	KIF14	-0.259815227	1	200520628	200589862
exac_v3	DDX59	-0.677690978	1	200593024	200639097
exac_v3	CAMSAP2	-1.40714234	1	200708686	200829832
exac_v3	C1orf106	-0.444826947	1	200860176	200884863
exac_v3	KIF21B	1.301082102	1	200938520	200992828
exac_v3	CACNA1S	0.967026957	1	201008642	201081694
