database	gene	score	chr	start	stop
haploins_v3	CHRND	0.13866666	2	233390703	233401377
haploins_v3	SPRYD4	0.138667673	12	56862301	56864763
haploins_v3	ACAT1	0.138678583	11	107992243	108018503
haploins_v3	EFCAB1	0.138695847	8	49623348	49647870
haploins_v3	TPD52	0.138758213	8	80870571	81143467
haploins_v3	MAZ	0.138761038	16	29817427	29823649
haploins_v3	ATRIP	0.138780741	3	48488114	48507115
haploins_v3	TOMM40	0.138781159	19	45393826	45406946
haploins_v3	CLASRP	0.138960626	19	45542298	45574214
haploins_v3	ARL4A	0.138962916	7	12726481	12730559
haploins_v3	NTMT1	0.139033566	9	132371163	132398209
haploins_v3	RTN3	0.139164341	11	63448918	63527363
haploins_v3	CD302	0.139187977	2	160625364	160654753
haploins_v3	LIMD2	0.139193978	17	61773262	61778532
haploins_v3	HRK	0.139245074	12	117293949	117319246
haploins_v3	CLUAP1	0.139277596	16	3550924	3589048
haploins_v3	FEV	0.139315418	2	219845809	219850379
haploins_v3	RPAP2	0.139381354	1	92764522	92867613
haploins_v3	GUCY1A3	0.139383731	4	156587863	156653501
haploins_v3	GJE1	0.139393966	6	142454227	142456288
haploins_v3	TTPAL	0.139429923	20	43104526	43123244
haploins_v3	MARK4	0.139462613	19	45582546	45808541
haploins_v3	TUT1	0.139489297	11	62342517	62359649
haploins_v3	PCCB	0.139606335	3	135969148	136056738
haploins_v3	TMEM219	0.139627549	16	29952206	29984373
haploins_v3	NUMBL	0.139631884	19	41172596	41196877
haploins_v3	C22orf31	0.139645339	22	29454660	29457832
haploins_v3	SETD9	0.139665377	5	56205087	56221359
haploins_v3	NDUFAF5	0.13966541	20	13765596	13799067
haploins_v3	TLR2	0.139670648	4	154622652	154626851
haploins_v3	OTUD5	0.139685418	X	48779305	48815648
haploins_v3	TSFM	0.139697983	12	58176372	58201854
haploins_v3	SLC36A1	0.139734986	5	150816607	150871942
haploins_v3	HPS3	0.139809926	3	148847371	148891519
haploins_v3	SYBU	0.139910581	8	110586207	110704020
haploins_v3	TIMM50	0.139928641	19	39971052	39984422
haploins_v3	PDZD8	0.139957953	10	119040000	119134978
haploins_v3	COX14	0.139970561	12	50505762	50514240
haploins_v3	HHAT	0.140025709	1	210501596	210849638
haploins_v3	CCDC3	0.140056392	10	12938627	13141652
haploins_v3	CALHM1	0.140063286	10	105213144	105218645
haploins_v3	GSTM3	0.140066713	1	110276554	110284384
haploins_v3	GPRC5B	0.140180376	16	19868616	19897489
haploins_v3	TTBK1	0.140190844	6	43211418	43255997
haploins_v3	DLC1	0.140256235	8	12940870	13373167
haploins_v3	SLC22A4	0.140260534	5	131630136	131679899
haploins_v3	DZIP3	0.140315961	3	108308529	108413693
haploins_v3	CDR2	0.140352338	16	22357257	22448486
haploins_v3	DKK3	0.14040778	11	11984653	12031316
haploins_v3	PELP1	0.140463535	17	4574679	4607632
haploins_v3	AKAP8L	0.140468826	19	15490859	15529952
haploins_v3	MUTYH	0.140492603	1	45794835	45806142
haploins_v3	EDEM1	0.140542693	3	5229331	5261642
haploins_v3	RFT1	0.140571736	3	53122499	53164478
haploins_v3	MOGS	0.140599091	2	74688184	74692537
haploins_v3	KCNJ14	0.140682877	19	48958766	48969367
haploins_v3	MAST1	0.140767486	19	12944765	12985765
haploins_v3	KLHL25	0.140771697	15	86302554	86338261
haploins_v3	MAST2	0.140850422	1	46252659	46501796
haploins_v3	DGKE	0.140864387	17	54911460	54946036
haploins_v3	PCDHGA7	0.140897453	5	140762467	140892546
haploins_v3	CEP85L	0.141033515	6	118781935	119031238
haploins_v3	MIEN1	0.141076486	17	37884749	37887040
haploins_v3	VGF	0.141090856	7	100805790	100808874
haploins_v3	PGAP3	0.141092872	17	37827375	37853050
haploins_v3	TMEM107	0.141100379	17	8076555	8079717
haploins_v3	CTSE	0.141109948	1	206317459	206332104
haploins_v3	DAPK3	0.14116119	19	3958451	3971121
haploins_v3	MARCKSL1	0.141259873	1	32799433	32801980
haploins_v3	ASZ1	0.141301236	7	117003276	117068177
haploins_v3	ASPRV1	0.141335736	2	70187226	70189397
haploins_v3	LCP2	0.141345471	5	169673241	169725231
haploins_v3	PSD2	0.141406702	5	139175406	139224051
haploins_v3	ACADL	0.141427915	2	211052663	211090215
haploins_v3	GHRHR	0.141487949	7	30978284	31032869
haploins_v3	C15orf38-AP3S2	0.141555322	15	90377540	90456114
haploins_v3	GSTT1	0.141594105	22	24376138	24384284
haploins_v3	CDK5RAP1	0.141646377	20	31946645	31989367
haploins_v3	CRTAP	0.141701199	3	33155471	33189265
haploins_v3	NPC1	0.141724211	18	21086148	21166862
haploins_v3	FZD8	0.141795223	10	35927177	35930362
haploins_v3	HIST1H2AH	0.141878271	6	27114860	27115341
haploins_v3	ENPP4	0.141883971	6	46097730	46114436
haploins_v3	MYO10	0.141886283	5	16665395	16936372
haploins_v3	SHROOM4	0.141929943	X	50334647	50557302
haploins_v3	LIN37	0.141937592	19	36239262	36245420
haploins_v3	EXTL2	0.141995054	1	101337943	101361554
haploins_v3	P4HA3	0.142053644	11	73946846	74022702
haploins_v3	DDA1	0.142110141	19	17420327	17434110
haploins_v3	SOX18	0.142184642	20	62679076	62680994
haploins_v3	TMIE	0.142194222	3	46742823	46752376
haploins_v3	EXOC8	0.142271036	1	231468480	231473598
haploins_v3	FAM72D	0.142291743	1	143896452	143913143
haploins_v3	XDH	0.142298525	2	31557187	31637581
haploins_v3	TFAP2C	0.142332491	20	55204358	55214339
haploins_v3	AIFM2	0.142363482	10	71857979	71892690
haploins_v3	POMT2	0.142379719	14	77741299	77787227
haploins_v3	KCNA6	0.142461897	12	4918342	4960277
haploins_v3	ZKSCAN8	0.142481975	6	28109688	28127250
haploins_v3	SLC16A9	0.142486434	10	61410523	61495760
haploins_v3	ABCC4	0.142494523	13	95672083	95953687
haploins_v3	SSFA2	0.142573958	2	182756560	182795465
haploins_v3	MYO19	0.142599934	17	34851477	34899284
haploins_v3	SCAMP2	0.142608367	15	75136071	75165706
haploins_v3	WDR35	0.142685248	2	20110021	20189892
haploins_v3	PYCR1	0.14269475	17	79890260	79900288
haploins_v3	TALDO1	0.142759637	11	747329	765024
haploins_v3	TNFSF12-TNFSF13	0.142772686	17	7452416	7464918
haploins_v3	MINPP1	0.142773936	10	89264632	89313217
haploins_v3	DMRTA1	0.142779385	9	22446840	22455739
haploins_v3	TMEM126A	0.142797191	11	85359011	85367591
haploins_v3	MFAP3	0.142826703	5	153418466	153600038
haploins_v3	SLC4A9	0.142898597	5	139739787	139754728
haploins_v3	PPRC1	0.142943486	10	103892787	103910082
haploins_v3	ADCK1	0.142961952	14	78266426	78401355
haploins_v3	LOXL2	0.142997524	8	23154702	23282841
haploins_v3	CCL4	0.14302779	17	34430983	34433014
haploins_v3	GRWD1	0.143044926	19	48949030	48960279
haploins_v3	KY	0.143094009	3	134321980	134370478
haploins_v3	USP11	0.143128268	X	47092089	47107727
haploins_v3	VARS	0.143178797	6	31745295	31763730
haploins_v3	FAM171B	0.143209943	2	187558698	187630685
haploins_v3	IBSP	0.14329613	4	88720733	88733074
haploins_v3	HIST1H2AC	0.143382302	6	26124373	26139344
haploins_v3	IVD	0.143382438	15	40697686	40728146
haploins_v3	MBOAT1	0.14353671	6	20100935	20212670
haploins_v3	G6PC3	0.143551325	17	42148103	42153709
haploins_v3	ZNF593	0.143613377	1	26496362	26498551
haploins_v3	PTPRQ	0.143670456	12	80799774	81072802
haploins_v3	TRIM39	0.143709845	6	30294256	30311506
haploins_v3	CHMP4C	0.143717477	8	82644669	82671750
haploins_v3	HFE2	0.143796346	1	145413095	145417545
haploins_v3	ZNF106	0.143818507	15	42705021	42783321
haploins_v3	LYRM2	0.143823506	6	90277863	90348472
haploins_v3	GPR162	0.14385703	12	6930711	6939136
haploins_v3	GSTZ1	0.143879324	14	77787227	77797940
haploins_v3	ARPC1B	0.143899892	7	98971872	98992424
haploins_v3	CRYZL1	0.143917113	21	34961647	35016232
haploins_v3	HAAO	0.143962065	2	42994229	43019733
haploins_v3	SLC23A1	0.143963747	5	138702885	138720242
haploins_v3	JKAMP	0.144006822	14	59951161	59972128
haploins_v3	NDFIP2	0.144059321	13	80055287	80130210
haploins_v3	POP4	0.144062971	19	30094924	30108144
haploins_v3	C1orf146	0.144245211	1	92683497	92711370
haploins_v3	SPAG6	0.144291349	10	22634399	22743153
haploins_v3	ASXL2	0.14431819	2	25956622	26101385
haploins_v3	POC1B	0.144423268	12	89813495	89919801
haploins_v3	TBX22	0.144424463	X	79270255	79287268
haploins_v3	TADA1	0.144507777	1	166825747	166845564
haploins_v3	HPX	0.144507974	11	6452279	6463847
haploins_v3	PAPSS2	0.144517093	10	89419370	89507462
haploins_v3	KRTAP2-1	0.144538289	17	39202793	39203568
haploins_v3	ZNF385A	0.144547499	12	54762917	54785082
haploins_v3	LZTS2	0.144582467	10	102756375	102767593
haploins_v3	OMP	0.144610866	11	76813886	76814377
haploins_v3	RASL12	0.144637043	15	65345679	65369028
haploins_v3	PLA2R1	0.144654725	2	160788519	160919121
haploins_v3	TPCN1	0.144658887	12	113658855	113736390
haploins_v3	RIPK4	0.144673643	21	43159529	43187266
haploins_v3	TTC5	0.144724373	14	20724717	20774153
haploins_v3	DCAKD	0.144743116	17	43100708	43138473
haploins_v3	TMTC1	0.144788638	12	29653773	29937692
haploins_v3	SHBG	0.144824899	17	7517382	7536700
haploins_v3	ASNS	0.144831856	7	97481430	97501854
haploins_v3	UBE2QL1	0.144848488	5	6448736	6495022
haploins_v3	PAQR8	0.144995796	6	52226219	52272575
haploins_v3	MSL3	0.145061455	X	11776278	11793870
haploins_v3	BBC3	0.145065848	19	47724081	47736023
haploins_v3	CNP	0.145097162	17	40118759	40129749
haploins_v3	LMCD1	0.145120732	3	8543393	8609805
haploins_v3	SLC35F6	0.145131282	2	26987152	27004099
haploins_v3	UNC45B	0.145131617	17	33474836	33516364
haploins_v3	SNTG1	0.145139609	8	50822349	51706678
haploins_v3	LMO7	0.14518442	13	76194570	76434004
haploins_v3	BARX2	0.145237418	11	129245835	129322171
haploins_v3	KIAA1328	0.145244522	18	34409069	34812135
haploins_v3	CERCAM	0.14529477	9	131174030	131199626
haploins_v3	KCNK9	0.145305469	8	140613081	140715299
haploins_v3	NPHS2	0.145330109	1	179519674	179545087
haploins_v3	PHF7	0.145365742	3	52444673	52457657
haploins_v3	MRPL51	0.145374443	12	6601150	6603007
haploins_v3	DXO	0.145405206	6	31937587	31940069
haploins_v3	TMBIM4	0.145421407	12	66517709	66563852
haploins_v3	AVPR1A	0.145508661	12	63539014	63544722
haploins_v3	SDC3	0.145644367	1	31342314	31381608
haploins_v3	GALNT2	0.145694577	1	230193536	230417870
haploins_v3	NDUFB11	0.145710348	X	47001615	47004903
haploins_v3	RASL11B	0.145712637	4	53728457	53733000
haploins_v3	LOXL3	0.145725359	2	74759541	74782817
haploins_v3	VEPH1	0.145765787	3	156977531	157251408
haploins_v3	SCNM1	0.145815299	1	151129140	151142773
haploins_v3	ATP6V1C2	0.145872264	2	10861775	10925236
haploins_v3	BPNT1	0.14588746	1	220230824	220263804
haploins_v3	BLVRB	0.146006015	19	40953696	40971747
haploins_v3	OGFOD1	0.146033805	16	56485402	56513012
haploins_v3	TBCB	0.146039259	19	36605191	36616849
haploins_v3	YPEL1	0.146114817	22	22051833	22090123
haploins_v3	ADARB2	0.14627916	10	1228073	1779670
haploins_v3	SMN2	0.14631894	5	69345350	69374349
haploins_v3	TMEM110	0.146324252	3	52870235	52931612
haploins_v3	RNF43	0.146347521	17	56429861	56494956
haploins_v3	NFXL1	0.146390299	4	47849257	47916653
haploins_v3	PMEL	0.146452699	12	56347889	56367101
haploins_v3	ANAPC1	0.14646446	2	112523848	112642267
haploins_v3	TTC13	0.146526641	1	231041989	231114621
haploins_v3	ALG13	0.14657544	X	110909043	111003877
haploins_v3	TSPAN18	0.146625261	11	44748015	44953972
haploins_v3	MED11	0.146662102	17	4634723	4636905
haploins_v3	CLEC3B	0.14671786	3	45043040	45077563
haploins_v3	FJX1	0.146718246	11	35639735	35642419
haploins_v3	FRK	0.146770084	6	116252312	116381921
haploins_v3	TMEM204	0.146781796	16	1578689	1605581
haploins_v3	UNC45A	0.146796667	15	91473410	91497323
haploins_v3	HMGCL	0.146833505	1	24128375	24165110
haploins_v3	JTB	0.146858817	1	153946745	153950164
haploins_v3	KCTD3	0.146921062	1	215740735	215795149
haploins_v3	TMED6	0.146974092	16	69377151	69385712
haploins_v3	FUT4	0.147145238	11	94277017	94283063
haploins_v3	TOR1A	0.147170709	9	132575223	132586413
haploins_v3	NR1H3	0.14717228	11	47269851	47290396
haploins_v3	NHSL2	0.147177551	X	71130938	71363424
haploins_v3	FAM19A3	0.147213383	1	113263041	113269857
haploins_v3	MOSPD2	0.14722296	X	14891563	14940449
haploins_v3	SEC14L3	0.147250694	22	30843946	30868036
haploins_v3	VGLL4	0.147274353	3	11597544	11762220
haploins_v3	RASGEF1A	0.147306183	10	43689983	43762367
haploins_v3	TMED9	0.147348458	5	177019159	177023125
haploins_v3	ELK1	0.147382607	X	47494920	47510003
haploins_v3	MPRIP	0.147447625	17	16945859	17120993
haploins_v3	RMND5B	0.147460192	5	177557997	177577566
haploins_v3	FANCC	0.147490822	9	97861336	98079991
haploins_v3	EML3	0.147500051	11	62369690	62380237
haploins_v3	NISCH	0.147521349	3	52489134	52527087
haploins_v3	TXLNA	0.147586228	1	32645287	32663886
haploins_v3	VPS37A	0.147620208	8	17104080	17159936
haploins_v3	HIST1H2AD	0.147623226	6	26199079	26199471
haploins_v3	SPG20	0.147717514	13	36875775	36944317
haploins_v3	CIB4	0.147720505	2	26804070	26864236
haploins_v3	SEPN1	0.147744846	1	26126667	26144713
haploins_v3	ZNF202	0.147758386	11	123594885	123612383
haploins_v3	ELK4	0.147760515	1	205577071	205601090
haploins_v3	XRCC1	0.147793973	19	44047192	44084625
haploins_v3	CNTNAP4	0.147801581	16	76311176	76593135
haploins_v3	ADCYAP1	0.147854671	18	904944	912173
haploins_v3	FRMPD3	0.14787195	X	106765680	106848481
haploins_v3	NFATC2IP	0.147880436	16	28962128	28978418
haploins_v3	NCF2	0.147913497	1	183524698	183560011
haploins_v3	RAD9A	0.14791502	11	67159176	67165881
haploins_v3	TPK1	0.147921317	7	144149034	144533488
haploins_v3	PLEKHH2	0.147956937	2	43864412	43995126
haploins_v3	STK24	0.148009542	13	99102455	99230194
haploins_v3	DTNBP1	0.148024092	6	15523032	15663289
haploins_v3	WDR17	0.148033326	4	176986985	177103978
haploins_v3	SGOL2	0.148071587	2	201374731	201448505
haploins_v3	AP4E1	0.148213005	15	51200869	51298097
haploins_v3	BCL7C	0.148227748	16	30844947	30906281
haploins_v3	PHF13	0.148239936	1	6673745	6684093
haploins_v3	HIST1H1C	0.148283675	6	26055968	26056699
haploins_v3	KDSR	0.148348846	18	60994959	61034743
haploins_v3	GPS2	0.148381197	17	7214643	7218883
haploins_v3	DNAJC16	0.148396459	1	15853308	15918874
haploins_v3	MASTL	0.148437905	10	27443753	27475853
haploins_v3	IL17RD	0.148450362	3	57124010	57204334
haploins_v3	MLLT6	0.148519728	17	36861872	36886056
haploins_v3	IMPAD1	0.148547552	8	57870492	57906403
haploins_v3	IL17B	0.148559615	5	148750887	148783765
haploins_v3	MIF4GD	0.148587399	17	73262309	73267308
haploins_v3	GALNT14	0.148624804	2	31133333	31378068
haploins_v3	PLGRKT	0.148669899	9	5357973	5437878
haploins_v3	CRMP1	0.148701425	4	5749811	5894785
haploins_v3	COX5B	0.14873189	2	98262503	98264846
haploins_v3	HDC	0.14873563	15	50534144	50558223
haploins_v3	MRC2	0.148810988	17	60704762	60770958
haploins_v3	MYSM1	0.148821334	1	59120411	59165764
haploins_v3	MAOA	0.148857367	X	43515467	43606068
haploins_v3	MAP7D1	0.14888564	1	36621180	36646450
haploins_v3	PRRC2B	0.148927133	9	134269480	134375584
haploins_v3	MTSS1L	0.148935874	16	70695107	70719969
haploins_v3	CBR4	0.148986414	4	169784921	169931426
haploins_v3	HS3ST3A1	0.149000914	17	13399006	13505244
haploins_v3	FAM103A1	0.149055648	15	83654959	83659809
haploins_v3	ATP1A3	0.149065263	19	42470734	42501649
haploins_v3	FAM177A1	0.149130642	14	35514113	35582336
haploins_v3	NOL11	0.149207772	17	65713949	65740647
haploins_v3	IGDCC3	0.149303312	15	65619465	65670378
haploins_v3	ITM2C	0.149350406	2	231729354	231743963
haploins_v3	FAM102A	0.149407366	9	130702858	130742792
haploins_v3	GLE1	0.149431916	9	131266979	131304567
haploins_v3	SLC41A2	0.149542935	12	105196331	105352522
haploins_v3	CSPG5	0.149692966	3	47603729	47622282
haploins_v3	ADCY1	0.149696441	7	45613739	45762715
haploins_v3	PPP1R7	0.149727026	2	242088991	242123067
haploins_v3	RBP1	0.149748527	3	139236276	139258671
haploins_v3	ADAR	0.149816666	1	154554538	154600475
haploins_v3	NSUN4	0.149841665	1	46805849	46830824
haploins_v3	EFR3B	0.149867166	2	25264999	25378243
haploins_v3	PIEZO2	0.149900896	18	10666480	11148587
haploins_v3	NSUN3	0.149914341	3	93781760	93847389
haploins_v3	GTF3C2	0.149918931	2	27548716	27579868
haploins_v3	DCAF6	0.149920997	1	167905021	168045081
haploins_v3	IRF8	0.149976637	16	85932409	85956215
haploins_v3	RPL36AL	0.149984716	14	50085237	50087403
haploins_v3	PRDM11	0.149995534	11	45115564	45247734
haploins_v3	THOC6	0.150000566	16	3074028	3077756
haploins_v3	ATP6V0D2	0.150003092	8	86999552	87166457
haploins_v3	TMEM43	0.150103994	3	14166440	14185179
haploins_v3	UBFD1	0.150135812	16	23568392	23585710
haploins_v3	QRFPR	0.150172024	4	122250467	122302214
haploins_v3	FBXW8	0.150196293	12	117348761	117468953
haploins_v3	HIST1H2BL	0.150203182	6	27775257	27775709
haploins_v3	PIGW	0.150227223	17	34891402	34895150
haploins_v3	MATN2	0.150233308	8	98881068	99048944
haploins_v3	ZFYVE26	0.150248004	14	68194091	68283307
haploins_v3	PCBD2	0.150277674	5	134240596	134343649
haploins_v3	OTOGL	0.150324558	12	80603233	80772870
haploins_v3	HS3ST3B1	0.150369015	17	14204400	14252721
haploins_v3	NHLRC2	0.150423517	10	115614420	115676953
haploins_v3	LTBP3	0.150450065	11	65306276	65326401
haploins_v3	PHKG1	0.150479662	7	56148440	56160689
haploins_v3	LACC1	0.150502517	13	44453420	44468068
haploins_v3	UGGT2	0.150550935	13	96453834	96705736
haploins_v3	CHAD	0.150584285	17	48541857	48546327
haploins_v3	BMS1	0.150591768	10	43278249	43330385
haploins_v3	NT5C3A	0.150599903	7	33053742	33102409
haploins_v3	RPS28	0.150612576	19	8386042	8388224
haploins_v3	ALG11	0.150634344	13	52586534	52603800
haploins_v3	UFM1	0.150685467	13	38923986	38937140
haploins_v3	NOB1	0.15069917	16	69775770	69788843
haploins_v3	DDX58	0.150707503	9	32455300	32526322
haploins_v3	C3orf14	0.150712214	3	62304648	62321888
haploins_v3	SLC23A2	0.150712656	20	4833002	4990939
haploins_v3	MYZAP	0.150722079	15	57884139	57977562
haploins_v3	SQLE	0.150779801	8	126010739	126034525
haploins_v3	MYL7	0.150786926	7	44178463	44180931
haploins_v3	ST3GAL6	0.150858254	3	98451080	98540045
haploins_v3	BCAR3	0.150957792	1	94027347	94312706
haploins_v3	BRD7	0.151001826	16	50347398	50402845
haploins_v3	UQCR10	0.151009217	22	30163358	30166402
haploins_v3	NIPAL2	0.151064627	8	99202061	99306621
haploins_v3	ARMC7	0.151101849	17	73106047	73126360
haploins_v3	ANKRD6	0.151109383	6	90142889	90343553
haploins_v3	SLC1A7	0.151112766	1	53552855	53608289
haploins_v3	SLC40A1	0.151137431	2	190425305	190448484
haploins_v3	GABRG3	0.151178389	15	27216429	27778373
haploins_v3	LIG1	0.151237041	19	48618702	48673860
haploins_v3	ARFGEF3	0.151248088	6	138483058	138665800
haploins_v3	WDR55	0.151273535	5	140044261	140053709
haploins_v3	XK	0.151295984	X	37545012	37591383
haploins_v3	GLYATL3	0.151334885	6	49467671	49494760
haploins_v3	KIF6	0.151397171	6	39297766	39693181
haploins_v3	MKL1	0.151459209	22	40806285	41032706
haploins_v3	HSBP1	0.151469852	16	83841448	83853342
haploins_v3	RPL7A	0.151476563	9	136215069	136218281
haploins_v3	ASB11	0.151540693	X	15298053	15333778
haploins_v3	KATNAL1	0.151548535	13	30776767	30881621
haploins_v3	ADGRG2	0.151606364	X	19007427	19140755
haploins_v3	TXNL4A	0.151661677	18	77732867	77793949
haploins_v3	PRUNE	0.15166661	1	150980896	151008189
haploins_v3	SEMA4C	0.15171601	2	97525453	97536494
haploins_v3	KRTAP3-3	0.151721542	17	39149686	39150385
haploins_v3	TIPIN	0.151736024	15	66628544	66679084
haploins_v3	RBM33	0.151811738	7	155437145	155574179
haploins_v3	RAB37	0.151870937	17	72666717	72743474
haploins_v3	TBC1D10B	0.151895052	16	30368423	30381585
haploins_v3	ACYP1	0.151950805	14	75519924	75536186
haploins_v3	LYVE1	0.151965295	11	10578513	10633236
haploins_v3	RAPGEF3	0.151971054	12	48128455	48164823
haploins_v3	LRIG3	0.151971839	12	59265931	59314303
haploins_v3	ATP5H	0.151987042	17	73034958	73043080
haploins_v3	PROKR2	0.151989839	20	5282317	5297378
haploins_v3	KCTD20	0.152055839	6	36410544	36458920
haploins_v3	PLEKHA3	0.152074499	2	179345195	179381189
haploins_v3	CLRN1	0.152112219	3	150643950	150690786
haploins_v3	STAMBP	0.152210425	2	74056086	74100786
haploins_v3	OSGEPL1	0.152246988	2	190611386	190627953
haploins_v3	TMEM199	0.152249989	17	26684604	26708716
haploins_v3	NTF4	0.152358851	19	49559050	49568333
haploins_v3	DTX2	0.152388002	7	76090993	76135312
haploins_v3	TUBA8	0.152389843	22	18593097	18629321
haploins_v3	PIGN	0.152399987	18	59710800	59854351
haploins_v3	HFM1	0.152408983	1	91726323	91870426
haploins_v3	PPP1R2	0.152412638	3	195241221	195270209
haploins_v3	GUCD1	0.152446985	22	24936406	24951903
haploins_v3	FBXO4	0.15246902	5	41925356	41941845
haploins_v3	CTSA	0.152533286	20	44518783	44527459
haploins_v3	PRMT9	0.152656967	4	148558936	148605381
haploins_v3	ACTBL2	0.152729251	5	56775846	56778636
haploins_v3	SERPINF2	0.152803884	17	1646130	1658562
haploins_v3	ACAA1	0.152807913	3	38144620	38178733
haploins_v3	TUBB4A	0.152826914	19	6494330	6502859
haploins_v3	NECAP2	0.15283279	1	16767167	16786573
haploins_v3	ADRA1D	0.152836614	20	4201329	4229721
haploins_v3	PNOC	0.152895513	8	28174503	28200872
haploins_v3	CHRNA5	0.152935897	15	78857862	78887611
haploins_v3	FZR1	0.152955015	19	3506271	3538328
haploins_v3	PPP4R2	0.153015597	3	73045936	73118350
haploins_v3	ARMCX3	0.153071588	X	100877787	100882833
haploins_v3	CDYL	0.153133689	6	4706393	4955785
haploins_v3	ADGRG6	0.153134359	6	142622991	142767403
haploins_v3	GSG1L	0.153156876	16	27798850	28074830
haploins_v3	TET3	0.153161098	2	74229840	74335303
haploins_v3	RBP2	0.15316607	3	139171726	139199589
haploins_v3	DCBLD2	0.153168212	3	98514785	98620533
haploins_v3	MFHAS1	0.153293267	8	8640864	8751155
haploins_v3	ALAS1	0.153297782	3	52232102	52248343
haploins_v3	SURF4	0.153305322	9	136228325	136242970
haploins_v3	NPSR1	0.153358604	7	34697851	34917944
haploins_v3	CDK2AP2	0.153428192	11	67273968	67276120
haploins_v3	TMEM38B	0.15362874	9	108456825	108538893
haploins_v3	RBM20	0.153666147	10	112404155	112599227
haploins_v3	NEURL1B	0.153686814	5	172068269	172118543
haploins_v3	CARD11	0.153697107	7	2945775	3083579
haploins_v3	RPH3A	0.153708291	12	113008184	113336686
haploins_v3	ZNF365	0.153829347	10	64133951	64431771
haploins_v3	HAUS2	0.153908403	15	42841008	42862192
haploins_v3	GNG8	0.153964917	19	47137333	47137942
haploins_v3	SYCP1	0.153985173	1	115397424	115537991
haploins_v3	HCLS1	0.153988686	3	121350246	121379774
haploins_v3	CELSR3	0.153990556	3	48673902	48700348
haploins_v3	TMEM30B	0.154014593	14	61744088	61748558
haploins_v3	GIP	0.154071703	17	47035916	47045958
haploins_v3	TAL2	0.154086265	9	108424738	108425367
haploins_v3	LANCL3	0.154118929	X	37430822	37543716
haploins_v3	ETNK2	0.154141002	1	204100190	204121307
haploins_v3	TIGD4	0.154168294	4	153690506	153700916
haploins_v3	HCRT	0.154244007	17	40336078	40337470
haploins_v3	SLC38A11	0.154356754	2	165752696	165812035
haploins_v3	LRRN2	0.154398307	1	204586298	204654861
haploins_v3	NEURL4	0.15446924	17	7218947	7232712
haploins_v3	PPID	0.154498056	4	159630286	159644548
haploins_v3	P2RY2	0.154569341	11	72929343	72947397
haploins_v3	TDRKH	0.154688142	1	151742583	151763892
haploins_v3	GLA	0.154719766	X	100652791	100662913
haploins_v3	GSPT2	0.15476278	X	51486481	51489324
haploins_v3	LRRC39	0.154793715	1	100614409	100643771
haploins_v3	HOPX	0.154888215	4	57514155	57548065
haploins_v3	SRM	0.154905334	1	11114641	11120081
haploins_v3	CNN1	0.154924611	19	11649532	11661138
haploins_v3	EGLN2	0.154927001	19	41304901	41314338
haploins_v3	KIF13A	0.154932935	6	17759414	17987854
haploins_v3	RPL31	0.154939546	2	101618177	101640494
haploins_v3	TNNC2	0.154997755	20	44451853	44462384
haploins_v3	RIC3	0.155005296	11	8127597	8190602
haploins_v3	TMEM101	0.155105167	17	42088556	42101314
haploins_v3	UTP6	0.15513336	17	30187923	30228784
haploins_v3	DPP6	0.155216903	7	153584182	154685995
haploins_v3	CKB	0.155239483	14	103985996	103989448
haploins_v3	JAK3	0.155291007	19	17935589	17958880
haploins_v3	PI4K2B	0.155305186	4	25162263	25280714
haploins_v3	PARP16	0.155339922	15	65526798	65592956
haploins_v3	GATB	0.15537762	4	152591656	152682175
haploins_v3	AQP2	0.155383896	12	50344524	50352664
haploins_v3	ADGRL1	0.155393815	19	14260750	14316999
haploins_v3	ILKAP	0.155452908	2	239079042	239112370
haploins_v3	E4F1	0.155468293	16	2273567	2285743
haploins_v3	COQ6	0.155475963	14	74416629	74430373
haploins_v3	C4orf29	0.155506323	4	128886461	128960866
haploins_v3	MEX3A	0.155518992	1	156041804	156051789
haploins_v3	DNAJC17	0.155576155	15	41060067	41099675
haploins_v3	ALDH1L2	0.155583388	12	105413568	105478355
haploins_v3	ATG14	0.1555867	14	55833110	55878576
haploins_v3	GMPPA	0.155766254	2	220363589	220371710
haploins_v3	NOP2	0.155794011	12	6666029	6677857
haploins_v3	THEMIS	0.155802392	6	128029217	128239776
haploins_v3	TMED4	0.155803186	7	44617493	44621886
haploins_v3	EAF1	0.155887985	3	15468862	15484120
haploins_v3	COL9A2	0.155899915	1	40766159	40783488
haploins_v3	PPP1R10	0.155912353	6	30568177	30586389
haploins_v3	UAP1	0.155912808	1	162531323	162569627
haploins_v3	OR4D2	0.156038164	17	56247017	56247940
haploins_v3	DEPDC7	0.156048727	11	33037410	33055128
haploins_v3	PROM1	0.156059694	4	15964699	16086001
haploins_v3	TFCP2L1	0.156183361	2	121974163	122042783
haploins_v3	GNL3	0.156229255	3	52715172	52728508
haploins_v3	CHCHD1	0.156245317	10	75541805	75543410
haploins_v3	MEDAG	0.156348646	13	31480328	31499709
haploins_v3	SLC45A2	0.156382322	5	33944721	33984835
haploins_v3	PHOSPHO1	0.15638738	17	47300724	47308128
haploins_v3	CHMP4A	0.156422304	14	24678789	24683075
haploins_v3	COA4	0.156555939	11	73583712	73588033
haploins_v3	C1orf27	0.156625253	1	186344890	186390510
haploins_v3	ATP6V1G2	0.15668222	6	31512239	31516204
